target_id,target_row,target_col,on_peak_power,off_peak_power,delta_peak_power_after,delta_peak_power_before,delta_peak_power_after_db,legacy_hit,causal_hit,on_detection_count_in_roi,off_detection_count_in_roi,off_roi_not_equal_or_stronger,target_increment_after_status,target_increment_before_status
MISMATCH_B01_S000_R00,102,896,1305795.5,384.47003173828125,1305411.0299682617,1305630.460784912,35.31012674084511,False,False,0,0,True,continuous_delta_not_linear_S_only_claim,continuous_delta_not_linear_S_only_claim
