target,validation_mode,holdout_group,n,n_folds,ridge_lambda,rmse,mae,r2,scope,n_train,n_test,fold_rmse,fold_mae
best_adaptive_SCNR_improvement_dB,leave_one_case_out,13,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.101712625735381,6.101712625735381
best_adaptive_SCNR_improvement_dB,leave_one_case_out,14,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,7.01065363400823,7.01065363400823
best_adaptive_SCNR_improvement_dB,leave_one_case_out,15,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,0.18013477979915793,0.18013477979915793
best_adaptive_SCNR_improvement_dB,leave_one_case_out,16,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,0.4371942853049786,0.4371942853049786
best_adaptive_SCNR_improvement_dB,leave_one_case_out,17,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,0.8262087014939126,0.8262087014939126
best_adaptive_SCNR_improvement_dB,leave_one_case_out,18,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,1.7756317161501238,1.7756317161501238
best_adaptive_SCNR_improvement_dB,leave_one_case_out,19,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,1.2098314459153894,1.2098314459153894
best_adaptive_SCNR_improvement_dB,leave_one_case_out,20,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.127667165956912,6.127667165956912
best_adaptive_SCNR_improvement_dB,leave_one_case_out,21,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,5.760496593690537,5.760496593690537
best_adaptive_SCNR_improvement_dB,leave_one_case_out,22,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.491837107789308,6.491837107789308
best_adaptive_SCNR_improvement_dB,leave_one_case_out,23,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,7.853227642711905,7.853227642711905
best_adaptive_SCNR_improvement_dB,leave_one_case_out,24,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,5.991394637548727,5.991394637548727
best_adaptive_SCNR_improvement_dB,leave_one_case_out,25,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,8.41341630490212,8.41341630490212
best_adaptive_SCNR_improvement_dB,leave_one_case_out,26,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,7.8619241715392025,7.8619241715392025
best_adaptive_SCNR_improvement_dB,leave_one_case_out,27,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,9.666226505459901,9.666226505459901
best_adaptive_SCNR_improvement_dB,leave_one_case_out,28,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,8.534289973853102,8.534289973853102
best_adaptive_SCNR_improvement_dB,leave_one_case_out,29,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,9.34450130008962,9.34450130008962
best_adaptive_SCNR_improvement_dB,leave_one_case_out,30,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,2.1039408165989144,2.1039408165989144
best_adaptive_SCNR_improvement_dB,leave_one_case_out,31,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.0248335617338284,3.0248335617338284
best_adaptive_SCNR_improvement_dB,leave_one_case_out,32,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,1.9304490141441413,1.9304490141441413
best_adaptive_SCNR_improvement_dB,leave_one_case_out,33,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.0304064515888705,3.0304064515888705
best_adaptive_SCNR_improvement_dB,leave_one_case_out,34,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,2.995043325555063,2.995043325555063
best_adaptive_SCNR_improvement_dB,leave_one_seed_out,aggregate,35,5,1.0,5.063232416064303,4.337924635085097,0.7056878410607537,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,,,,
best_adaptive_SCNR_improvement_dB,leave_one_seed_out,20261021,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,4.966943787789599,4.064707505962664
best_adaptive_SCNR_improvement_dB,leave_one_seed_out,20261022,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,4.824126870369623,4.207018092710711
best_adaptive_SCNR_improvement_dB,leave_one_seed_out,20261023,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,5.030020204051156,4.220951811619656
best_adaptive_SCNR_improvement_dB,leave_one_seed_out,20261024,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,5.361841131374031,4.665110772676288
best_adaptive_SCNR_improvement_dB,leave_one_seed_out,20261025,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,5.117464046935814,4.531834992456161
