target,validation_mode,holdout_group,n,n_folds,ridge_lambda,rmse,mae,r2,scope,n_train,n_test,fold_rmse,fold_mae
current_SCNR_improvement_dB,leave_one_case_out,aggregate,35,35,1.0,7.274746155381362,5.814169444224628,-0.14537121022360244,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,,,,
current_SCNR_improvement_dB,leave_one_case_out,0,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,0.4788834343711743,0.4788834343711743
current_SCNR_improvement_dB,leave_one_case_out,1,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.85214654977717,3.85214654977717
current_SCNR_improvement_dB,leave_one_case_out,2,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.413371928649379,6.413371928649379
current_SCNR_improvement_dB,leave_one_case_out,3,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.6996914726066823,3.6996914726066823
current_SCNR_improvement_dB,leave_one_case_out,4,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,4.19430705347818,4.19430705347818
current_SCNR_improvement_dB,leave_one_case_out,5,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,1.1413319252460772,1.1413319252460772
current_SCNR_improvement_dB,leave_one_case_out,6,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.9829099709671008,3.9829099709671008
current_SCNR_improvement_dB,leave_one_case_out,7,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.640882256595887,3.640882256595887
current_SCNR_improvement_dB,leave_one_case_out,8,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,0.81423469738841,0.81423469738841
current_SCNR_improvement_dB,leave_one_case_out,9,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,5.00850947857927,5.00850947857927
current_SCNR_improvement_dB,leave_one_case_out,10,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,1.9932420755986522,1.9932420755986522
current_SCNR_improvement_dB,leave_one_case_out,11,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,12.92429059923791,12.92429059923791
current_SCNR_improvement_dB,leave_one_case_out,12,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,13.546248893259863,13.546248893259863
current_SCNR_improvement_dB,leave_one_case_out,13,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.752876419035621,3.752876419035621
current_SCNR_improvement_dB,leave_one_case_out,14,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,10.311037786933891,10.311037786933891
current_SCNR_improvement_dB,leave_one_case_out,15,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,13.407033762082563,13.407033762082563
current_SCNR_improvement_dB,leave_one_case_out,16,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,15.524148213734886,15.524148213734886
current_SCNR_improvement_dB,leave_one_case_out,17,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,13.764037529625995,13.764037529625995
current_SCNR_improvement_dB,leave_one_case_out,18,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,12.440958334499209,12.440958334499209
current_SCNR_improvement_dB,leave_one_case_out,19,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,13.150739932317128,13.150739932317128
current_SCNR_improvement_dB,leave_one_case_out,20,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,2.8708864172376325,2.8708864172376325
current_SCNR_improvement_dB,leave_one_case_out,21,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,5.225967045983766,5.225967045983766
current_SCNR_improvement_dB,leave_one_case_out,22,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,4.941337443701427,4.941337443701427
current_SCNR_improvement_dB,leave_one_case_out,23,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,7.866644386201046,7.866644386201046
current_SCNR_improvement_dB,leave_one_case_out,24,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,1.1937189552115814,1.1937189552115814
current_SCNR_improvement_dB,leave_one_case_out,25,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.3084509390303394,3.3084509390303394
current_SCNR_improvement_dB,leave_one_case_out,26,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,0.9184406791112494,0.9184406791112494
current_SCNR_improvement_dB,leave_one_case_out,27,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.86393594004055,3.86393594004055
current_SCNR_improvement_dB,leave_one_case_out,28,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.232880014180473,6.232880014180473
current_SCNR_improvement_dB,leave_one_case_out,29,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,4.382323378914715,4.382323378914715
current_SCNR_improvement_dB,leave_one_case_out,30,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,0.4601155631664109,0.4601155631664109
current_SCNR_improvement_dB,leave_one_case_out,31,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.867964367871333,3.867964367871333
current_SCNR_improvement_dB,leave_one_case_out,32,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.419073871616483,6.419073871616483
current_SCNR_improvement_dB,leave_one_case_out,33,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,3.6977374600405355,3.6977374600405355
current_SCNR_improvement_dB,leave_one_case_out,34,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,4.205571771569383,4.205571771569383
current_SCNR_improvement_dB,leave_one_seed_out,aggregate,35,5,1.0,7.756818568465866,6.084167106519239,-0.30220045311117216,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,,,,
current_SCNR_improvement_dB,leave_one_seed_out,20261021,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,6.5059643064620385,4.571438295621928
current_SCNR_improvement_dB,leave_one_seed_out,20261022,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,8.980100302739729,7.735237396191438
current_SCNR_improvement_dB,leave_one_seed_out,20261023,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,9.376322388102201,7.422582963244182
current_SCNR_improvement_dB,leave_one_seed_out,20261024,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,6.240608883608471,4.815273633315385
current_SCNR_improvement_dB,leave_one_seed_out,20261025,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,28,7,7.142182982286338,5.876303244223258
best_adaptive_SCNR_improvement_dB,leave_one_case_out,aggregate,35,35,1.0,5.915182266798123,5.141723826046241,0.5983121083049354,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,,,,
best_adaptive_SCNR_improvement_dB,leave_one_case_out,0,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,2.0007041813432167,2.0007041813432167
best_adaptive_SCNR_improvement_dB,leave_one_case_out,1,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,2.5474772706922337,2.5474772706922337
best_adaptive_SCNR_improvement_dB,leave_one_case_out,2,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,2.2359425310955388,2.2359425310955388
best_adaptive_SCNR_improvement_dB,leave_one_case_out,3,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,2.885734907591239,2.885734907591239
best_adaptive_SCNR_improvement_dB,leave_one_case_out,4,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,2.869744519440218,2.869744519440218
best_adaptive_SCNR_improvement_dB,leave_one_case_out,5,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,8.350379337997412,8.350379337997412
best_adaptive_SCNR_improvement_dB,leave_one_case_out,6,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,8.573614821610384,8.573614821610384
best_adaptive_SCNR_improvement_dB,leave_one_case_out,7,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.87450032566081,6.87450032566081
best_adaptive_SCNR_improvement_dB,leave_one_case_out,8,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,9.1096181074964,9.1096181074964
best_adaptive_SCNR_improvement_dB,leave_one_case_out,9,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,7.770163050398626,7.770163050398626
best_adaptive_SCNR_improvement_dB,leave_one_case_out,10,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.751753053004597,6.751753053004597
best_adaptive_SCNR_improvement_dB,leave_one_case_out,11,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,6.1933274969479255,6.1933274969479255
best_adaptive_SCNR_improvement_dB,leave_one_case_out,12,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,34,1,7.126352546770514,7.126352546770514
