period_id,channel,packet_count,complex_sample_count,rms_complex,max_abs_component,zero_complex_ratio,saturation_component_count,has_nan,has_inf
0,1,8,4096,9.0582190605655146,25.159130096435547,0,0,0,0
0,2,8,4096,8.5503397781054069,26.873701095581055,0,0,0,0
