target,validation_mode,holdout_group,n,n_folds,ridge_lambda,rmse,mae,r2,scope,n_train,n_test,fold_rmse,fold_mae
current_SCNR_improvement_dB,leave_one_case_out,35,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,6.270314003726808,6.270314003726808
current_SCNR_improvement_dB,leave_one_case_out,36,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,2.544991431275669,2.544991431275669
current_SCNR_improvement_dB,leave_one_case_out,37,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.2664452808342581,1.2664452808342581
current_SCNR_improvement_dB,leave_one_case_out,38,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.6541515706358645,0.6541515706358645
current_SCNR_improvement_dB,leave_one_case_out,39,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.5616169297190599,1.5616169297190599
current_SCNR_improvement_dB,leave_one_case_out,40,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,6.27031415349721,6.27031415349721
current_SCNR_improvement_dB,leave_one_case_out,41,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,2.5449915733865236,2.5449915733865236
current_SCNR_improvement_dB,leave_one_case_out,42,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.2664450999708023,1.2664450999708023
current_SCNR_improvement_dB,leave_one_case_out,43,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.654151945058965,0.654151945058965
current_SCNR_improvement_dB,leave_one_case_out,44,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.5616168684381613,1.5616168684381613
current_SCNR_improvement_dB,leave_one_case_out,45,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,6.243414061105534,6.243414061105534
current_SCNR_improvement_dB,leave_one_case_out,46,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.3888244086750223,1.3888244086750223
current_SCNR_improvement_dB,leave_one_case_out,47,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.13137848644084293,0.13137848644084293
current_SCNR_improvement_dB,leave_one_case_out,48,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.6686890157907825,0.6686890157907825
current_SCNR_improvement_dB,leave_one_case_out,49,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.31541410400669,0.31541410400669
current_SCNR_improvement_dB,leave_one_case_out,50,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,6.270314153497214,6.270314153497214
current_SCNR_improvement_dB,leave_one_case_out,51,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,2.544991573386522,2.544991573386522
current_SCNR_improvement_dB,leave_one_case_out,52,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.2664450999708023,1.2664450999708023
current_SCNR_improvement_dB,leave_one_case_out,53,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.654151945058965,0.654151945058965
current_SCNR_improvement_dB,leave_one_case_out,54,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.5616168684381613,1.5616168684381613
current_SCNR_improvement_dB,leave_one_case_out,55,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.0940607824461086,0.0940607824461086
current_SCNR_improvement_dB,leave_one_case_out,56,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,6.411025994058194,6.411025994058194
current_SCNR_improvement_dB,leave_one_case_out,57,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,4.614817160151476,4.614817160151476
current_SCNR_improvement_dB,leave_one_case_out,58,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,3.9675887796169143,3.9675887796169143
current_SCNR_improvement_dB,leave_one_case_out,59,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.1943744246287622,1.1943744246287622
current_SCNR_improvement_dB,leave_one_case_out,60,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,6.069521764560891,6.069521764560891
current_SCNR_improvement_dB,leave_one_case_out,61,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.902128752872196,1.902128752872196
current_SCNR_improvement_dB,leave_one_case_out,62,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.5100306344101462,0.5100306344101462
current_SCNR_improvement_dB,leave_one_case_out,63,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.06646303409273813,0.06646303409273813
current_SCNR_improvement_dB,leave_one_case_out,64,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.13432562516280555,0.13432562516280555
current_SCNR_improvement_dB,leave_one_case_out,65,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,6.2703141534972175,6.2703141534972175
current_SCNR_improvement_dB,leave_one_case_out,66,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,2.5449915733865236,2.5449915733865236
current_SCNR_improvement_dB,leave_one_case_out,67,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.2664450999707775,1.2664450999707775
current_SCNR_improvement_dB,leave_one_case_out,68,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.6541519450589721,0.6541519450589721
current_SCNR_improvement_dB,leave_one_case_out,69,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.5616168684381755,1.5616168684381755
current_SCNR_improvement_dB,leave_one_case_out,70,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,17.263415981589777,17.263415981589777
current_SCNR_improvement_dB,leave_one_case_out,71,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,14.353116059464384,14.353116059464384
current_SCNR_improvement_dB,leave_one_case_out,72,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,17.799964913469474,17.799964913469474
current_SCNR_improvement_dB,leave_one_case_out,73,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,20.920968935506362,20.920968935506362
current_SCNR_improvement_dB,leave_one_case_out,74,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,15.39040516663015,15.39040516663015
current_SCNR_improvement_dB,leave_one_case_out,75,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.3564911035723144,1.3564911035723144
current_SCNR_improvement_dB,leave_one_case_out,76,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.4152569133282977,1.4152569133282977
current_SCNR_improvement_dB,leave_one_case_out,77,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.6429895965946919,0.6429895965946919
current_SCNR_improvement_dB,leave_one_case_out,78,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.899814399547148,1.899814399547148
current_SCNR_improvement_dB,leave_one_case_out,79,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.436547365228213,0.436547365228213
current_SCNR_improvement_dB,leave_one_case_out,80,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.5356970046373739,0.5356970046373739
current_SCNR_improvement_dB,leave_one_case_out,81,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.0610577482139334,1.0610577482139334
current_SCNR_improvement_dB,leave_one_case_out,82,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,2.074471559489421,2.074471559489421
current_SCNR_improvement_dB,leave_one_case_out,83,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,5.368344535029067,5.368344535029067
current_SCNR_improvement_dB,leave_one_case_out,84,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,2.47513822874882,2.47513822874882
current_SCNR_improvement_dB,leave_one_case_out,85,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,5.115784429578339,5.115784429578339
current_SCNR_improvement_dB,leave_one_case_out,86,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.25953051052754,1.25953051052754
current_SCNR_improvement_dB,leave_one_case_out,87,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.8450608174683154,0.8450608174683154
current_SCNR_improvement_dB,leave_one_case_out,88,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,2.7302630814242903,2.7302630814242903
current_SCNR_improvement_dB,leave_one_case_out,89,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.380219507933079,1.380219507933079
current_SCNR_improvement_dB,leave_one_seed_out,aggregate,90,5,1.0,5.389247272393608,3.412566835375905,0.26749145821063014,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,,,,
current_SCNR_improvement_dB,leave_one_seed_out,20260981,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,72,18,7.628249257995637,6.874211139213009
current_SCNR_improvement_dB,leave_one_seed_out,20260982,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,72,18,4.130536936512738,2.898346915796858
current_SCNR_improvement_dB,leave_one_seed_out,20260983,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,72,18,4.669980536520916,2.2531067887806677
current_SCNR_improvement_dB,leave_one_seed_out,20260984,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,72,18,5.84944043339597,3.1971735105320325
current_SCNR_improvement_dB,leave_one_seed_out,20260985,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,72,18,3.7341313707033565,1.8399958225569593
current_SCNR_improvement_dB,leave_one_factor_family_out,aggregate,90,9,1.0,13.516511459815803,7.542466888798578,-3.607716031027058,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,,,,
current_SCNR_improvement_dB,leave_one_factor_family_out,azimuth_subcell_count,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,4.990300165480475,4.075817214586609
current_SCNR_improvement_dB,leave_one_factor_family_out,channel_amp_mismatch_db,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,3.276003497689396,2.5805911676932327
current_SCNR_improvement_dB,leave_one_factor_family_out,channel_fixed_phase_mismatch_deg,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,3.515334002004907,2.9026393495886205
current_SCNR_improvement_dB,leave_one_factor_family_out,channel_phase_jitter_std_deg,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,12.536962812088152,9.902109806646628
current_SCNR_improvement_dB,leave_one_factor_family_out,support_edge_radial_speed_mps,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,3.402751747797496,2.920934250127678
current_SCNR_improvement_dB,leave_one_factor_family_out,target_radial_speed_mps,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,15.080735314878554,13.43706822726119
current_SCNR_improvement_dB,leave_one_factor_family_out,target_snr_db,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,3.275085899954885,2.4729492402799385
current_SCNR_improvement_dB,leave_one_factor_family_out,texture_sigma,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,7.101970375724542,4.678157898209949
current_SCNR_improvement_dB,leave_one_factor_family_out,valid_sample_fraction,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,80,10,33.747962398785944,24.91193484479337
best_adaptive_SCNR_improvement_dB,leave_one_case_out,aggregate,90,90,1.0,2.7947763553810807,1.412259949401288,0.7971708728127118,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,,,,
best_adaptive_SCNR_improvement_dB,leave_one_case_out,0,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.47141476282832184,0.47141476282832184
best_adaptive_SCNR_improvement_dB,leave_one_case_out,1,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.4256161074946623,0.4256161074946623
best_adaptive_SCNR_improvement_dB,leave_one_case_out,2,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.47746583435446044,0.47746583435446044
best_adaptive_SCNR_improvement_dB,leave_one_case_out,3,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.3259333589314213,0.3259333589314213
best_adaptive_SCNR_improvement_dB,leave_one_case_out,4,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.5313384947335623,0.5313384947335623
best_adaptive_SCNR_improvement_dB,leave_one_case_out,5,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.11610785065193618,0.11610785065193618
best_adaptive_SCNR_improvement_dB,leave_one_case_out,6,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.040736485574551784,0.040736485574551784
best_adaptive_SCNR_improvement_dB,leave_one_case_out,7,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.04396349708214564,0.04396349708214564
best_adaptive_SCNR_improvement_dB,leave_one_case_out,8,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.19687453698273383,0.19687453698273383
best_adaptive_SCNR_improvement_dB,leave_one_case_out,9,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,1.1394928741633288,1.1394928741633288
best_adaptive_SCNR_improvement_dB,leave_one_case_out,10,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.3047354431114284,0.3047354431114284
best_adaptive_SCNR_improvement_dB,leave_one_case_out,11,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.37916705111098903,0.37916705111098903
best_adaptive_SCNR_improvement_dB,leave_one_case_out,12,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.45259398166293185,0.45259398166293185
best_adaptive_SCNR_improvement_dB,leave_one_case_out,13,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.3035234140662897,0.3035234140662897
best_adaptive_SCNR_improvement_dB,leave_one_case_out,14,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.5564842254484221,0.5564842254484221
best_adaptive_SCNR_improvement_dB,leave_one_case_out,15,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.35339310921254996,0.35339310921254996
best_adaptive_SCNR_improvement_dB,leave_one_case_out,16,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.17296584003179527,0.17296584003179527
best_adaptive_SCNR_improvement_dB,leave_one_case_out,17,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.18514452798860437,0.18514452798860437
best_adaptive_SCNR_improvement_dB,leave_one_case_out,18,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.2042945406723764,0.2042945406723764
best_adaptive_SCNR_improvement_dB,leave_one_case_out,19,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.21234205022721842,0.21234205022721842
best_adaptive_SCNR_improvement_dB,leave_one_case_out,20,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.4714147628283216,0.4714147628283216
best_adaptive_SCNR_improvement_dB,leave_one_case_out,21,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.4256161074946634,0.4256161074946634
best_adaptive_SCNR_improvement_dB,leave_one_case_out,22,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.4774658343544598,0.4774658343544598
best_adaptive_SCNR_improvement_dB,leave_one_case_out,23,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.3259333589314217,0.3259333589314217
best_adaptive_SCNR_improvement_dB,leave_one_case_out,24,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.531338494733562,0.531338494733562
best_adaptive_SCNR_improvement_dB,leave_one_case_out,25,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.09202068966759613,0.09202068966759613
best_adaptive_SCNR_improvement_dB,leave_one_case_out,26,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.008566624261614031,0.008566624261614031
best_adaptive_SCNR_improvement_dB,leave_one_case_out,27,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.08290295001353987,0.08290295001353987
best_adaptive_SCNR_improvement_dB,leave_one_case_out,28,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.0468059217762955,0.0468059217762955
best_adaptive_SCNR_improvement_dB,leave_one_case_out,29,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.14291890536323337,0.14291890536323337
best_adaptive_SCNR_improvement_dB,leave_one_case_out,30,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.47141476282832184,0.47141476282832184
best_adaptive_SCNR_improvement_dB,leave_one_case_out,31,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.4256161074946625,0.4256161074946625
best_adaptive_SCNR_improvement_dB,leave_one_case_out,32,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.4774658343544598,0.4774658343544598
best_adaptive_SCNR_improvement_dB,leave_one_case_out,33,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.32593335893142084,0.32593335893142084
best_adaptive_SCNR_improvement_dB,leave_one_case_out,34,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.5313384947335617,0.5313384947335617
best_adaptive_SCNR_improvement_dB,leave_one_case_out,35,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.7385569019681877,0.7385569019681877
best_adaptive_SCNR_improvement_dB,leave_one_case_out,36,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.6657093609994109,0.6657093609994109
best_adaptive_SCNR_improvement_dB,leave_one_case_out,37,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.6901039729275242,0.6901039729275242
best_adaptive_SCNR_improvement_dB,leave_one_case_out,38,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.589380273103169,0.589380273103169
best_adaptive_SCNR_improvement_dB,leave_one_case_out,39,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.7552401627202002,0.7552401627202002
best_adaptive_SCNR_improvement_dB,leave_one_case_out,40,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.47141476282832206,0.47141476282832206
best_adaptive_SCNR_improvement_dB,leave_one_case_out,41,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.42561610749466383,0.42561610749466383
best_adaptive_SCNR_improvement_dB,leave_one_case_out,42,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.47746583435446044,0.47746583435446044
best_adaptive_SCNR_improvement_dB,leave_one_case_out,43,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.32593335893142106,0.32593335893142106
best_adaptive_SCNR_improvement_dB,leave_one_case_out,44,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.5313384947335618,0.5313384947335618
best_adaptive_SCNR_improvement_dB,leave_one_case_out,45,,,1.0,,,,exploratory input-feature screen only; fold imputation/normalization fitted on training data; no production model,89,1,0.11221295605753467,0.11221295605753467
