split,scene_id,family,snr_db,method,target_id,target_row,target_col,on_hit,off_hit,paired_causal_hit,on_cfar_margin_db,off_cfar_margin_db,delta_cfar_margin_db,on_roi_cells,off_roi_cells,target_only_roi_cells,L_causal_dB,L_target_only_dB,peak_transfer_dB,integrated_roi_energy_candidate,integrated_roi_energy_current,range_centroid_shift_cells,doppler_centroid_shift_cells,peak_bin_shift_cells,roi_spreading_delta_cells,delta_definition,target_only_definition,delta_cell_count,delta_sum_real,delta_sum_imag,delta_energy,delta_peak_abs,delta_peak_real,delta_peak_imag,delta_peak_row,delta_peak_col,delta_centroid_row,delta_centroid_col,delta_spread_rms_cells,target_only_cell_count,target_only_sum_real,target_only_sum_imag,target_only_energy,target_only_peak_abs,target_only_peak_real,target_only_peak_imag,target_only_peak_row,target_only_peak_col,target_only_centroid_row,target_only_centroid_col,target_only_spread_rms_cells,lambda
target_safe_oracle,target_safe_oracle_001,M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.0009229599665670687,0.0008863076366019317,0.0010288288614164834,88093961.58103251,88075241.89562154,2.147554482689884e-06,-7.144205795839298e-07,"(0, 0)",-3.7482701723767775e-05,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1563.6183730307966,9180.405015707016,88093961.58103251,8821.715155816524,-1552.1227006912231,8684.098883152008,105,487,104.99934479466299,486.96951348485624,0.5149529115978145,25,-5922.0902930647135,7221.44042301178,88625588.27401574,8858.115396599545,-5782.6630859375,6710.21728515625,105,487,104.99958489700411,486.9980779679198,0.5131491159928859,0.25
target_safe_oracle,target_safe_oracle_001,M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.0018404794233028527,0.0017683123935627139,0.0020483518393319584,88112574.8643838,88075241.89562154,4.165947473211418e-06,-1.1372938928388976e-06,"(0, 0)",-7.361647079451306e-05,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1567.2583702728152,9182.530504763126,88112574.8643838,8822.750682347714,-1555.440574169159,8684.557226657867,105,487,104.99934437178968,486.9695155032492,0.5149167778287438,25,-5949.251019969583,7202.535685300827,88643588.99283552,8859.108311615351,-5806.89501953125,6690.5732421875,105,487,104.9995837718554,486.9980778692768,0.5131181013771748,0.5
target_safe_oracle,target_safe_oracle_001,M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.0027530480842188326,0.002646051965765411,0.0030599214228369666,88131091.61428778,88075241.89562154,6.162710576518293e-06,-1.2768861381573515e-06,"(0, 0)",-0.00010872463495437135,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1570.6322115659714,9184.679367244244,88131091.61428778,8823.778250774601,-1558.5065021514893,8685.05153131485,105,487,104.99934423219743,486.96951750001233,0.5148816696645839,25,-5962.961011707783,7194.623240709305,88661506.2937041,8860.09411281439,-5818.6318359375,6681.67578125,105,487,104.99958292448427,486.99807774722774,0.5130880577107194,0.75
target_safe_oracle,target_safe_oracle_001,M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.003660024343461607,0.003517738121008483,0.004062488063556488,88149498.74545139,88075241.89562154,8.10896085567947e-06,-1.1344104109412e-06,"(0, 0)",-0.00014264052821544304,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1572.2244107872248,9187.11198681593,88149498.74545139,8824.796791955283,-1559.8891282081604,8685.838147640228,105,487,104.99934437467316,486.9695194462626,0.5148477537713229,25,-5979.6156197190285,7184.198710680008,88679303.61034931,8861.07066896021,-5833.10498046875,6670.341796875,105,487,104.99958235393827,486.99807761587294,0.5130591036363593,1.0
target_safe_oracle,target_safe_oracle_001,M2,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.04487878736462742,0.043137612558747866,0.04655769710949759,88990105.85416986,88075241.89562154,0.00012595388278668906,0.00041951289848896067,"(0, 0)",-0.000628999455211332,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1675.5023610293865,9285.782952219248,88990105.85416986,8868.077383716047,-1618.5190291404724,8719.127974510193,105,487,104.99976502198206,486.96963729118454,0.514361394844327,25,-6546.091555774212,6825.7825363874435,89492009.78106195,8902.367445119955,-6289.2958984375,6300.5478515625,105,487,104.99992691717158,486.9980736020685,0.5128366945241658,0.25
target_safe_oracle,target_safe_oracle_001,M2,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.07407764836838562,0.0711968177821676,0.06805766267432177,89590427.61166167,88075241.89562154,0.00023898740022332277,0.0012446137086072895,"(0, 0)",0.0020345070758758244,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1723.2971451543272,9336.906129717827,89590427.61166167,8890.055503778944,-1626.895929813385,8739.925428390503,105,487,105.00059012279218,486.969750324702,0.5170249013754141,25,-6841.087828159332,6608.804986715317,90072077.94584239,8922.851220091577,-6513.36669921875,6098.63330078125,105,487,105.00066071802237,486.99806769365364,0.5157428587713467,0.5
target_safe_oracle,target_safe_oracle_001,M2,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.0875435526967741,0.08408127885212167,0.0645142318272868,89868646.29561009,88075241.89562154,0.0003361833822737026,0.0019325275344073134,"(0, 0)",0.007921818026289884,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1728.7979805469513,9326.898636460304,89868646.29561009,8886.429522610319,-1599.6137762069702,8741.273673057556,105,487,105.00127803661798,486.969847520684,0.5229122123258282,25,-6706.917259216309,6727.119287252426,90339696.67905447,8918.35436304855,-6367.30517578125,6244.55517578125,105,487,105.00125088597375,486.9980604120835,0.5218292398621183,0.75
target_safe_oracle,target_safe_oracle_001,M2,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.08537158996139488,0.081860457033589,0.03596552081028228,89823713.06292035,88075241.89562154,0.00041630465602793265,0.001944159917670163,"(0, 0)",0.0168897577710313,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1768.5373547673225,9241.680796027184,89823713.06292035,8857.269626246709,-1609.4646921157837,8709.813352584839,105,487,105.00128966900124,486.9699276419578,0.5318801520705696,25,-6689.716102600098,6631.662123203278,90293512.09933025,8888.922775781923,-6356.16162109375,6213.8681640625,105,487,105.00116355204426,486.99805177503237,0.5309513338733034,1.0
target_safe_oracle,target_safe_oracle_002,M1+M2,14.0,J0_Current,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,69862835.79575838,69862835.79575838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-10542.027037620544,-249.07358703017235,69862835.79575838,6719.926326484834,-6654.472530603409,-935.630895614624,125,624,124.99308938427302,624.3568584578102,0.5420663729075494,25,-7973.4278264045715,-7447.922073364258,75838915.17781256,6138.129136581841,-4359.5810546875,-4320.95849609375,124,625,123.99933344838163,624.5071955724609,0.5459534379166606,0.0
target_safe_oracle,target_safe_oracle_002,M1+M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,69862835.79575838,69862835.79575838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-10542.027037620544,-249.07358703017235,69862835.79575838,6719.926326484834,-6654.472530603409,-935.630895614624,125,624,124.99308938427302,624.3568584578102,0.5420663729075494,25,-7973.4278264045715,-7447.922073364258,75838915.17781256,6138.129136581841,-4359.5810546875,-4320.95849609375,124,625,123.99933344838163,624.5071955724609,0.5459534379166606,0.25
target_safe_oracle,target_safe_oracle_002,M1+M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,69862835.79575838,69862835.79575838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-10542.027037620544,-249.07358703017235,69862835.79575838,6719.926326484834,-6654.472530603409,-935.630895614624,125,624,124.99308938427302,624.3568584578102,0.5420663729075494,25,-7973.4278264045715,-7447.922073364258,75838915.17781256,6138.129136581841,-4359.5810546875,-4320.95849609375,124,625,123.99933344838163,624.5071955724609,0.5459534379166606,0.5
target_safe_oracle,target_safe_oracle_002,M1+M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,69862835.79575838,69862835.79575838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-10542.027037620544,-249.07358703017235,69862835.79575838,6719.926326484834,-6654.472530603409,-935.630895614624,125,624,124.99308938427302,624.3568584578102,0.5420663729075494,25,-7973.4278264045715,-7447.922073364258,75838915.17781256,6138.129136581841,-4359.5810546875,-4320.95849609375,124,625,123.99933344838163,624.5071955724609,0.5459534379166606,0.75
target_safe_oracle,target_safe_oracle_002,M1+M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,69862835.79575838,69862835.79575838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-10542.027037620544,-249.07358703017235,69862835.79575838,6719.926326484834,-6654.472530603409,-935.630895614624,125,624,124.99308938427302,624.3568584578102,0.5420663729075494,25,-7973.4278264045715,-7447.922073364258,75838915.17781256,6138.129136581841,-4359.5810546875,-4320.95849609375,124,625,123.99933344838163,624.5071955724609,0.5459534379166606,1.0
target_safe_oracle,target_safe_oracle_002,M1+M2,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,69862835.79575838,69862835.79575838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-10542.027037620544,-249.07358703017235,69862835.79575838,6719.926326484834,-6654.472530603409,-935.630895614624,125,624,124.99308938427302,624.3568584578102,0.5420663729075494,25,-7973.4278264045715,-7447.922073364258,75838915.17781256,6138.129136581841,-4359.5810546875,-4320.95849609375,124,625,123.99933344838163,624.5071955724609,0.5459534379166606,0.25
