split,scene_id,family,snr_db,method,lambda,cancellation_db,scnr_gain_db_vs_current,residual_p95_rad,coherence,phase_rmse_rad,L_causal_min_dB,L_causal_mean_dB,paired_hit_count,on_hit_count,off_hit_count,target_count,current_detected_targets_lost,target_preservation_ok,off_pfa,off_pfa_delta_vs_current,off_false_clusters,off_false_clusters_delta_vs_current,causal_transfer_floor_db,causal_transfer_ok,pfa_acceptable,false_clusters_acceptable,safe
target_safe_oracle,target_safe_oracle_007,M2,16.0,J5_Selective_Physics_Calibration,0.5,9.87493321304358,0.014320303255070499,1.80285173268868,0.948665225601884,0.333244969506868,-0.000453665693143942,-0.000453665693143942,1,1,0,1,0,True,0.003678963264299803,-3.852317554240651e-06,0.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_007,M2,16.0,J5_Selective_Physics_Calibration,0.75,9.87665088951697,0.016037979728460883,1.81132723920665,0.948687334966817,0.333206072052439,-0.000847903724879599,-0.000847903724879599,1,1,0,1,0,True,0.003694372534516765,1.1556952662721519e-05,1.0,1.0,-0.25,True,False,False,False
target_safe_oracle,target_safe_oracle_007,M2,16.0,J5_Selective_Physics_Calibration,1.0,9.87530339558601,0.014690485797501651,1.82238642106972,0.948673111932199,0.333301879620912,-0.0011944813911493395,-0.0011944813911493395,1,1,0,1,0,True,0.0036847417406311637,1.9261587771201086e-06,2.0,2.0,-0.25,True,False,False,False
target_safe_oracle,target_safe_oracle_007,M2,16.0,J6_Joint_Phase_Surface,0.25,10.3827262551712,0.5221133453826905,1.70183260286488,0.954344795105248,0.312958414385984,0.07628776269178969,0.07628776269178969,1,1,0,1,0,True,0.003771418885601578,8.860330374753454e-05,1.0,1.0,-0.25,True,False,False,False
target_safe_oracle,target_safe_oracle_007,M2,16.0,J6_Joint_Phase_Surface,0.5,10.7888351473333,0.9282222375447908,1.62844477267833,0.958434470512783,0.298050811182824,0.14504603077219413,0.14504603077219413,1,1,0,1,0,True,0.003935142381656805,0.00025232679980276155,2.0,2.0,-0.25,True,False,False,False
target_safe_oracle,target_safe_oracle_007,M2,16.0,J6_Joint_Phase_Surface,0.75,11.056260171857,1.1956472620684906,1.58972719243355,0.960921701023424,0.288759227597074,0.20542037426598217,0.20542037426598217,1,1,0,1,0,True,0.003998705621301775,0.0003158900394477312,6.0,6.0,-0.25,True,False,False,False
target_safe_oracle,target_safe_oracle_007,M2,16.0,J6_Joint_Phase_Surface,1.0,11.1466642964524,1.2860513866638907,1.5781157175799,0.961722177237433,0.285664161525607,0.2479589962670377,0.2479589962670377,1,1,0,1,0,True,0.0039698132396449705,0.00028699765779092697,10.0,10.0,-0.25,True,False,False,False
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J0_Current,0.0,7.08509613516534,0.0,2.3858085390138,0.905967436006208,0.460733468525781,0.0,0.0,0,0,0,1,0,True,0.01073448286489152,0.0,53.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J5_Selective_Physics_Calibration,0.25,7.17301219332108,0.08791605815573966,2.23082251553442,0.90792423367472,0.454859222972586,0.6007479742522724,0.6007479742522724,0,0,0,1,0,True,0.010707516642011835,-2.696622287968499e-05,61.0,8.0,-0.25,True,True,False,False
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J5_Selective_Physics_Calibration,0.5,7.27479843054501,0.18970229537966965,2.12547688757755,0.910169527801532,0.44886740585104,0.44021024233215245,0.44021024233215245,0,0,0,1,0,True,0.01068247657790927,-5.2006286982249e-05,68.0,15.0,-0.25,True,True,False,False
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J5_Selective_Physics_Calibration,0.75,7.3129781233963,0.2278819882309593,2.09730284956421,0.91101459536765,0.446494167771441,0.560132964970494,0.560132964970494,0,0,0,1,0,True,0.010576537845167653,-0.00015794501972386625,69.0,16.0,-0.25,True,True,False,False
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J5_Selective_Physics_Calibration,1.0,7.30476425184008,0.21966811667473962,2.1654731641733,0.910832821998158,0.446942118196123,0.4801754308822984,0.4801754308822984,0,0,0,1,0,True,0.010603504068047337,-0.000130978796844183,64.0,11.0,-0.25,True,True,False,False
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J6_Joint_Phase_Surface,0.25,7.20320069393496,0.11810455876961967,2.25704558392726,0.908532809012351,0.453464298516364,0.577889180515202,0.577889180515202,0,0,0,1,0,True,0.010780710675542406,4.6227810650886075e-05,64.0,11.0,-0.25,True,False,False,False
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J6_Joint_Phase_Surface,0.5,7.32023071949747,0.23513458433212975,2.15095535079543,0.911042098255748,0.446699820505793,0.6725080070045236,0.6725080070045236,0,0,0,1,0,True,0.010717147435897436,-1.733542899408358e-05,65.0,12.0,-0.25,True,True,False,False
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J6_Joint_Phase_Surface,0.75,7.41765086826413,0.3325547330987897,2.08536151649683,0.913067860800004,0.441332136911967,0.7255512294866889,0.7255512294866889,0,0,0,1,0,True,0.01061698717948718,-0.00011749568540433963,63.0,10.0,-0.25,True,True,False,False
target_safe_oracle,target_safe_oracle_008,M1+M2,16.0,J6_Joint_Phase_Surface,1.0,7.45603907830996,0.3709429431446196,2.06556123364547,0.913777135078543,0.439254256516576,0.18248072310366628,0.18248072310366628,0,0,0,1,0,True,0.010597725591715977,-0.00013675727317554245,64.0,11.0,-0.25,True,True,False,False
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J0_Current,0.0,5.34996493979267,0.0,2.51553463076068,0.854127671346859,0.566536606931442,0.0,0.0,0,0,0,1,0,True,0.008478950936883629,0.0,20.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J5_Selective_Physics_Calibration,0.25,5.64392330094715,0.2939583611544796,2.27785392896239,0.86367499017992,0.543963262148034,-2.2464394930710805,-2.2464394930710805,0,0,0,1,0,True,0.00855407112919132,7.512019230769204e-05,25.0,5.0,-0.25,False,False,False,False
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J5_Selective_Physics_Calibration,0.5,5.86714000672486,0.5171750669321895,2.06619741785198,0.870505378007522,0.528077962444238,-5.670580955811754,-5.670580955811754,0,0,0,1,0,True,0.0085425141765286,6.356323964497139e-05,25.0,5.0,-0.25,False,False,False,False
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J5_Selective_Physics_Calibration,0.75,5.80069913225701,0.4507341924643393,1.97992469349591,0.868508474803871,0.532295636491869,-10.167289894633228,-10.167289894633228,0,0,0,1,0,True,0.008530957223865878,5.2006286982249e-05,23.0,3.0,-0.25,False,False,False,False
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J5_Selective_Physics_Calibration,1.0,5.8438756491497,0.49391070935702963,1.99966358052663,0.869809149924198,0.529487319192698,-9.263287347317227,-9.263287347317227,0,0,0,1,0,True,0.008638822115384616,0.00015987117850098723,27.0,7.0,-0.25,False,False,False,False
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J6_Joint_Phase_Surface,0.25,5.60845727861608,0.2584923388234097,2.3028393246173,0.862557104506824,0.546530265046822,-1.648785825586117,-1.648785825586117,0,0,0,1,0,True,0.008540588017751479,6.163708086785041e-05,24.0,4.0,-0.25,False,False,False,False
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J6_Joint_Phase_Surface,0.5,5.83065774771531,0.48069280792263935,2.10460029696632,0.869412886682805,0.53063237120787,-4.809658297785888,-4.809658297785888,0,0,0,1,0,True,0.008540588017751479,6.163708086785041e-05,23.0,3.0,-0.25,False,False,False,False
