method,status,gmticore_exit_code,estimated_phase_slope_deg_per_pulse,current_cancellation_db,estimated_cancellation_db,headroom_gain_db_vs_current,current_coherence,estimated_coherence,current_phase_rmse_rad,estimated_phase_rmse_rad,manifest
P1_robust_constant_linear,pass,0,0.4888008414631225,8.07025178580722,8.44188232304957,0.3716305372423516,0.922314367160487,0.928669318068583,0.411273561240061,0.392743082742586,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/causal_detection_audit/mixed_m2m3_b/correction_p1_negative/P1_robust_constant_linear/stage2/algorithm_result/period_0000/csi_metrics/20260910_173929_808218/csi_roi_manifest.csv
