source,mechanism_label,phase_vs_frequency_slope_rad_per_hz,phase_vs_frequency_r2,wideband_residual_rad,pulse_phase_slope_rad_per_pulse,pulse_phase_curvature_rad_per_pulse2,channel_coherence,deterministic_phase_confidence,clutter_energy,diagnosis
/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/estimator_raw/M1_001/channel_delay_summary.json,M1,nan,0.004661738696897122,0.0772186487364183,0.0,0.0,1.0,0.004661738696897122,1.0,decorrelation_like
/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/estimator_raw/M1_002/channel_delay_summary.json,M1,nan,0.22976687100290105,0.07948370575054332,0.0,0.0,1.0,0.22976687100290105,1.0,decorrelation_like
/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/estimator_raw/M1_003/channel_delay_summary.json,M1,nan,0.5486952939851277,0.08045998308627403,0.0,0.0,1.0,0.5486952939851277,1.0,unknown_mixed
/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/estimator_raw/M1_004/channel_delay_summary.json,M1,nan,0.8457578584469594,0.08162356277907422,0.0,0.0,1.0,0.8457578584469594,1.0,unknown_mixed
