target_id,target_row,target_col,on_peak_power,off_peak_power,delta_peak_power_after,delta_peak_power_before,delta_peak_power_after_db,legacy_hit,causal_hit,on_detection_count_in_roi,off_detection_count_in_roi,off_roi_not_equal_or_stronger,target_increment_after_status,target_increment_before_status
MISMATCH_B01_S000_R00,62,160,22547.326171875,532.5345458984375,22014.791625976562,614963.052734375,16.267472614072428,False,False,0,0,True,continuous_delta_not_linear_S_only_claim,continuous_delta_not_linear_S_only_claim
