split,scene_id,role,method,status,pfa,hit_cells,false_clusters,selected,valid_cfar_test_cells,configured_pf,cfar_mode
calibration,calibration_000,target_off,J0_Current,measured,0.007365631163708087,3824,57,57,519168,1e-06,dynamic
calibration,calibration_000,target_on,J0_Current,measured,0.007471569896449704,3879,58,58,519168,1e-06,dynamic
calibration,calibration_000,target_off,J1_D3_delay_only,measured,0.007365631163708087,3824,57,57,519168,1e-06,dynamic
calibration,calibration_000,target_on,J1_D3_delay_only,measured,0.007471569896449704,3879,58,58,519168,1e-06,dynamic
calibration,calibration_000,target_off,J2_P1_phase_only,measured,0.007365631163708087,3824,57,57,519168,1e-06,dynamic
calibration,calibration_000,target_on,J2_P1_phase_only,measured,0.007471569896449704,3879,58,58,519168,1e-06,dynamic
calibration,calibration_000,target_off,J3_D3_P1_joint,measured,0.007365631163708087,3824,57,57,519168,1e-06,dynamic
calibration,calibration_000,target_on,J3_D3_P1_joint,measured,0.007471569896449704,3879,58,58,519168,1e-06,dynamic
calibration,calibration_000,target_off,J4_D3_P2_joint,measured,0.007365631163708087,3824,57,57,519168,1e-06,dynamic
calibration,calibration_000,target_on,J4_D3_P2_joint,measured,0.007471569896449704,3879,58,58,519168,1e-06,dynamic
calibration,calibration_000,target_off,J5_Selective_Physics_Calibration,measured,0.007365631163708087,3824,57,57,519168,1e-06,dynamic
calibration,calibration_000,target_on,J5_Selective_Physics_Calibration,measured,0.007471569896449704,3879,58,58,519168,1e-06,dynamic
calibration,calibration_000,target_off,J6_Joint_Phase_Surface,measured,0.007365631163708087,3824,57,57,519168,1e-06,dynamic
calibration,calibration_000,target_on,J6_Joint_Phase_Surface,measured,0.007471569896449704,3879,58,58,519168,1e-06,dynamic
calibration,calibration_001,target_off,J0_Current,measured,0.010303023298816568,5349,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_on,J0_Current,measured,0.010310727933925049,5353,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_off,J1_D3_delay_only,measured,0.010303023298816568,5349,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_on,J1_D3_delay_only,measured,0.010310727933925049,5353,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_off,J2_P1_phase_only,measured,0.010303023298816568,5349,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_on,J2_P1_phase_only,measured,0.010310727933925049,5353,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_off,J3_D3_P1_joint,measured,0.010303023298816568,5349,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_on,J3_D3_P1_joint,measured,0.010310727933925049,5353,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_off,J4_D3_P2_joint,measured,0.010303023298816568,5349,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_on,J4_D3_P2_joint,measured,0.010310727933925049,5353,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_off,J5_Selective_Physics_Calibration,measured,0.010303023298816568,5349,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_on,J5_Selective_Physics_Calibration,measured,0.010310727933925049,5353,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_off,J6_Joint_Phase_Surface,measured,0.010303023298816568,5349,54,54,519168,1e-06,dynamic
calibration,calibration_001,target_on,J6_Joint_Phase_Surface,measured,0.010310727933925049,5353,54,54,519168,1e-06,dynamic
calibration,calibration_002,target_off,J0_Current,measured,0.0040430072731755425,2099,2,2,519168,1e-06,dynamic
calibration,calibration_002,target_on,J0_Current,measured,0.004056490384615385,2106,3,3,519168,1e-06,dynamic
calibration,calibration_002,target_off,J1_D3_delay_only,measured,0.004016041050295858,2085,2,2,519168,1e-06,dynamic
calibration,calibration_002,target_on,J1_D3_delay_only,measured,0.0040449334319526626,2100,3,3,519168,1e-06,dynamic
calibration,calibration_002,target_off,J2_P1_phase_only,measured,0.0040430072731755425,2099,2,2,519168,1e-06,dynamic
calibration,calibration_002,target_on,J2_P1_phase_only,measured,0.004056490384615385,2106,3,3,519168,1e-06,dynamic
calibration,calibration_002,target_off,J3_D3_P1_joint,measured,0.004016041050295858,2085,2,2,519168,1e-06,dynamic
calibration,calibration_002,target_on,J3_D3_P1_joint,measured,0.0040449334319526626,2100,3,3,519168,1e-06,dynamic
calibration,calibration_002,target_off,J4_D3_P2_joint,measured,0.004016041050295858,2085,2,2,519168,1e-06,dynamic
calibration,calibration_002,target_on,J4_D3_P2_joint,measured,0.0040449334319526626,2100,3,3,519168,1e-06,dynamic
calibration,calibration_002,target_off,J5_Selective_Physics_Calibration,measured,0.004016041050295858,2085,2,2,519168,1e-06,dynamic
calibration,calibration_002,target_on,J5_Selective_Physics_Calibration,measured,0.0040449334319526626,2100,3,3,519168,1e-06,dynamic
calibration,calibration_002,target_off,J6_Joint_Phase_Surface,measured,0.004010262573964497,2082,2,2,519168,1e-06,dynamic
calibration,calibration_002,target_on,J6_Joint_Phase_Surface,measured,0.004031450320512821,2093,3,3,519168,1e-06,dynamic
calibration,calibration_003,target_off,J0_Current,measured,0.010973326553254437,5697,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_on,J0_Current,measured,0.010948286489151873,5684,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_off,J1_D3_delay_only,measured,0.010973326553254437,5697,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_on,J1_D3_delay_only,measured,0.010948286489151873,5684,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_off,J2_P1_phase_only,measured,0.010973326553254437,5697,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_on,J2_P1_phase_only,measured,0.010948286489151873,5684,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_off,J3_D3_P1_joint,measured,0.010973326553254437,5697,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_on,J3_D3_P1_joint,measured,0.010948286489151873,5684,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_off,J4_D3_P2_joint,measured,0.010973326553254437,5697,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_on,J4_D3_P2_joint,measured,0.010948286489151873,5684,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_off,J5_Selective_Physics_Calibration,measured,0.010973326553254437,5697,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_on,J5_Selective_Physics_Calibration,measured,0.010948286489151873,5684,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_off,J6_Joint_Phase_Surface,measured,0.010973326553254437,5697,95,95,519168,1e-06,dynamic
calibration,calibration_003,target_on,J6_Joint_Phase_Surface,measured,0.010948286489151873,5684,95,95,519168,1e-06,dynamic
calibration,calibration_004,target_off,J0_Current,measured,0.008008968195266272,4158,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_on,J0_Current,measured,0.008010894354043393,4159,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_off,J1_D3_delay_only,measured,0.008008968195266272,4158,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_on,J1_D3_delay_only,measured,0.008010894354043393,4159,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_off,J2_P1_phase_only,measured,0.008008968195266272,4158,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_on,J2_P1_phase_only,measured,0.008010894354043393,4159,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_off,J3_D3_P1_joint,measured,0.008008968195266272,4158,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_on,J3_D3_P1_joint,measured,0.008010894354043393,4159,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_off,J4_D3_P2_joint,measured,0.008008968195266272,4158,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_on,J4_D3_P2_joint,measured,0.008010894354043393,4159,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_off,J5_Selective_Physics_Calibration,measured,0.008008968195266272,4158,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_on,J5_Selective_Physics_Calibration,measured,0.008010894354043393,4159,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_off,J6_Joint_Phase_Surface,measured,0.008008968195266272,4158,44,44,519168,1e-06,dynamic
calibration,calibration_004,target_on,J6_Joint_Phase_Surface,measured,0.008010894354043393,4159,44,44,519168,1e-06,dynamic
calibration,calibration_005,target_off,J0_Current,measured,0.006741555719921104,3500,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_on,J0_Current,measured,0.006733851084812623,3496,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_off,J1_D3_delay_only,measured,0.006741555719921104,3500,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_on,J1_D3_delay_only,measured,0.006733851084812623,3496,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_off,J2_P1_phase_only,measured,0.006741555719921104,3500,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_on,J2_P1_phase_only,measured,0.006733851084812623,3496,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_off,J3_D3_P1_joint,measured,0.006741555719921104,3500,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_on,J3_D3_P1_joint,measured,0.006733851084812623,3496,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_off,J4_D3_P2_joint,measured,0.006741555719921104,3500,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_on,J4_D3_P2_joint,measured,0.006733851084812623,3496,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_off,J5_Selective_Physics_Calibration,measured,0.006741555719921104,3500,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_on,J5_Selective_Physics_Calibration,measured,0.006733851084812623,3496,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_off,J6_Joint_Phase_Surface,measured,0.006741555719921104,3500,63,63,519168,1e-06,dynamic
calibration,calibration_005,target_on,J6_Joint_Phase_Surface,measured,0.006733851084812623,3496,63,63,519168,1e-06,dynamic
calibration,calibration_006,target_off,J0_Current,measured,0.010229829265285996,5311,93,93,519168,1e-06,dynamic
calibration,calibration_006,target_on,J0_Current,measured,0.010220198471400394,5306,93,93,519168,1e-06,dynamic
calibration,calibration_006,target_off,J1_D3_delay_only,measured,0.010229829265285996,5311,93,93,519168,1e-06,dynamic
