family,mechanism,oracle,status,gmticore_exit_code,delta_cancellation_db,delta_phase_rmse_rad,delta_coherence,current_cancellation_db,oracle_cancellation_db,current_phase_rmse_rad,oracle_phase_rmse_rad,current_coherence,oracle_coherence,oracle_bypass_fraction,input_truth_not_used_by_estimator,manifest,residual_summary,oracle_artifacts,headroom_interpretation
M1_fractional_channel_delay,fractional_channel_delay,inverse_known_fractional_delay_on_raw_channel_2,pass,0,6.510842287729101,-0.137088817061092,0.017527218814044065,13.4561876308099,19.967029918539,0.247193086045667,0.110104268984575,0.977440080667083,0.994967299481127,,True,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091013/M1_fractional_channel_delay/stage2/algorithm_result/period_0000/csi_metrics/20260910_134335_196489/csi_roi_manifest.csv,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091013/M1_fractional_channel_delay/residual_texture/residual_texture_summary.json,,positive cancellation delta and lower phase RMSE support a recoverable calibration-model component
M2_pulse_varying_differential_phase,pulse_varying_differential_phase,inverse_known_phase_trajectory_on_raw_channel_2,pass,0,3.844215411991698,-0.0341645518539596,0.0021441504968839897,21.0723112703469,24.9165266823386,0.0938745636419812,0.0597100117880216,0.996249034245221,0.998393184742105,,True,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091013/M2_pulse_varying_differential_phase/stage2/algorithm_result/period_0000/csi_metrics/20260910_134336_865799/csi_roi_manifest.csv,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091013/M2_pulse_varying_differential_phase/residual_texture/residual_texture_summary.json,,positive cancellation delta and lower phase RMSE support a recoverable calibration-model component
M3_internal_clutter_motion,temporal_decorrelation,perfect_phase_row_upper_bound_without_decorrelation_inversion,pass,,0.2578522258504865,0.19547607264468014,0.0,8.62597108276007,8.883823308610557,0.384584620508983,0.5800606931536632,0.931393200839012,0.931393200839012,0.0,True,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_formal_seed2026091013/M3_internal_clutter_motion/strong_motion/stage2/algorithm_result/period_0000/csi_metrics/20260910_133649_588360/csi_roi_manifest.csv,,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091013/M3_internal_clutter_motion,row-wise complex-LS phase improves cancellation only within this small headroom; the remaining residual is consistent with temporal decorrelation rather than a recoverable single phase model
