split,scene_id,actual_mechanism,role,method,branch,active,fallback,current_cancellation_db,deterministic_cancellation_db,oracle_cancellation_db,recoverable_headroom_db,deterministic_gain_db,remaining_gap_db,recovery_ratio
screen,screen_012,M1+M2,target_on,J6_Joint_Phase_Surface,D0P0,False,True,9.68793085337806,9.68793085337806,10.5029940526089,0.8150631992308401,0.0,0.8150631992308401,0.0
screen,screen_013,M1+M2,target_off,J0_Current,,True,True,5.11182358829043,5.11182358829043,5.26353876809783,0.15171517980740035,0.0,0.15171517980740035,0.0
screen,screen_013,M1+M2,target_off,J1_D3_delay_only,,True,False,5.11182358829043,5.10664287716967,5.26353876809783,0.15171517980740035,-0.0051807111207597956,0.15689589092816014,-0.034147612172602725
screen,screen_013,M1+M2,target_off,J2_P1_phase_only,,True,False,5.11182358829043,5.11740392680346,5.26353876809783,0.15171517980740035,0.005580338513030192,0.14613484129437015,0.03678167550613149
screen,screen_013,M1+M2,target_off,J3_D3_P1_joint,,True,False,5.11182358829043,5.10664287716967,5.26353876809783,0.15171517980740035,-0.0051807111207597956,0.15689589092816014,-0.034147612172602725
screen,screen_013,M1+M2,target_off,J4_D3_P2_joint,,True,False,5.11182358829043,5.10664287716967,5.26353876809783,0.15171517980740035,-0.0051807111207597956,0.15689589092816014,-0.034147612172602725
screen,screen_013,M1+M2,target_off,J5_Selective_Physics_Calibration,D1P1,True,False,5.11182358829043,5.11116291135381,5.26353876809783,0.15171517980740035,-0.0006606769366195309,0.15237585674401988,-0.0043547187398007775
screen,screen_013,M1+M2,target_off,J6_Joint_Phase_Surface,D1P0,True,False,5.11182358829043,5.11498596170104,5.26353876809783,0.15171517980740035,0.0031623734106096535,0.1485528063967907,0.020844146344645466
screen,screen_013,M1+M2,target_on,J0_Current,,True,True,5.11118828788914,5.11118828788914,5.26257805933557,0.1513897714464294,0.0,0.1513897714464294,0.0
screen,screen_013,M1+M2,target_on,J1_D3_delay_only,,True,False,5.11118828788914,5.10667942340399,5.26257805933557,0.1513897714464294,-0.004508864485150532,0.15589863593157993,-0.029783151411560415
screen,screen_013,M1+M2,target_on,J2_P1_phase_only,,True,False,5.11118828788914,5.11676785382104,5.26257805933557,0.1513897714464294,0.005579565931899566,0.14581020551452983,0.036855633498818936
screen,screen_013,M1+M2,target_on,J3_D3_P1_joint,,True,False,5.11118828788914,5.10667942340399,5.26257805933557,0.1513897714464294,-0.004508864485150532,0.15589863593157993,-0.029783151411560415
screen,screen_013,M1+M2,target_on,J4_D3_P2_joint,,True,False,5.11118828788914,5.10667942340399,5.26257805933557,0.1513897714464294,-0.004508864485150532,0.15589863593157993,-0.029783151411560415
screen,screen_013,M1+M2,target_on,J5_Selective_Physics_Calibration,D1P1,True,False,5.11118828788914,5.1118400947726,5.26257805933557,0.1513897714464294,0.0006518068834600044,0.1507379645629694,0.004305488258766888
screen,screen_013,M1+M2,target_on,J6_Joint_Phase_Surface,D1P0,True,False,5.11118828788914,5.11518690832022,5.26257805933557,0.1513897714464294,0.003998620431080013,0.1473911510153494,0.026412751620375888
screen,screen_014,M1+M2,target_off,J0_Current,,False,True,3.24851474269482,3.24851474269482,4.44780550247105,1.1992907597762303,0.0,1.1992907597762303,0.0
screen,screen_014,M1+M2,target_off,J1_D3_delay_only,,False,True,3.24851474269482,3.24851474269482,4.44780550247105,1.1992907597762303,0.0,1.1992907597762303,0.0
screen,screen_014,M1+M2,target_off,J2_P1_phase_only,,False,True,3.24851474269482,3.24851474269482,4.44780550247105,1.1992907597762303,0.0,1.1992907597762303,0.0
screen,screen_014,M1+M2,target_off,J3_D3_P1_joint,,False,True,3.24851474269482,3.24851474269482,4.44780550247105,1.1992907597762303,0.0,1.1992907597762303,0.0
screen,screen_014,M1+M2,target_off,J4_D3_P2_joint,,False,True,3.24851474269482,3.24851474269482,4.44780550247105,1.1992907597762303,0.0,1.1992907597762303,0.0
screen,screen_014,M1+M2,target_off,J5_Selective_Physics_Calibration,D0P0,False,True,3.24851474269482,3.24851474269482,4.44780550247105,1.1992907597762303,0.0,1.1992907597762303,0.0
