method,requested_pfa,threshold,empirical_pfa,causal_pd,paired_causal_hit,positive_roi_peak_power,negative_roi_peak_power,negative_score_cell_count,target_only_roi_peak_power,target_loss_db_vs_target_only_peak,scnr_db_vs_negative_peak,pfa_calibration_status
Current,0.01,146552.84375,0.010000228881835938,1.0,True,1330221.875,13.571335792541504,524288,1309822.875,0.06711514604946672,-16.442874135884097,measured_from_negative_control_map
Current,0.001,1182498.0,0.0010013580322265625,1.0,True,1330221.875,13.571335792541504,524288,1309822.875,0.06711514604946672,-16.442874135884097,measured_from_negative_control_map
Current,0.0001,4877655.0,0.0001010894775390625,0.0,False,1330221.875,13.571335792541504,524288,1309822.875,0.06711514604946672,-16.442874135884097,measured_from_negative_control_map
