method,requested_pfa,threshold,empirical_pfa,causal_pd,paired_causal_hit,positive_roi_peak_power,negative_roi_peak_power,negative_score_cell_count,target_only_roi_peak_power,target_loss_db_vs_target_only_peak,scnr_db_vs_negative_peak,pfa_calibration_status
Current,0.01,26425.99609375,0.010000228881835938,1.0,True,945905.375,5.161011695861816,524288,778935.875,0.8434598695328268,-13.86687293221733,measured_from_negative_control_map
Current,0.001,358912.28125,0.0010013580322265625,1.0,True,945905.375,5.161011695861816,524288,778935.875,0.8434598695328268,-13.86687293221733,measured_from_negative_control_map
Current,0.0001,2842036.0,0.0001010894775390625,0.0,False,945905.375,5.161011695861816,524288,778935.875,0.8434598695328268,-13.86687293221733,measured_from_negative_control_map
