method,status,gmticore_exit_code,estimated_phase_slope_deg_per_pulse,current_cancellation_db,estimated_cancellation_db,headroom_gain_db_vs_current,current_coherence,estimated_coherence,current_phase_rmse_rad,estimated_phase_rmse_rad,manifest
P1_robust_constant_linear,pass,0,0.49238369975494806,21.4076708670262,25.2963808204681,3.8887099534419,0.996447650231412,0.998523168333006,0.0904247580078701,0.0560267128968827,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m2_seed2026091011/estimated_correction_raw/P1_robust_constant_linear/stage2/algorithm_result/period_0000/csi_metrics/20260910_165425_979296/csi_roi_manifest.csv
P2_robust_quadratic,pass,0,0.49297400845628037,21.4076708670262,25.2620289875583,3.8543581205320976,0.996447650231412,0.998512421668992,0.0904247580078701,0.0562600300639861,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m2_seed2026091011/estimated_correction_raw/P2_robust_quadratic/stage2/algorithm_result/period_0000/csi_metrics/20260910_165428_320440/csi_roi_manifest.csv
P3_smooth_spline_Kalman_like,pass,0,0.4926026738276328,21.4076708670262,25.1181245450354,3.7104536780091983,0.996447650231412,0.998461287178832,0.0904247580078701,0.0572340808239489,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m2_seed2026091011/estimated_correction_raw/P3_smooth_spline_Kalman_like/stage2/algorithm_result/period_0000/csi_metrics/20260910_165430_514570/csi_roi_manifest.csv
