split,scene_id,actual_family,role,method,required_delay,required_phase,state,fallback,fallback_reason,global_uncertain,global_decorrelated,blocker,delay_estimate_ns,delay_confidence,delay_rmse_rad,delay_deadband_inside,delay_confidence_ok,delay_fit_ok,delay_support_ok,delay_active_independent,phase_method,phase_estimate_deg_per_pulse,phase_confidence,phase_rmse_rad,phase_deadband_inside,phase_confidence_ok,phase_fit_ok,phase_active_independent,pulse_coherence,estimated_gain_db,oracle_cancellation_db,current_cancellation_db,oracle_headroom_db,recovery_ratio,fallback_opportunity_cost_db,uncertain_headroom_gt_0_5_db,uncertain_headroom_gt_1_db,old_delay_blocked,old_phase_blocked
test,test_001,M2,target_on,J4_D3_P2_joint,False,True,CALIBRATABLE,False,,False,False,none,0.40259233844666564,0.009505855197291524,0.09403573571679999,True,True,True,True,False,P2,-0.3638421972632193,0.9988506136748001,0.008016587771280741,False,True,True,True,0.8479773096283647,0.03863590362120206,24.6007142632112,23.1408774142934,1.4598368489177993,0.026465905179639412,1.4598368489177993,False,False,False,False
test,test_001,M2,target_off,J1_D3_delay_only,False,True,CALIBRATABLE,True,both_components_inside_null_deadband,False,False,none,0.40342066336662086,0.009540499405445657,0.09405403181529524,True,True,True,True,False,P1,-0.363916087327952,0.9988739410490962,0.007944509219053097,False,True,True,True,0.8479227492333601,0.0,24.6051455998199,23.143779611086,1.461365988733899,0.0,1.461365988733899,False,False,False,False
test,test_001,M2,target_off,J2_P1_phase_only,False,True,CALIBRATABLE,False,,False,False,none,0.40342066336662086,0.009540499405445657,0.09405403181529524,True,True,True,True,False,P1,-0.363916087327952,0.9988739410490962,0.007944509219053097,False,True,True,True,0.8479227492333601,0.03860461771419921,24.6051455998199,23.143779611086,1.461365988733899,0.026416803190859497,1.461365988733899,False,False,False,False
test,test_001,M2,target_off,J3_D3_P1_joint,False,True,CALIBRATABLE,False,,False,False,none,0.40342066336662086,0.009540499405445657,0.09405403181529524,True,True,True,True,False,P1,-0.363916087327952,0.9988739410490962,0.007944509219053097,False,True,True,True,0.8479227492333601,0.03860461771419921,24.6051455998199,23.143779611086,1.461365988733899,0.026416803190859497,1.461365988733899,False,False,False,False
test,test_001,M2,target_off,J4_D3_P2_joint,False,True,CALIBRATABLE,False,,False,False,none,0.40342066336662086,0.009540499405445657,0.09405403181529524,True,True,True,True,False,P2,-0.36385510123787046,0.9988545187440959,0.008003829624282458,False,True,True,True,0.8479227492333601,0.03866625485889941,24.6051455998199,23.143779611086,1.461365988733899,0.026458980951376287,1.461365988733899,False,False,False,False
test,test_003,M1+M2,target_on,J1_D3_delay_only,True,True,UNCERTAIN,True,state_uncertain,True,False,delay,3.638293231206852,0.33995461085041323,0.09846657451326662,False,True,False,True,False,P1,-0.45096228141166894,0.9996642266747287,0.005284522414089678,False,True,True,True,0.8234484151278252,0.0,16.2482898472024,15.2392188813518,1.0090709658506007,0.0,1.0090709658506007,True,True,True,False
test,test_003,M1+M2,target_on,J2_P1_phase_only,True,True,UNCERTAIN,True,state_uncertain,True,False,delay,3.638293231206852,0.33995461085041323,0.09846657451326662,False,True,False,True,False,P1,-0.45096228141166894,0.9996642266747287,0.005284522414089678,False,True,True,True,0.8234484151278252,0.0,16.2482898472024,15.2392188813518,1.0090709658506007,0.0,1.0090709658506007,True,True,True,False
test,test_003,M1+M2,target_on,J3_D3_P1_joint,True,True,UNCERTAIN,True,state_uncertain,True,False,delay,3.638293231206852,0.33995461085041323,0.09846657451326662,False,True,False,True,False,P1,-0.45096228141166894,0.9996642266747287,0.005284522414089678,False,True,True,True,0.8234484151278252,0.0,16.2482898472024,15.2392188813518,1.0090709658506007,0.0,1.0090709658506007,True,True,True,False
test,test_003,M1+M2,target_on,J4_D3_P2_joint,True,True,UNCERTAIN,True,state_uncertain,True,False,delay,3.638293231206852,0.33995461085041323,0.09846657451326662,False,True,False,True,False,P2,-0.45113603704375005,0.9996925140237205,0.0050542403089322225,False,True,True,True,0.8234484151278252,0.0,16.2482898472024,15.2392188813518,1.0090709658506007,0.0,1.0090709658506007,True,True,True,False
test,test_003,M1+M2,target_off,J1_D3_delay_only,True,True,UNCERTAIN,True,state_uncertain,True,False,delay,3.6417886957460657,0.3401469728239106,0.09860802018991198,False,True,False,True,False,P1,-0.45097407323004135,0.999663190601679,0.005293195103308654,False,True,True,True,0.823374390100662,0.0,16.2497932162693,15.2397095093137,1.0100837069555997,0.0,1.0100837069555997,True,True,True,False
