family,mechanism,oracle,status,gmticore_exit_code,delta_cancellation_db,delta_phase_rmse_rad,delta_coherence,current_cancellation_db,oracle_cancellation_db,current_phase_rmse_rad,oracle_phase_rmse_rad,current_coherence,oracle_coherence,oracle_bypass_fraction,input_truth_not_used_by_estimator,manifest,residual_summary,oracle_artifacts,headroom_interpretation
M1_fractional_channel_delay,fractional_channel_delay,inverse_known_fractional_delay_on_raw_channel_2,pass,0,9.2817893687476,-0.16349088901057102,0.020233192958335033,13.3731448061932,22.6549341749408,0.241208050593399,0.077717161582828,0.97705488590825,0.997288078866585,,True,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/oracle_frequency/M1_fractional_channel_delay/stage2/algorithm_result/period_0000/csi_metrics/20260910_164553_409872/csi_roi_manifest.csv,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/oracle_frequency/M1_fractional_channel_delay/residual_texture/residual_texture_summary.json,,positive cancellation delta and lower phase RMSE support a recoverable calibration-model component
