family,level,value,rho_median,gate_rows,gate_bypassed_rows,coherence_gate_pass_fraction,coherence_gate_bypass_fraction,csi_coherence
M1_fractional_channel_delay,zero,0.0,0.9872804299038348,39,0,1.0,0.0,0.998521427142009
M1_fractional_channel_delay,weak,2.083333333333333,0.9830759926144435,39,0,1.0,0.0,0.998146604666486
M1_fractional_channel_delay,moderate,4.166666666666667,0.9685404814144993,39,0,1.0,0.0,0.996932294399307
M1_fractional_channel_delay,strong,8.333333333333334,0.867610166638345,39,0,1.0,0.0,0.97705488590825
