family,level,value,p38_k_rad_per_hz,p38_b_rad,csi_coherence,csi_cancellation_db
M1_fractional_channel_delay,zero,0.0,0.000999101786874235,-0.00820755958557129,0.998521427142009,25.2911679320938
M1_fractional_channel_delay,weak,2.083333333333333,0.00100247119553387,-0.00864438246935606,0.998146604666486,24.3094307658764
M1_fractional_channel_delay,moderate,4.166666666666667,0.00100360787473619,-0.00920283980667591,0.996932294399307,22.1213000745737
M1_fractional_channel_delay,strong,8.333333333333334,0.000965502171311527,-0.00903292838484049,0.97705488590825,13.3731448061932
