split,scene_id,family,snr_db,method,target_id,target_row,target_col,on_hit,off_hit,paired_causal_hit,on_cfar_margin_db,off_cfar_margin_db,delta_cfar_margin_db,on_roi_cells,off_roi_cells,target_only_roi_cells,L_causal_dB,L_target_only_dB,peak_transfer_dB,integrated_roi_energy_candidate,integrated_roi_energy_current,range_centroid_shift_cells,doppler_centroid_shift_cells,peak_bin_shift_cells,roi_spreading_delta_cells,delta_definition,target_only_definition,delta_cell_count,delta_sum_real,delta_sum_imag,delta_energy,delta_peak_abs,delta_peak_real,delta_peak_imag,delta_peak_row,delta_peak_col,delta_centroid_row,delta_centroid_col,delta_spread_rms_cells,target_only_cell_count,target_only_sum_real,target_only_sum_imag,target_only_energy,target_only_peak_abs,target_only_peak_real,target_only_peak_imag,target_only_peak_row,target_only_peak_col,target_only_centroid_row,target_only_centroid_col,target_only_spread_rms_cells,oracle_lambda,j7_routing
test_v3,test_v3_005,M1+M3,10.0,J0_Current,MISMATCH_B01_S000_R00,121,1215,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,37840334.61532967,37840334.61532967,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-3626.2842710912228,6353.219207286835,37840334.61532967,5322.95403842407,-2669.227138519287,4605.330192089081,122,1215,121.98453299817267,1215.0940401648957,0.6760960708703132,25,-6028.100744366646,4181.064311742783,38102235.466191426,5270.6741932851,-4372.65771484375,2942.765869140625,122,1215,121.98429568121594,1215.1353365839032,0.6782799977130345,,False
test_v3,test_v3_005,M1+M3,10.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,121,1215,False,False,False,nan,nan,nan,25,25,25,0.028417262333628172,0.0018469018762420203,0.07076508626921706,38088747.73631099,37840334.61532967,-0.194072743880497,-9.98609924209859e-05,"(0, 0)",0.00243208630844427,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-3700.6920242905617,6354.117071628571,38088747.73631099,5366.497983948104,-2704.3276262283325,4635.28992639482,122,1215,121.98443313718025,1214.8999674210152,0.6785281571787575,25,-6698.052260875702,3032.6287631988525,38118442.45439923,5371.106362343613,-4911.9697265625,2172.86376953125,122,1215,121.98446928982297,1214.90206300226,0.682296977340382,,False
test_v3,test_v3_005,M1+M3,10.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,121,1215,False,False,False,nan,nan,nan,25,25,25,0.020161937119464995,-0.0010131664690184283,0.12038479064881821,38016415.1708193,37840334.61532967,-0.12674625755289526,-0.00017883018567488307,"(0, 0)",0.0016526338330127288,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-3882.758511543274,6217.214851524681,38016415.1708193,5397.242801436599,-2870.5441856384277,4570.580481290817,122,1215,121.984354167987,1214.9672939073428,0.6777487047033259,25,-6502.871936798096,3382.980966567993,38093347.624790974,5398.543637183094,-4815.37548828125,2440.580322265625,122,1215,121.9842957414402,1214.9831943461272,0.6808055736159985,,False
test_v3,test_v3_005,M1+M3,10.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,121,1215,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,37840334.61532967,37840334.61532967,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-3626.2842710912228,6353.219207286835,37840334.61532967,5322.95403842407,-2669.227138519287,4605.330192089081,122,1215,121.98453299817267,1215.0940401648957,0.6760960708703132,25,-6028.100744366646,4181.064311742783,38102235.466191426,5270.6741932851,-4372.65771484375,2942.765869140625,122,1215,121.98429568121594,1215.1353365839032,0.6782799977130345,,True
test_v3,test_v3_005,M1+M3,10.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,121,1215,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,37840334.61532967,37840334.61532967,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-3626.2842710912228,6353.219207286835,37840334.61532967,5322.95403842407,-2669.227138519287,4605.330192089081,122,1215,121.98453299817267,1215.0940401648957,0.6760960708703132,25,-6028.100744366646,4181.064311742783,38102235.466191426,5270.6741932851,-4372.65771484375,2942.765869140625,122,1215,121.98429568121594,1215.1353365839032,0.6782799977130345,0.0,False
test_v3,test_v3_006,M2+M3,10.0,J0_Current,MISMATCH_B01_S000_R00,64,1388,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,8309874.899266671,8309874.899266671,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-357.39038813114166,2961.8460080623627,8309874.899266671,2558.489621029386,-185.42585468292236,2551.7614295482635,65,1388,64.97457703779345,1387.898632313943,0.6991013410003117,25,-188.22751140594482,605.5020236968994,414958.49574195716,532.0598880629242,-100.88623046875,522.4075927734375,64,1388,63.875005550156814,1387.6637166694102,0.7780014024983886,,False
test_v3,test_v3_006,M2+M3,10.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,64,1388,False,False,False,nan,nan,nan,25,25,25,-0.0027990726609783668,-0.0846510586150889,-0.0022300897364125527,8304520.824879575,8309874.899266671,0.0011618306130003475,-0.00011480317526491035,"(0, 0)",0.00016471656163663528,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-357.3475103378296,2961.5067887306213,8304520.824879575,2557.8328168003695,-185.49491214752197,2551.09787273407,65,1388,64.97446223461819,1387.899794144556,0.6992660575619484,25,-189.14830589294434,600.2374935150146,406948.59628073673,527.2262965165272,-100.1494140625,517.626953125,64,1388,63.873399661099214,1387.6647850660386,0.7779811720513423,,False
test_v3,test_v3_006,M2+M3,10.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,64,1388,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,8309874.899266671,8309874.899266671,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-357.39038813114166,2961.8460080623627,8309874.899266671,2558.489621029386,-185.42585468292236,2551.7614295482635,65,1388,64.97457703779345,1387.898632313943,0.6991013410003117,25,-188.22751140594482,605.5020236968994,414958.49574195716,532.0598880629242,-100.88623046875,522.4075927734375,64,1388,63.875005550156814,1387.6637166694102,0.7780014024983886,,False
test_v3,test_v3_006,M2+M3,10.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,64,1388,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,8309874.899266671,8309874.899266671,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-357.39038813114166,2961.8460080623627,8309874.899266671,2558.489621029386,-185.42585468292236,2551.7614295482635,65,1388,64.97457703779345,1387.898632313943,0.6991013410003117,25,-188.22751140594482,605.5020236968994,414958.49574195716,532.0598880629242,-100.88623046875,522.4075927734375,64,1388,63.875005550156814,1387.6637166694102,0.7780014024983886,,True
test_v3,test_v3_006,M2+M3,10.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,64,1388,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,8309874.899266671,8309874.899266671,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-357.39038813114166,2961.8460080623627,8309874.899266671,2558.489621029386,-185.42585468292236,2551.7614295482635,65,1388,64.97457703779345,1387.898632313943,0.6991013410003117,25,-188.22751140594482,605.5020236968994,414958.49574195716,532.0598880629242,-100.88623046875,522.4075927734375,64,1388,63.875005550156814,1387.6637166694102,0.7780014024983886,0.0,False
test_v3,test_v3_007,M1+M2+M3,10.0,J0_Current,MISMATCH_B01_S000_R00,63,361,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,859683.9768831054,859683.9768831054,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,642.2893962860107,415.46140480041504,859683.9768831054,420.3935862566743,258.04305267333984,331.8803253173828,63,361,63.08607941094226,361.420733949083,1.5168121435564086,25,1348.383445739746,979.7599263191223,1629333.307395069,958.5367966997821,606.6513671875,742.13671875,65,361,64.858899639506,361.2214515982305,0.8553081313261851,,False
