split,scene_id,family,snr_db,method,target_id,on_hit,off_hit,paired_causal_hit,on_cfar_margin_db,off_cfar_margin_db,delta_cfar_margin_db,paired_hit_definition
test_v3,test_v3_006,M2+M3,10.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_006,M2+M3,10.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_007,M1+M2+M3,10.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_007,M1+M2+M3,10.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_007,M1+M2+M3,10.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_007,M1+M2+M3,10.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_007,M1+M2+M3,10.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_008,zero,12.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_008,zero,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_008,zero,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_008,zero,12.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_008,zero,12.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_009,M1,12.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_009,M1,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_009,M1,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_009,M1,12.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_009,M1,12.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_010,M2,12.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_010,M2,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_010,M2,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_010,M2,12.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_010,M2,12.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_011,M3,12.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_011,M3,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_011,M3,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_011,M3,12.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_011,M3,12.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_012,M1+M2,12.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_012,M1+M2,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_012,M1+M2,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_012,M1+M2,12.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_012,M1+M2,12.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_013,M1+M3,12.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_013,M1+M3,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_013,M1+M3,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_013,M1+M3,12.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_013,M1+M3,12.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_014,M2+M3,12.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_014,M2+M3,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_014,M2+M3,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_014,M2+M3,12.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_014,M2+M3,12.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_015,M1+M2+M3,12.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_015,M1+M2+M3,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_015,M1+M2+M3,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_015,M1+M2+M3,12.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_015,M1+M2+M3,12.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_016,zero,14.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_016,zero,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_016,zero,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_016,zero,14.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_016,zero,14.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_017,M1,14.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_017,M1,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_017,M1,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_017,M1,14.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_017,M1,14.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_018,M2,14.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_018,M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_018,M2,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_018,M2,14.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_018,M2,14.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_019,M3,14.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_019,M3,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_019,M3,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_019,M3,14.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_019,M3,14.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_020,M1+M2,14.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_020,M1+M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_020,M1+M2,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_020,M1+M2,14.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_020,M1+M2,14.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_021,M1+M3,14.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_021,M1+M3,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_021,M1+M3,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_021,M1+M3,14.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_021,M1+M3,14.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_022,M2+M3,14.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_022,M2+M3,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_022,M2+M3,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_022,M2+M3,14.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_022,M2+M3,14.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_023,M1+M2+M3,14.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_023,M1+M2+M3,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_023,M1+M2+M3,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_023,M1+M2+M3,14.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_023,M1+M2+M3,14.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_024,zero,16.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_024,zero,16.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_024,zero,16.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_024,zero,16.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_024,zero,16.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_025,M1,16.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_025,M1,16.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_025,M1,16.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_025,M1,16.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_025,M1,16.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_026,M2,16.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_026,M2,16.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_026,M2,16.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_026,M2,16.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_026,M2,16.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_027,M3,16.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_027,M3,16.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_027,M3,16.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_027,M3,16.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_027,M3,16.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_028,M1+M2,16.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_028,M1+M2,16.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_028,M1+M2,16.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_028,M1+M2,16.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_028,M1+M2,16.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_029,M1+M3,16.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_029,M1+M3,16.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_029,M1+M3,16.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_029,M1+M3,16.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_029,M1+M3,16.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_030,M2+M3,16.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_030,M2+M3,16.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_030,M2+M3,16.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_030,M2+M3,16.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_030,M2+M3,16.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_031,M1+M2+M3,16.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_031,M1+M2+M3,16.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_031,M1+M2+M3,16.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_031,M1+M2+M3,16.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_031,M1+M2+M3,16.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_032,zero,18.0,J0_Current,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_032,zero,18.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_032,zero,18.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_032,zero,18.0,J7_Deterministic_Safe_Expert_Selector,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_032,zero,18.0,Oracle_Safe_Lambda_0_EvaluationOnly,MISMATCH_B01_S000_R00,True,False,True,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_033,M1,18.0,J0_Current,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_033,M1,18.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
test_v3,test_v3_033,M1,18.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,False,False,False,nan,nan,nan,on_hit AND NOT off_hit
