split,scene_id,role,method,status,pfa,hit_cells,false_clusters,selected,valid_cfar_test_cells,configured_pf,cfar_mode,oracle_lambda
test_v3,test_v3_020,target_on,J5_Selective_Physics_Calibration,measured,0.005632088264299803,2924,53,53,519168,1e-06,dynamic,
test_v3,test_v3_020,target_off,J6_Joint_Phase_Surface,measured,0.0048962956114398425,2542,53,53,519168,1e-06,dynamic,
test_v3,test_v3_020,target_on,J6_Joint_Phase_Surface,measured,0.005670611439842209,2944,55,55,519168,1e-06,dynamic,
test_v3,test_v3_020,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.004545734714003945,2360,40,40,519168,1e-06,dynamic,
test_v3,test_v3_020,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.005468364768244576,2839,41,41,519168,1e-06,dynamic,
test_v3,test_v3_020,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004545734714003945,2360,40,40,519168,1e-06,dynamic,0.0
test_v3,test_v3_020,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.005468364768244576,2839,41,41,519168,1e-06,dynamic,0.0
test_v3,test_v3_021,target_off,J0_Current,measured,0.012437207223865878,6457,39,39,519168,1e-06,dynamic,
test_v3,test_v3_021,target_on,J0_Current,measured,0.011884399654832347,6170,48,48,519168,1e-06,dynamic,
test_v3,test_v3_021,target_off,J5_Selective_Physics_Calibration,measured,0.012233034393491124,6351,35,35,519168,1e-06,dynamic,
test_v3,test_v3_021,target_on,J5_Selective_Physics_Calibration,measured,0.011736085428994084,6093,45,45,519168,1e-06,dynamic,
test_v3,test_v3_021,target_off,J6_Joint_Phase_Surface,measured,0.01220606817061144,6337,32,32,519168,1e-06,dynamic,
test_v3,test_v3_021,target_on,J6_Joint_Phase_Surface,measured,0.01166096523668639,6054,40,40,519168,1e-06,dynamic,
test_v3,test_v3_021,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.012437207223865878,6457,39,39,519168,1e-06,dynamic,
test_v3,test_v3_021,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.011884399654832347,6170,48,48,519168,1e-06,dynamic,
test_v3,test_v3_021,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.012437207223865878,6457,39,39,519168,1e-06,dynamic,0.0
test_v3,test_v3_021,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011884399654832347,6170,48,48,519168,1e-06,dynamic,0.0
test_v3,test_v3_022,target_off,J0_Current,measured,0.011216022559171597,5823,39,39,519168,1e-06,dynamic,
test_v3,test_v3_022,target_on,J0_Current,measured,0.011204465606508876,5817,40,40,519168,1e-06,dynamic,
test_v3,test_v3_022,target_off,J5_Selective_Physics_Calibration,measured,0.011216022559171597,5823,39,39,519168,1e-06,dynamic,
test_v3,test_v3_022,target_on,J5_Selective_Physics_Calibration,measured,0.011204465606508876,5817,40,40,519168,1e-06,dynamic,
test_v3,test_v3_022,target_off,J6_Joint_Phase_Surface,measured,0.011219874876725839,5825,40,40,519168,1e-06,dynamic,
test_v3,test_v3_022,target_on,J6_Joint_Phase_Surface,measured,0.011219874876725839,5825,41,41,519168,1e-06,dynamic,
test_v3,test_v3_022,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.011219874876725839,5825,40,40,519168,1e-06,dynamic,
test_v3,test_v3_022,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.011219874876725839,5825,41,41,519168,1e-06,dynamic,
test_v3,test_v3_022,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011216022559171597,5823,39,39,519168,1e-06,dynamic,0.0
test_v3,test_v3_022,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011204465606508876,5817,40,40,519168,1e-06,dynamic,0.0
test_v3,test_v3_023,target_off,J0_Current,measured,0.01117172090729783,5800,44,44,519168,1e-06,dynamic,
test_v3,test_v3_023,target_on,J0_Current,measured,0.011135123890532544,5781,44,44,519168,1e-06,dynamic,
test_v3,test_v3_023,target_off,J5_Selective_Physics_Calibration,measured,0.010994514299802761,5708,40,40,519168,1e-06,dynamic,
test_v3,test_v3_023,target_on,J5_Selective_Physics_Calibration,measured,0.010975252712031558,5698,41,41,519168,1e-06,dynamic,
test_v3,test_v3_023,target_off,J6_Joint_Phase_Surface,measured,0.011071560650887574,5748,46,46,519168,1e-06,dynamic,
test_v3,test_v3_023,target_on,J6_Joint_Phase_Surface,measured,0.011052299063116371,5738,47,47,519168,1e-06,dynamic,
test_v3,test_v3_023,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.01117172090729783,5800,44,44,519168,1e-06,dynamic,
test_v3,test_v3_023,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.011135123890532544,5781,44,44,519168,1e-06,dynamic,
test_v3,test_v3_023,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.01117172090729783,5800,44,44,519168,1e-06,dynamic,0.0
test_v3,test_v3_023,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011135123890532544,5781,44,44,519168,1e-06,dynamic,0.0
test_v3,test_v3_024,target_off,J0_Current,measured,0.004120053624260355,2139,60,60,519168,1e-06,dynamic,
test_v3,test_v3_024,target_on,J0_Current,measured,0.004555365507889546,2365,68,68,519168,1e-06,dynamic,
test_v3,test_v3_024,target_off,J5_Selective_Physics_Calibration,measured,0.004120053624260355,2139,60,60,519168,1e-06,dynamic,
test_v3,test_v3_024,target_on,J5_Selective_Physics_Calibration,measured,0.004555365507889546,2365,68,68,519168,1e-06,dynamic,
test_v3,test_v3_024,target_off,J6_Joint_Phase_Surface,measured,0.004120053624260355,2139,60,60,519168,1e-06,dynamic,
test_v3,test_v3_024,target_on,J6_Joint_Phase_Surface,measured,0.004555365507889546,2365,68,68,519168,1e-06,dynamic,
test_v3,test_v3_024,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.004120053624260355,2139,60,60,519168,1e-06,dynamic,
test_v3,test_v3_024,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.004555365507889546,2365,68,68,519168,1e-06,dynamic,
test_v3,test_v3_024,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004120053624260355,2139,60,60,519168,1e-06,dynamic,0.0
test_v3,test_v3_024,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004555365507889546,2365,68,68,519168,1e-06,dynamic,0.0
test_v3,test_v3_025,target_off,J0_Current,measured,0.006903353057199211,3584,85,85,519168,1e-06,dynamic,
test_v3,test_v3_025,target_on,J0_Current,measured,0.006743481878698225,3501,82,82,519168,1e-06,dynamic,
test_v3,test_v3_025,target_off,J5_Selective_Physics_Calibration,measured,0.0069746209319526626,3621,108,108,519168,1e-06,dynamic,
test_v3,test_v3_025,target_on,J5_Selective_Physics_Calibration,measured,0.00689757458086785,3581,104,104,519168,1e-06,dynamic,
test_v3,test_v3_025,target_off,J6_Joint_Phase_Surface,measured,0.006968842455621301,3618,109,109,519168,1e-06,dynamic,
test_v3,test_v3_025,target_on,J6_Joint_Phase_Surface,measured,0.006868682199211045,3566,106,106,519168,1e-06,dynamic,
test_v3,test_v3_025,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.006903353057199211,3584,85,85,519168,1e-06,dynamic,
test_v3,test_v3_025,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.006743481878698225,3501,82,82,519168,1e-06,dynamic,
test_v3,test_v3_025,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.006903353057199211,3584,85,85,519168,1e-06,dynamic,0.0
test_v3,test_v3_025,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.006743481878698225,3501,82,82,519168,1e-06,dynamic,0.0
test_v3,test_v3_026,target_off,J0_Current,measured,0.006934171597633136,3600,103,103,519168,1e-06,dynamic,
test_v3,test_v3_026,target_on,J0_Current,measured,0.006876386834319527,3570,99,99,519168,1e-06,dynamic,
test_v3,test_v3_026,target_off,J5_Selective_Physics_Calibration,measured,0.0069592116617357,3613,103,103,519168,1e-06,dynamic,
test_v3,test_v3_026,target_on,J5_Selective_Physics_Calibration,measured,0.0068956484220907294,3580,101,101,519168,1e-06,dynamic,
test_v3,test_v3_026,target_off,J6_Joint_Phase_Surface,measured,0.007623736439842209,3958,143,143,519168,1e-06,dynamic,
test_v3,test_v3_026,target_on,J6_Joint_Phase_Surface,measured,0.007558247041420118,3924,138,138,519168,1e-06,dynamic,
test_v3,test_v3_026,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.006934171597633136,3600,103,103,519168,1e-06,dynamic,
test_v3,test_v3_026,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.006876386834319527,3570,99,99,519168,1e-06,dynamic,
test_v3,test_v3_026,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.006934171597633136,3600,103,103,519168,1e-06,dynamic,0.0
test_v3,test_v3_026,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.006876386834319527,3570,99,99,519168,1e-06,dynamic,0.0
test_v3,test_v3_027,target_off,J0_Current,measured,0.012310080744575937,6391,31,31,519168,1e-06,dynamic,
test_v3,test_v3_027,target_on,J0_Current,measured,0.012302376109467456,6387,31,31,519168,1e-06,dynamic,
test_v3,test_v3_027,target_off,J5_Selective_Physics_Calibration,measured,0.012310080744575937,6391,31,31,519168,1e-06,dynamic,
test_v3,test_v3_027,target_on,J5_Selective_Physics_Calibration,measured,0.012302376109467456,6387,31,31,519168,1e-06,dynamic,
test_v3,test_v3_027,target_off,J6_Joint_Phase_Surface,measured,0.012310080744575937,6391,31,31,519168,1e-06,dynamic,
test_v3,test_v3_027,target_on,J6_Joint_Phase_Surface,measured,0.012302376109467456,6387,31,31,519168,1e-06,dynamic,
test_v3,test_v3_027,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.012310080744575937,6391,31,31,519168,1e-06,dynamic,
test_v3,test_v3_027,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.012302376109467456,6387,31,31,519168,1e-06,dynamic,
test_v3,test_v3_027,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.012310080744575937,6391,31,31,519168,1e-06,dynamic,0.0
test_v3,test_v3_027,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.012302376109467456,6387,31,31,519168,1e-06,dynamic,0.0
test_v3,test_v3_028,target_off,J0_Current,measured,0.004135462894477317,2147,31,31,519168,1e-06,dynamic,
test_v3,test_v3_028,target_on,J0_Current,measured,0.004486023791913215,2329,30,30,519168,1e-06,dynamic,
test_v3,test_v3_028,target_off,J5_Selective_Physics_Calibration,measured,0.004135462894477317,2147,31,31,519168,1e-06,dynamic,
test_v3,test_v3_028,target_on,J5_Selective_Physics_Calibration,measured,0.004486023791913215,2329,30,30,519168,1e-06,dynamic,
test_v3,test_v3_028,target_off,J6_Joint_Phase_Surface,measured,0.004135462894477317,2147,31,31,519168,1e-06,dynamic,
test_v3,test_v3_028,target_on,J6_Joint_Phase_Surface,measured,0.004486023791913215,2329,30,30,519168,1e-06,dynamic,
test_v3,test_v3_028,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.004135462894477317,2147,31,31,519168,1e-06,dynamic,
test_v3,test_v3_028,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.004486023791913215,2329,30,30,519168,1e-06,dynamic,
test_v3,test_v3_028,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004135462894477317,2147,31,31,519168,1e-06,dynamic,0.0
test_v3,test_v3_028,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004486023791913215,2329,30,30,519168,1e-06,dynamic,0.0
test_v3,test_v3_029,target_off,J0_Current,measured,0.011194834812623275,5812,24,24,519168,1e-06,dynamic,
test_v3,test_v3_029,target_on,J0_Current,measured,0.011144754684418145,5786,24,24,519168,1e-06,dynamic,
test_v3,test_v3_029,target_off,J5_Selective_Physics_Calibration,measured,0.011194834812623275,5812,24,24,519168,1e-06,dynamic,
test_v3,test_v3_029,target_on,J5_Selective_Physics_Calibration,measured,0.011144754684418145,5786,24,24,519168,1e-06,dynamic,
test_v3,test_v3_029,target_off,J6_Joint_Phase_Surface,measured,0.011194834812623275,5812,24,24,519168,1e-06,dynamic,
test_v3,test_v3_029,target_on,J6_Joint_Phase_Surface,measured,0.011144754684418145,5786,24,24,519168,1e-06,dynamic,
test_v3,test_v3_029,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.011194834812623275,5812,24,24,519168,1e-06,dynamic,
test_v3,test_v3_029,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.011144754684418145,5786,24,24,519168,1e-06,dynamic,
test_v3,test_v3_029,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011194834812623275,5812,24,24,519168,1e-06,dynamic,0.0
test_v3,test_v3_029,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011144754684418145,5786,24,24,519168,1e-06,dynamic,0.0
test_v3,test_v3_030,target_off,J0_Current,measured,0.011088896079881656,5757,34,34,519168,1e-06,dynamic,
test_v3,test_v3_030,target_on,J0_Current,measured,0.011065782174556213,5745,34,34,519168,1e-06,dynamic,
test_v3,test_v3_030,target_off,J5_Selective_Physics_Calibration,measured,0.011092748397435898,5759,34,34,519168,1e-06,dynamic,
test_v3,test_v3_030,target_on,J5_Selective_Physics_Calibration,measured,0.011075412968441814,5750,34,34,519168,1e-06,dynamic,
test_v3,test_v3_030,target_off,J6_Joint_Phase_Surface,measured,0.011088896079881656,5757,34,34,519168,1e-06,dynamic,
test_v3,test_v3_030,target_on,J6_Joint_Phase_Surface,measured,0.011065782174556213,5745,34,34,519168,1e-06,dynamic,
test_v3,test_v3_030,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.011088896079881656,5757,34,34,519168,1e-06,dynamic,
test_v3,test_v3_030,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.011065782174556213,5745,34,34,519168,1e-06,dynamic,
test_v3,test_v3_030,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011088896079881656,5757,34,34,519168,1e-06,dynamic,0.0
test_v3,test_v3_030,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011065782174556213,5745,34,34,519168,1e-06,dynamic,0.0
test_v3,test_v3_031,target_off,J0_Current,measured,0.010767227564102564,5590,40,40,519168,1e-06,dynamic,
test_v3,test_v3_031,target_on,J0_Current,measured,0.010761449087771203,5587,39,39,519168,1e-06,dynamic,
test_v3,test_v3_031,target_off,J5_Selective_Physics_Calibration,measured,0.010659362672583826,5534,40,40,519168,1e-06,dynamic,
test_v3,test_v3_031,target_on,J5_Selective_Physics_Calibration,measured,0.010655510355029586,5532,40,40,519168,1e-06,dynamic,
test_v3,test_v3_031,target_off,J6_Joint_Phase_Surface,measured,0.01062083949704142,5514,43,43,519168,1e-06,dynamic,
test_v3,test_v3_031,target_on,J6_Joint_Phase_Surface,measured,0.010640101084812623,5524,43,43,519168,1e-06,dynamic,
test_v3,test_v3_031,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.010767227564102564,5590,40,40,519168,1e-06,dynamic,
test_v3,test_v3_031,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.010761449087771203,5587,39,39,519168,1e-06,dynamic,
test_v3,test_v3_031,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.010767227564102564,5590,40,40,519168,1e-06,dynamic,0.0
test_v3,test_v3_031,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.010761449087771203,5587,39,39,519168,1e-06,dynamic,0.0
test_v3,test_v3_032,target_off,J0_Current,measured,0.004347340359960553,2257,63,63,519168,1e-06,dynamic,
test_v3,test_v3_032,target_on,J0_Current,measured,0.004266441691321499,2215,57,57,519168,1e-06,dynamic,
test_v3,test_v3_032,target_off,J5_Selective_Physics_Calibration,measured,0.004347340359960553,2257,63,63,519168,1e-06,dynamic,
test_v3,test_v3_032,target_on,J5_Selective_Physics_Calibration,measured,0.004266441691321499,2215,57,57,519168,1e-06,dynamic,
test_v3,test_v3_032,target_off,J6_Joint_Phase_Surface,measured,0.004347340359960553,2257,63,63,519168,1e-06,dynamic,
test_v3,test_v3_032,target_on,J6_Joint_Phase_Surface,measured,0.004266441691321499,2215,57,57,519168,1e-06,dynamic,
test_v3,test_v3_032,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.004347340359960553,2257,63,63,519168,1e-06,dynamic,
test_v3,test_v3_032,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.004266441691321499,2215,57,57,519168,1e-06,dynamic,
test_v3,test_v3_032,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004347340359960553,2257,63,63,519168,1e-06,dynamic,0.0
test_v3,test_v3_032,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004266441691321499,2215,57,57,519168,1e-06,dynamic,0.0
test_v3,test_v3_033,target_off,J0_Current,measured,0.006252311390532545,3246,75,75,519168,1e-06,dynamic,
test_v3,test_v3_033,target_on,J0_Current,measured,0.006325505424063117,3284,72,72,519168,1e-06,dynamic,
test_v3,test_v3_033,target_off,J5_Selective_Physics_Calibration,measured,0.006252311390532545,3246,75,75,519168,1e-06,dynamic,
test_v3,test_v3_033,target_on,J5_Selective_Physics_Calibration,measured,0.006325505424063117,3284,72,72,519168,1e-06,dynamic,
test_v3,test_v3_033,target_off,J6_Joint_Phase_Surface,measured,0.006252311390532545,3246,75,75,519168,1e-06,dynamic,
test_v3,test_v3_033,target_on,J6_Joint_Phase_Surface,measured,0.006325505424063117,3284,72,72,519168,1e-06,dynamic,
test_v3,test_v3_033,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.006252311390532545,3246,75,75,519168,1e-06,dynamic,
test_v3,test_v3_033,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.006325505424063117,3284,72,72,519168,1e-06,dynamic,
test_v3,test_v3_033,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.006252311390532545,3246,75,75,519168,1e-06,dynamic,0.0
test_v3,test_v3_033,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.006325505424063117,3284,72,72,519168,1e-06,dynamic,0.0
test_v3,test_v3_034,target_off,J0_Current,measured,0.006893722263313609,3579,113,113,519168,1e-06,dynamic,
test_v3,test_v3_034,target_on,J0_Current,measured,0.006876386834319527,3570,114,114,519168,1e-06,dynamic,
test_v3,test_v3_034,target_off,J5_Selective_Physics_Calibration,measured,0.0068956484220907294,3580,113,113,519168,1e-06,dynamic,
test_v3,test_v3_034,target_on,J5_Selective_Physics_Calibration,measured,0.006882165310650888,3573,114,114,519168,1e-06,dynamic,
test_v3,test_v3_034,target_off,J6_Joint_Phase_Surface,measured,0.006893722263313609,3579,113,113,519168,1e-06,dynamic,
test_v3,test_v3_034,target_on,J6_Joint_Phase_Surface,measured,0.006876386834319527,3570,114,114,519168,1e-06,dynamic,
test_v3,test_v3_034,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.006893722263313609,3579,113,113,519168,1e-06,dynamic,
test_v3,test_v3_034,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.006876386834319527,3570,114,114,519168,1e-06,dynamic,
test_v3,test_v3_034,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.006893722263313609,3579,113,113,519168,1e-06,dynamic,0.0
test_v3,test_v3_034,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.006876386834319527,3570,114,114,519168,1e-06,dynamic,0.0
test_v3,test_v3_035,target_off,J0_Current,measured,0.012371717825443787,6423,31,31,519168,1e-06,dynamic,
test_v3,test_v3_035,target_on,J0_Current,measured,0.012400610207100591,6438,32,32,519168,1e-06,dynamic,
test_v3,test_v3_035,target_off,J5_Selective_Physics_Calibration,measured,0.012371717825443787,6423,31,31,519168,1e-06,dynamic,
test_v3,test_v3_035,target_on,J5_Selective_Physics_Calibration,measured,0.012400610207100591,6438,32,32,519168,1e-06,dynamic,
test_v3,test_v3_035,target_off,J6_Joint_Phase_Surface,measured,0.012371717825443787,6423,31,31,519168,1e-06,dynamic,
test_v3,test_v3_035,target_on,J6_Joint_Phase_Surface,measured,0.012400610207100591,6438,32,32,519168,1e-06,dynamic,
test_v3,test_v3_035,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.012371717825443787,6423,31,31,519168,1e-06,dynamic,
test_v3,test_v3_035,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.012400610207100591,6438,32,32,519168,1e-06,dynamic,
test_v3,test_v3_035,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.012371717825443787,6423,31,31,519168,1e-06,dynamic,0.0
test_v3,test_v3_035,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.012400610207100591,6438,32,32,519168,1e-06,dynamic,0.0
test_v3,test_v3_036,target_off,J0_Current,measured,0.003983296351084813,2068,25,25,519168,1e-06,dynamic,
test_v3,test_v3_036,target_on,J0_Current,measured,0.004102718195266272,2130,25,25,519168,1e-06,dynamic,
test_v3,test_v3_036,target_off,J5_Selective_Physics_Calibration,measured,0.003983296351084813,2068,25,25,519168,1e-06,dynamic,
test_v3,test_v3_036,target_on,J5_Selective_Physics_Calibration,measured,0.004102718195266272,2130,25,25,519168,1e-06,dynamic,
test_v3,test_v3_036,target_off,J6_Joint_Phase_Surface,measured,0.003983296351084813,2068,25,25,519168,1e-06,dynamic,
test_v3,test_v3_036,target_on,J6_Joint_Phase_Surface,measured,0.004102718195266272,2130,25,25,519168,1e-06,dynamic,
test_v3,test_v3_036,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.003983296351084813,2068,25,25,519168,1e-06,dynamic,
test_v3,test_v3_036,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.004102718195266272,2130,25,25,519168,1e-06,dynamic,
test_v3,test_v3_036,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.003983296351084813,2068,25,25,519168,1e-06,dynamic,0.0
test_v3,test_v3_036,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004102718195266272,2130,25,25,519168,1e-06,dynamic,0.0
test_v3,test_v3_037,target_off,J0_Current,measured,0.01195374137080868,6206,27,27,519168,1e-06,dynamic,
test_v3,test_v3_037,target_on,J0_Current,measured,0.011915218195266272,6186,27,27,519168,1e-06,dynamic,
test_v3,test_v3_037,target_off,J5_Selective_Physics_Calibration,measured,0.01195374137080868,6206,27,27,519168,1e-06,dynamic,
test_v3,test_v3_037,target_on,J5_Selective_Physics_Calibration,measured,0.011915218195266272,6186,27,27,519168,1e-06,dynamic,
test_v3,test_v3_037,target_off,J6_Joint_Phase_Surface,measured,0.01195374137080868,6206,27,27,519168,1e-06,dynamic,
test_v3,test_v3_037,target_on,J6_Joint_Phase_Surface,measured,0.011915218195266272,6186,27,27,519168,1e-06,dynamic,
test_v3,test_v3_037,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.01195374137080868,6206,27,27,519168,1e-06,dynamic,
test_v3,test_v3_037,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.011915218195266272,6186,27,27,519168,1e-06,dynamic,
test_v3,test_v3_037,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.01195374137080868,6206,27,27,519168,1e-06,dynamic,0.0
test_v3,test_v3_037,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011915218195266272,6186,27,27,519168,1e-06,dynamic,0.0
test_v3,test_v3_038,target_off,J0_Current,measured,0.01147605399408284,5958,36,36,519168,1e-06,dynamic,
test_v3,test_v3_038,target_on,J0_Current,measured,0.011443309294871794,5941,36,36,519168,1e-06,dynamic,
test_v3,test_v3_038,target_off,J5_Selective_Physics_Calibration,measured,0.01147412783530572,5957,36,36,519168,1e-06,dynamic,
test_v3,test_v3_038,target_on,J5_Selective_Physics_Calibration,measured,0.011431752342209073,5935,36,36,519168,1e-06,dynamic,
test_v3,test_v3_038,target_off,J6_Joint_Phase_Surface,measured,0.011395155325443787,5916,37,37,519168,1e-06,dynamic,
test_v3,test_v3_038,target_on,J6_Joint_Phase_Surface,measured,0.011362410626232741,5899,37,37,519168,1e-06,dynamic,
test_v3,test_v3_038,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.011395155325443787,5916,37,37,519168,1e-06,dynamic,
test_v3,test_v3_038,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.011362410626232741,5899,37,37,519168,1e-06,dynamic,
test_v3,test_v3_038,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.01147605399408284,5958,36,36,519168,1e-06,dynamic,0.0
test_v3,test_v3_038,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.011443309294871794,5941,36,36,519168,1e-06,dynamic,0.0
test_v3,test_v3_039,target_off,J0_Current,measured,0.009678947855029586,5025,34,34,519168,1e-06,dynamic,
test_v3,test_v3_039,target_on,J0_Current,measured,0.00970784023668639,5040,34,34,519168,1e-06,dynamic,
test_v3,test_v3_039,target_off,J5_Selective_Physics_Calibration,measured,0.009667390902366863,5019,39,39,519168,1e-06,dynamic,
test_v3,test_v3_039,target_on,J5_Selective_Physics_Calibration,measured,0.00970013560157791,5036,41,41,519168,1e-06,dynamic,
test_v3,test_v3_039,target_off,J6_Joint_Phase_Surface,measured,0.007311698717948718,3796,0,0,519168,1e-06,dynamic,
test_v3,test_v3_039,target_on,J6_Joint_Phase_Surface,measured,0.007288584812623274,3784,0,0,519168,1e-06,dynamic,
test_v3,test_v3_039,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.009678947855029586,5025,34,34,519168,1e-06,dynamic,
test_v3,test_v3_039,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.00970784023668639,5040,34,34,519168,1e-06,dynamic,
test_v3,test_v3_039,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.009678947855029586,5025,34,34,519168,1e-06,dynamic,0.0
test_v3,test_v3_039,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.00970784023668639,5040,34,34,519168,1e-06,dynamic,0.0
test_v3,test_v3_040,target_off,J0_Current,measured,0.0045438085552268245,2359,65,65,519168,1e-06,dynamic,
test_v3,test_v3_040,target_on,J0_Current,measured,0.004536103920118343,2355,60,60,519168,1e-06,dynamic,
test_v3,test_v3_040,target_off,J5_Selective_Physics_Calibration,measured,0.0045438085552268245,2359,65,65,519168,1e-06,dynamic,
test_v3,test_v3_040,target_on,J5_Selective_Physics_Calibration,measured,0.004536103920118343,2355,60,60,519168,1e-06,dynamic,
test_v3,test_v3_040,target_off,J6_Joint_Phase_Surface,measured,0.0045438085552268245,2359,65,65,519168,1e-06,dynamic,
test_v3,test_v3_040,target_on,J6_Joint_Phase_Surface,measured,0.004536103920118343,2355,60,60,519168,1e-06,dynamic,
test_v3,test_v3_040,target_off,J7_Deterministic_Safe_Expert_Selector,measured,0.0045438085552268245,2359,65,65,519168,1e-06,dynamic,
test_v3,test_v3_040,target_on,J7_Deterministic_Safe_Expert_Selector,measured,0.004536103920118343,2355,60,60,519168,1e-06,dynamic,
test_v3,test_v3_040,target_off,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.0045438085552268245,2359,65,65,519168,1e-06,dynamic,0.0
test_v3,test_v3_040,target_on,Oracle_Safe_Lambda_0_EvaluationOnly,measured,0.004536103920118343,2355,60,60,519168,1e-06,dynamic,0.0
test_v3,test_v3_041,target_off,J0_Current,measured,0.007107525887573965,3690,111,111,519168,1e-06,dynamic,
test_v3,test_v3_041,target_on,J0_Current,measured,0.007113304363905325,3693,108,108,519168,1e-06,dynamic,
test_v3,test_v3_041,target_off,J5_Selective_Physics_Calibration,measured,0.007051667283037476,3661,115,115,519168,1e-06,dynamic,
