split,scene_id,actual_mechanism,role,method,branch,active,fallback,current_cancellation_db,deterministic_cancellation_db,oracle_cancellation_db,fallback_opportunity_cost_db,recoverable_headroom_db,deterministic_gain_db,remaining_gap_db,recovery_ratio
validation,validation_009,M1,target_off,J4_D3_P2_joint,,True,False,5.05730596579279,4.70105156562627,4.72901731440222,0.0,-0.3282886513905705,-0.3562544001665202,0.027965748775949706,
validation,validation_009,M1,target_off,J5_Selective_Physics_Calibration,D1P0,True,False,5.05730596579279,4.70105156562627,4.72901731440222,0.0,-0.3282886513905705,-0.3562544001665202,0.027965748775949706,
validation,validation_009,M1,target_off,J6_Joint_Phase_Surface,D1P0,True,False,5.05730596579279,4.97591975942417,4.72901731440222,0.0,-0.3282886513905705,-0.08138620636862015,-0.24690244502195036,
validation,validation_009,M1,target_on,J0_Current,,False,True,5.0589860068651,5.0589860068651,4.72854084605359,-0.33044516081151,-0.33044516081151,0.0,-0.33044516081151,
validation,validation_009,M1,target_on,J1_D3_delay_only,,True,False,5.0589860068651,4.6975460956207,4.72854084605359,0.0,-0.33044516081151,-0.3614399112443998,0.030994750432889795,
validation,validation_009,M1,target_on,J2_P1_phase_only,,False,True,5.0589860068651,5.0589860068651,4.72854084605359,-0.33044516081151,-0.33044516081151,0.0,-0.33044516081151,
validation,validation_009,M1,target_on,J3_D3_P1_joint,,True,False,5.0589860068651,4.6975460956207,4.72854084605359,0.0,-0.33044516081151,-0.3614399112443998,0.030994750432889795,
validation,validation_009,M1,target_on,J4_D3_P2_joint,,True,False,5.0589860068651,4.6975460956207,4.72854084605359,0.0,-0.33044516081151,-0.3614399112443998,0.030994750432889795,
validation,validation_009,M1,target_on,J5_Selective_Physics_Calibration,D1P0,True,False,5.0589860068651,4.6975460956207,4.72854084605359,0.0,-0.33044516081151,-0.3614399112443998,0.030994750432889795,
validation,validation_009,M1,target_on,J6_Joint_Phase_Surface,D1P0,True,False,5.0589860068651,4.98471151538568,4.72854084605359,0.0,-0.33044516081151,-0.07427449147941978,-0.2561706693320902,
