metric,scene_count,mean,bootstrap_ci95,bootstrap_unit,method,split
paired_causal_hit,12,0.3333333333333333,"[0.08333333333333333, 0.5833333333333334]",scene,J0_Current,snr-screen
paired_causal_hit,12,0.3333333333333333,"[0.08333333333333333, 0.5833333333333334]",scene,J5_Selective_Physics_Calibration,snr-screen
paired_causal_hit,12,0.25,"[0.0, 0.5]",scene,J6_Joint_Phase_Surface,snr-screen
