target_id,target_row,target_col,on_peak_power,off_peak_power,delta_peak_power_after,delta_peak_power_before,delta_peak_power_after_db,legacy_hit,causal_hit,on_detection_count_in_roi,off_detection_count_in_roi,off_roi_not_equal_or_stronger,target_increment_after_status,target_increment_before_status
MISMATCH_B01_S000_R00,103,1152,1330221.875,13.571335792541504,1330208.3036642075,1330208.3036642075,49.913014890866634,True,True,1,0,True,continuous_delta_not_linear_S_only_claim,continuous_delta_not_linear_S_only_claim
