method,requested_pfa,threshold,empirical_pfa,causal_pd,paired_causal_hit,positive_roi_peak_power,negative_roi_peak_power,negative_score_cell_count,target_only_roi_peak_power,target_loss_db_vs_target_only_peak,scnr_db_vs_negative_peak,pfa_calibration_status
D3_estimated_M1_frequency_domain,0.01,16591.27734375,0.010000228881835938,1.0,True,1293981.0,5.410094261169434,524288,1306656.375,-0.04233492190797452,-5.116501927942586,measured_from_negative_control_map
D3_estimated_M1_frequency_domain,0.001,123821.375,0.0010013580322265625,1.0,True,1293981.0,5.410094261169434,524288,1306656.375,-0.04233492190797452,-5.116501927942586,measured_from_negative_control_map
D3_estimated_M1_frequency_domain,0.0001,512855.375,0.0001010894775390625,1.0,True,1293981.0,5.410094261169434,524288,1306656.375,-0.04233492190797452,-5.116501927942586,measured_from_negative_control_map
