feature,outcome,n,pearson,spearman
F1_F2_energy_ratio_dB,row_ls_failure,12,-0.49553034237058724,-0.3886501653787775
F1_F2_energy_ratio_dB,jdl_failure,12,nan,nan
F1_F2_energy_ratio_dB,adaptive_failure,12,nan,nan
phase_variance_rad2,current_SCNR_improvement_dB,12,0.2904040361104436,0.2517482517482518
phase_variance_rad2,row_ls_SCNR_improvement_dB,12,0.1938421978242796,0.14685314685314685
phase_variance_rad2,best_adaptive_SCNR_improvement_dB,12,-0.3622218324024686,-0.04895104895104895
phase_variance_rad2,current_failure,12,0.056976827982520746,0.08362420100070908
phase_variance_rad2,row_ls_failure,12,0.3451273839525054,0.3886501653787775
phase_variance_rad2,jdl_failure,12,nan,nan
phase_variance_rad2,adaptive_failure,12,nan,nan
distance_to_clutter_ridge_hz,current_SCNR_improvement_dB,12,-0.5902724204850519,-0.5384615384615385
distance_to_clutter_ridge_hz,row_ls_SCNR_improvement_dB,12,-0.5761901990195633,-0.5454545454545455
distance_to_clutter_ridge_hz,best_adaptive_SCNR_improvement_dB,12,0.8296593679574172,0.6223776223776225
distance_to_clutter_ridge_hz,current_failure,12,-0.6908196133633521,-0.6968683416725756
distance_to_clutter_ridge_hz,row_ls_failure,12,-0.6527163693072819,-0.6477502756312958
distance_to_clutter_ridge_hz,jdl_failure,12,nan,nan
distance_to_clutter_ridge_hz,adaptive_failure,12,nan,nan
distance_to_support_edge_rows,current_SCNR_improvement_dB,12,0.5619565093171284,0.5253948512537597
distance_to_support_edge_rows,row_ls_SCNR_improvement_dB,12,0.5466779583388602,0.5359027482788349
distance_to_support_edge_rows,best_adaptive_SCNR_improvement_dB,12,-0.819298707679898,-0.6339764538462033
distance_to_support_edge_rows,current_failure,12,0.70662861545118,0.6980898471528258
distance_to_support_edge_rows,row_ls_failure,12,0.6496609891003647,0.6488856845230503
distance_to_support_edge_rows,jdl_failure,12,nan,nan
distance_to_support_edge_rows,adaptive_failure,12,nan,nan
dl_global_covariance_condition_number,current_SCNR_improvement_dB,12,-0.019116842707680493,-0.21678321678321683
dl_global_covariance_condition_number,row_ls_SCNR_improvement_dB,12,0.10673396834111643,0.027972027972027972
dl_global_covariance_condition_number,best_adaptive_SCNR_improvement_dB,12,-0.34511388590619857,-0.41958041958041964
dl_global_covariance_condition_number,current_failure,12,0.06154435914215901,0.19512313566832115
dl_global_covariance_condition_number,row_ls_failure,12,-0.15206540076627054,-0.06477502756312957
dl_global_covariance_condition_number,jdl_failure,12,nan,nan
dl_global_covariance_condition_number,adaptive_failure,12,nan,nan
dl_global_estimated_clutter_rank,current_SCNR_improvement_dB,12,nan,nan
dl_global_estimated_clutter_rank,row_ls_SCNR_improvement_dB,12,nan,nan
dl_global_estimated_clutter_rank,best_adaptive_SCNR_improvement_dB,12,nan,nan
dl_global_estimated_clutter_rank,current_failure,12,nan,nan
dl_global_estimated_clutter_rank,row_ls_failure,12,nan,nan
dl_global_estimated_clutter_rank,jdl_failure,12,nan,nan
dl_global_estimated_clutter_rank,adaptive_failure,12,nan,nan
current_residual_p95_dB_over_input_median,current_SCNR_improvement_dB,12,0.1944956978036507,0.16783216783216784
current_residual_p95_dB_over_input_median,row_ls_SCNR_improvement_dB,12,0.21394386398007942,0.3846153846153847
current_residual_p95_dB_over_input_median,best_adaptive_SCNR_improvement_dB,12,-0.6813355209217324,-0.6293706293706295
current_residual_p95_dB_over_input_median,current_failure,12,0.03595674307956596,0.027874733666903025
current_residual_p95_dB_over_input_median,row_ls_failure,12,-0.1548094344474923,-0.19432508268938875
current_residual_p95_dB_over_input_median,jdl_failure,12,nan,nan
current_residual_p95_dB_over_input_median,adaptive_failure,12,nan,nan
current_residual_p99_dB_over_input_median,current_SCNR_improvement_dB,12,0.22375730520360557,0.17482517482517487
current_residual_p99_dB_over_input_median,row_ls_SCNR_improvement_dB,12,0.22711590243474433,0.35664335664335667
current_residual_p99_dB_over_input_median,best_adaptive_SCNR_improvement_dB,12,-0.6785647663270782,-0.6083916083916086
current_residual_p99_dB_over_input_median,current_failure,12,0.004217338111321564,-0.027874733666903025
current_residual_p99_dB_over_input_median,row_ls_failure,12,-0.15964985053154884,-0.2591001102525183
current_residual_p99_dB_over_input_median,jdl_failure,12,nan,nan
current_residual_p99_dB_over_input_median,adaptive_failure,12,nan,nan
