family,level,value,p38_k_rad_per_hz,p38_b_rad,csi_coherence,csi_cancellation_db
M3_internal_clutter_motion,static_regression,1.0,0.000999101786874235,-0.00820755958557129,0.998521427142009,25.2911679320938
M3_internal_clutter_motion,weak_motion,0.99,0.00177970994263887,-0.00524109741672873,0.991427688604956,17.614697466734
M3_internal_clutter_motion,moderate_motion,0.95,0.00367655092850327,-0.0336158648133278,0.966630436498922,11.7545890354634
M3_internal_clutter_motion,strong_motion,0.8,0.00651357276365161,-0.0613262690603733,0.925526632007741,8.26965819075299
