family,level,value,rho_median,gate_rows,gate_bypassed_rows,coherence_gate_pass_fraction,coherence_gate_bypass_fraction,csi_coherence
M3_internal_clutter_motion,static_regression,1.0,0.9872804299038348,39,0,1.0,0.0,0.998521427142009
M3_internal_clutter_motion,weak_motion,0.99,0.977884264805412,39,0,1.0,0.0,0.991427688604956
M3_internal_clutter_motion,moderate_motion,0.95,0.9464411027383992,39,0,1.0,0.0,0.966630436498922
M3_internal_clutter_motion,strong_motion,0.8,0.8992084907846305,39,0,1.0,0.0,0.925526632007741
