split,method,target_count,paired_causal_hit_count,paired_causal_pd,on_hit_count,off_hit_count,definition
snr-screen,J0_Current,12,1,0.08333333333333333,1,0,paired_causal_hit = on_hit AND NOT off_hit
snr-screen,J5_Selective_Physics_Calibration,12,1,0.08333333333333333,1,0,paired_causal_hit = on_hit AND NOT off_hit
snr-screen,J6_Joint_Phase_Surface,12,1,0.08333333333333333,1,0,paired_causal_hit = on_hit AND NOT off_hit
