case_id,seed,factor_family,factor,factor_level,region_id,doppler_row,range_block_start,range_block_stop,expert,candidate_type,delta_log_amplitude,delta_phase,gate,alpha_phy_abs,alpha_phy_phase_rad,status,p38_slope_rad_per_hz,p38_intercept_rad,p38_rmse_rad,p38_inlier_count,coherence_mean,F1_F2_energy_ratio_dB,phase_residual_mean_rad,phase_variance_rad2,valid_sample_fraction,texture_heterogeneity_cv,distance_to_clutter_ridge_hz,distance_to_support_edge_rows,local_residual_tail_p95_dB,robust_lsq_condition_number,robust_lsq_confidence,scnr_improvement_dB,target_loss_dB,residual_p95_dB,residual_p99_dB,residual_cvar95_dB,high_tail_fraction,background_pfa,target_cfar_margin_dB,target_detected_fixed_threshold,current_scnr_improvement_dB,current_target_loss_dB,current_residual_p95_dB,current_residual_p99_dB,current_residual_cvar95_dB,current_high_tail_fraction,current_background_pfa,current_target_cfar_margin_dB,current_target_detected_fixed_threshold,delta_scnr_dB,delta_target_preservation_dB,delta_residual_p95_dB,delta_residual_p99_dB,delta_residual_cvar95_dB,delta_high_tail_fraction,delta_background_pfa,delta_detection_margin_dB,pareto_rank,expanded_search,region_index
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c1-257,42,1,257,Current,current,0.0,0.0,0.0,1.0,-0.20680673100480496,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,-1.271457721610509,-0.23156431933460478,0.4045441152515189,1.0,0.17599123176861206,230.0,0.0,4.9896924619996295,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,4.9896924619996295,7.492081588356584,7.413685510423047,0.0,0.004219409282700422,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,4.9896924619996295,7.492081588356584,7.413685510423047,0.0,0.004219409282700422,25.279480150909034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c1-257,42,1,257,current_p38,bounded_corrected,-0.5,0.7853981633974483,0.5,1.0,-0.20680673100480496,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,-1.271457721610509,-0.23156431933460478,0.4045441152515189,1.0,0.17599123176861206,230.0,0.0,4.9896924619996295,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,7.064721982329809,9.490404616086042,8.702451989995994,0.0,0.0,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,4.9896924619996295,7.492081588356584,7.413685510423047,0.0,0.004219409282700422,25.279480150909034,1.0,0.0,0.0,2.0750295203301787,1.9983230277294592,1.2887664795729472,0.0,-0.004219409282700422,0.0,0,False,0
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c1-257,42,1,257,row_ls,bounded_corrected,-0.5,-0.7853981633974483,0.5,0.593415651817032,-0.5436859805597123,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,-1.271457721610509,-0.23156431933460478,0.4045441152515189,1.0,0.17599123176861206,230.0,0.0,4.9896924619996295,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,4.2723320422076245,6.866305441717825,6.932771427847534,0.0,0.004219409282700422,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,4.9896924619996295,7.492081588356584,7.413685510423047,0.0,0.004219409282700422,25.279480150909034,1.0,0.0,0.0,-0.7173604197920052,-0.6257761466387589,-0.4809140825755125,0.0,0.0,0.0,0,False,0
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c257-513,42,257,513,Current,current,0.0,0.0,0.0,1.0,-0.20680673100480496,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,0.16224294944973763,-0.17438254159184977,0.414004089366652,1.0,0.1603287371518654,230.0,0.0,6.046043133324162,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,6.046043133324162,9.678518347387788,8.484134090793788,0.0,0.0,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,6.046043133324162,9.678518347387788,8.484134090793788,0.0,0.0,25.279480150909034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,1
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c257-513,42,257,513,current_p38,bounded_corrected,-0.5,-0.7853981633974483,0.5,1.0,-0.20680673100480496,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,0.16224294944973763,-0.17438254159184977,0.414004089366652,1.0,0.1603287371518654,230.0,0.0,6.046043133324162,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,6.0722284583891,8.387424031744173,7.79802740461893,0.0,0.0,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,6.046043133324162,9.678518347387788,8.484134090793788,0.0,0.0,25.279480150909034,1.0,0.0,0.0,0.02618532506493689,-1.2910943156436148,-0.6861066861748579,0.0,0.0,0.0,0,False,1
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c257-513,42,257,513,row_ls,bounded_corrected,-0.5,-0.7853981633974483,0.5,0.593415651817032,-0.5436859805597123,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,0.16224294944973763,-0.17438254159184977,0.414004089366652,1.0,0.1603287371518654,230.0,0.0,6.046043133324162,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,6.168338495674338,8.368510757611396,7.657692176009659,0.0,0.0,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,6.046043133324162,9.678518347387788,8.484134090793788,0.0,0.0,25.279480150909034,1.0,0.0,0.0,0.12229536235017498,-1.3100075897763928,-0.8264419147841284,0.0,0.0,0.0,0,False,1
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c257-513,42,257,513,row_ls,bounded_corrected,-0.5,0.0,0.5,0.593415651817032,-0.5436859805597123,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,0.16224294944973763,-0.17438254159184977,0.414004089366652,1.0,0.1603287371518654,230.0,0.0,6.046043133324162,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,5.805145822458209,8.814034020770496,7.840531364702095,0.0,0.0,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,6.046043133324162,9.678518347387788,8.484134090793788,0.0,0.0,25.279480150909034,1.0,0.0,0.0,-0.24089731086595342,-0.8644843266172917,-0.6436027260916919,0.0,0.0,0.0,0,False,1
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c513-769,42,513,769,Current,current,0.0,0.0,0.0,1.0,-0.20680673100480496,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,0.6303138469161794,-0.17866306714574287,0.37254387618212503,1.0,0.16654534750536334,230.0,0.0,3.812318345641627,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,3.812318345641627,8.321886498251619,7.1926463841840285,0.0,0.0078125,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,3.812318345641627,8.321886498251619,7.1926463841840285,0.0,0.0078125,25.279480150909034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,2
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c513-769,42,513,769,row_ls,bounded_corrected,-0.5,-0.7853981633974483,0.5,0.593415651817032,-0.5436859805597123,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,0.6303138469161794,-0.17866306714574287,0.37254387618212503,1.0,0.16654534750536334,230.0,0.0,3.812318345641627,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,4.332376222853377,7.450198788205251,6.436017305917491,0.0,0.00390625,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,3.812318345641627,8.321886498251619,7.1926463841840285,0.0,0.0078125,25.279480150909034,1.0,0.0,0.0,0.52005787721175,-0.8716877100463678,-0.7566290782665376,0.0,-0.00390625,0.0,0,False,2
pgrcc_oracle_nominal_s20261201,20261201,nominal,nominal,audit,pgrcc_oracle_nominal_s20261201:r42:c513-769,42,513,769,row_ls,bounded_corrected,-0.5,0.0,0.5,0.593415651817032,-0.5436859805597123,ok,0.0008654874974653276,-0.006696011213876088,0.004247548780133828,34.0,0.5955405772958696,0.6303138469161794,-0.17866306714574287,0.37254387618212503,1.0,0.16654534750536334,230.0,0.0,3.812318345641627,74178.53073096019,0.6080207043943744,18.742814677297538,-6.951945457272766,4.200889459584732,7.209160988328961,6.53043930455731,0.0,0.00390625,25.279480150909034,1.0,18.742814677297538,-6.951945457272766,3.812318345641627,8.321886498251619,7.1926463841840285,0.0,0.0078125,25.279480150909034,1.0,0.0,0.0,0.388571113943105,-1.1127255099226574,-0.6622070796267178,0.0,-0.00390625,0.0,0,False,2
