case_id,seed,factor_family,selection_reason,region_id,expert,candidate_type,doppler_row,range_block_start,range_block_stop,delta_log_amplitude,delta_phase,gate,screen_delta_scnr_dB,screen_delta_target_preservation_dB,screen_delta_residual_p95_dB,screen_delta_background_pfa,exact_SCNR_improvement_dB,exact_target_loss_dB,exact_residual_p95_dB,exact_residual_p99_dB,exact_residual_cvar95_dB,exact_background_Pfa,exact_target_Pd,exact_target_cfar_margin_dB,exact_target_peak_power,exact_background_false_alarm_count,delta_exact_SCNR_improvement_dB,delta_exact_target_loss_dB,delta_exact_residual_p95_dB,delta_exact_residual_p99_dB,delta_exact_residual_cvar95_dB,delta_exact_background_Pfa,delta_exact_target_Pd,delta_exact_target_cfar_margin_dB
pgrcc_oracle_channel_amp_s20261203,20261203,channel_amp,current_reference,pgrcc_oracle_channel_amp_s20261203:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.120450204160605,-6.761008134075465,7.087218348662506,11.036019539446828,10.09195541962874,0.0018718707328174784,1.0,22.61042228791432,32409051.05528384,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_channel_amp_s20261203,20261203,channel_amp,max_scnr,pgrcc_oracle_channel_amp_s20261203:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,0.5,0.0,0.0,-0.7797160749033073,0.0,20.120450204160605,-6.761008134075465,7.08686515955466,11.035726911693775,10.091258537905617,0.0018718707328174784,1.0,22.61042228791432,32409051.05528384,987.0,0.0,0.0,-0.00035318910784631896,-0.0002926277530530541,-0.0006968817231225444,0.0,0.0,0.0
pgrcc_oracle_channel_amp_s20261203,20261203,channel_amp,min_tail_p95,pgrcc_oracle_channel_amp_s20261203:r86:c1281-1537,row_ls,bounded_corrected,86,1281,1537,0.5,0.7853981633974483,0.5,0.0,0.0,-3.790389543474455,0.0,20.120450204160605,-6.761008134075465,7.086084784325442,11.031020154792419,10.08779005538238,0.0018756637839478076,1.0,22.61042228791432,32409051.05528384,989.0,0.0,0.0,-0.001133564337063575,-0.004999384654409411,-0.004165364246359715,3.7930511303291194e-06,0.0,0.0
pgrcc_oracle_channel_amp_s20261203,20261203,channel_amp,min_background_pfa,pgrcc_oracle_channel_amp_s20261203:r42:c2305-2561,row_ls,bounded_corrected,42,2305,2561,0.0,-0.7853981633974483,0.5,0.0,0.0,0.27415932735364823,-0.015625,20.120450204160605,-6.761008134075465,7.087398716175328,11.035384710953277,10.090373290205157,0.00186428463055682,1.0,22.61042228791432,32409051.05528384,983.0,0.0,0.0,0.00018036751282224373,-0.0006348284935508985,-0.001582129423582046,-7.586102260658456e-06,0.0,0.0
pgrcc_oracle_channel_amp_s20261203,20261203,channel_amp,max_detection_margin,pgrcc_oracle_channel_amp_s20261203:r60:c2049-2305,current_p38,bounded_corrected,60,2049,2305,0.5,0.7853981633974483,1.0,-17.254516595864025,11.793149205007913,34.986796712633115,0.875,2.8659336082965776,5.032141070932448,7.1145787214184795,11.121033014887129,16.210639130005777,0.0019211803975117585,1.0,19.699141315297915,769297623.3255486,1013.0,-17.254516595864025,11.793149205007913,0.027360372755973472,0.08501347544030047,6.118683710377038,4.930966469428007e-05,0.0,-2.9112809726164066
pgrcc_oracle_channel_phase_s20261204,20261204,channel_phase,current_reference,pgrcc_oracle_channel_phase_s20261204:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.80576365384063,-7.080526691673219,7.00602444349936,10.872715758052836,9.957277971306222,0.0017410104688211198,1.0,23.74556265297127,31617603.303762432,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_channel_phase_s20261204,20261204,channel_phase,max_scnr,pgrcc_oracle_channel_phase_s20261204:r42:c1-257,row_ls,bounded_corrected,42,1,257,0.0,-0.7853981633974483,0.5,0.0,0.0,-1.550050179571575,0.0,18.80576365384063,-7.080526691673219,7.005154658643158,10.87262270902226,9.956636150170086,0.0017410104688211198,1.0,23.74556265297127,31617603.303762432,918.0,0.0,0.0,-0.0008697848562020383,-9.304903057660852e-05,-0.0006418211361367554,0.0,0.0,0.0
pgrcc_oracle_channel_phase_s20261204,20261204,channel_phase,min_tail_p95,pgrcc_oracle_channel_phase_s20261204:r86:c1-257,row_ls,bounded_corrected,86,1,257,0.0,0.7853981633974483,0.5,0.0,0.0,-2.4696224915590372,0.0,18.80576365384063,-7.080526691673219,7.004726205357894,10.872415887298414,9.955940193795918,0.0017410104688211198,1.0,23.74556265297127,31617603.303762432,918.0,0.0,0.0,-0.0012982381414659017,-0.0002998707544215051,-0.0013377775103045053,0.0,0.0,0.0
pgrcc_oracle_channel_phase_s20261204,20261204,channel_phase,min_background_pfa,pgrcc_oracle_channel_phase_s20261204:r46:c1281-1537,current_p38,bounded_corrected,46,1281,1537,-0.5,0.7853981633974483,0.5,0.0,0.0,1.0698437580718299,-0.015625,18.80576365384063,-7.080526691673219,7.006737087645986,10.87262270902226,9.956905568439643,0.0017353208921256258,1.0,23.74556265297127,31617603.303762432,915.0,0.0,0.0,0.0007126441466258626,-9.304903057660852e-05,-0.0003724028665796908,-5.689576695494004e-06,0.0,0.0
pgrcc_oracle_channel_phase_s20261204,20261204,channel_phase,max_detection_margin,pgrcc_oracle_channel_phase_s20261204:r60:c2049-2305,current_p38,bounded_corrected,60,2049,2305,0.5,0.7853981633974483,1.0,-10.870978414511319,5.268193678939456,26.388365190018067,0.53515625,7.93478523932931,-1.8123330127337633,7.028160229877448,10.944783108901483,11.53410624489297,0.0017979062357760583,1.0,18.20549919256808,93920312.60905299,948.0,-10.870978414511319,5.268193678939456,0.02213578637808844,0.07206735084864668,1.576828273586747,5.6895766954938526e-05,0.0,-5.540063460403189
pgrcc_oracle_phase_jitter_s20261205,20261205,phase_jitter,current_reference,pgrcc_oracle_phase_jitter_s20261205:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.918180229121678,-7.109471528092842,7.180584976458626,11.24908539820125,10.2463007145329,0.0028542709755727505,1.0,23.900312962632988,32595048.92945379,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_phase_jitter_s20261205,20261205,phase_jitter,max_scnr,pgrcc_oracle_phase_jitter_s20261205:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,0.5,0.0,0.0,-0.28774799204311335,0.0,19.918180229121678,-7.109471528092842,7.1804693830687425,11.247481855129546,10.24575047364726,0.0028542709755727505,1.0,23.900312962632988,32595048.92945379,1505.0,0.0,0.0,-0.0001155933898830952,-0.0016035430717042942,-0.0005502408856408181,0.0,0.0,0.0
pgrcc_oracle_phase_jitter_s20261205,20261205,phase_jitter,min_tail_p95,pgrcc_oracle_phase_jitter_s20261205:r88:c1281-1537,robust_row_ls,bounded_corrected,88,1281,1537,0.5,0.7853981633974483,0.5,0.0,0.0,-3.6947348461011975,0.0,19.918180229121678,-7.109471528092842,7.178672819766509,11.248113019070269,10.245369263527738,0.0028542709755727505,1.0,23.900312962632988,32595048.92945379,1505.0,0.0,0.0,-0.001912156692116973,-0.0009723791309816932,-0.0009314510051616764,0.0,0.0,0.0
pgrcc_oracle_phase_jitter_s20261205,20261205,phase_jitter,min_background_pfa,pgrcc_oracle_phase_jitter_s20261205:r42:c1537-1793,row_ls,bounded_corrected,42,1537,1793,-0.5,-0.7853981633974483,1.0,0.0,0.0,0.13776665377641878,-0.015625,19.918180229121678,-7.109471528092842,7.180908736487117,11.247481855129546,10.245242950588484,0.002842891822181763,1.0,23.900312962632988,32595048.92945379,1499.0,0.0,0.0,0.0003237600284915487,-0.0016035430717042942,-0.0010577639444164788,-1.1379153390987575e-05,0.0,0.0
pgrcc_oracle_phase_jitter_s20261205,20261205,phase_jitter,max_detection_margin,pgrcc_oracle_phase_jitter_s20261205:r62:c2049-2305,current_p38,bounded_corrected,62,2049,2305,0.5,-0.7853981633974483,1.0,-20.2405568066401,0.4600971707464572,24.49365019021227,0.703125,-0.3223765775184244,-6.649374357346385,7.2053384513945,11.338095986051076,12.58912804579797,0.002922545895918677,1.0,13.422739752956879,76156460.71947417,1541.0,-20.2405568066401,0.4600971707464572,0.02475347493587421,0.08901058784982574,2.3428273312650703,6.827492034592632e-05,0.0,-10.477573209676109
pgrcc_oracle_valid_fraction_s20261206,20261206,valid_fraction,current_reference,pgrcc_oracle_valid_fraction_s20261206:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33062363777196,-9.639400218239311,9.901298792322994,15.212718886156164,14.124766917694734,0.004644591109088151,1.0,16.217692598524007,16401958.260924786,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_valid_fraction_s20261206,20261206,valid_fraction,max_scnr,pgrcc_oracle_valid_fraction_s20261206:r42:c1-257,row_ls,bounded_corrected,42,1,257,0.0,-0.7853981633974483,1.0,0.0,0.0,-4.502365981382958,0.0,14.33062363777196,-9.639400218239311,9.897252594925574,15.210342554726887,14.122234167043493,0.004644591109088151,1.0,16.217692598524007,16401958.260924786,2449.0,0.0,0.0,-0.004046197397419959,-0.0023763314292768456,-0.0025327506512411446,0.0,0.0,0.0
pgrcc_oracle_valid_fraction_s20261206,20261206,valid_fraction,min_tail_p95,pgrcc_oracle_valid_fraction_s20261206:r42:c1025-1281,row_ls,bounded_corrected,42,1025,1281,0.0,-0.7853981633974483,1.0,0.0,0.0,-4.908764192834546,0.0,14.33062363777196,-9.639400218239311,9.897046902242714,15.209106100412358,14.121811732043241,0.0046464876346533155,1.0,16.217692598524007,16401958.260924786,2450.0,0.0,0.0,-0.004251890080279708,-0.0036127857438064126,-0.0029551856514924424,1.8965255651646681e-06,0.0,0.0
pgrcc_oracle_valid_fraction_s20261206,20261206,valid_fraction,min_background_pfa,pgrcc_oracle_valid_fraction_s20261206:r88:c1281-1537,row_ls,bounded_corrected,88,1281,1537,0.5,0.0,1.0,0.0,0.0,-3.585095604176589,-0.01953125,14.33062363777196,-9.639400218239311,9.898665798040875,15.209341309342578,14.119535970133866,0.0046351084812623275,1.0,16.217692598524007,16401958.260924786,2444.0,0.0,0.0,-0.0026329942821181618,-0.0033775768135857476,-0.00523094756086806,-9.48262782582334e-06,0.0,0.0
pgrcc_oracle_valid_fraction_s20261206,20261206,valid_fraction,max_detection_margin,pgrcc_oracle_valid_fraction_s20261206:r60:c2049-2305,robust_row_ls,bounded_corrected,60,2049,2305,0.5,0.7853981633974483,1.0,-10.027514152154895,7.110581680782953,21.18060373683052,0.31640625,4.303109485617066,-2.5288185374563583,9.928536550704187,15.277068808734546,14.6676345281784,0.0046939007737824305,1.0,21.585781962691645,100181566.80152582,2475.0,-10.027514152154895,7.110581680782953,0.0272377583811938,0.06434992257838168,0.5428676104836665,4.930966469427964e-05,0.0,5.368089364167638
pgrcc_oracle_target_snr_s20261207,20261207,target_snr,current_reference,pgrcc_oracle_target_snr_s20261207:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.871344381173685,-7.621066424589311,7.0186028393186515,11.11716837274473,10.048735943164054,0.002162039144287665,1.0,6.453904107159561,714241.3683489654,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_target_snr_s20261207,20261207,target_snr,max_scnr,pgrcc_oracle_target_snr_s20261207:r60:c2049-2305,row_ls,bounded_corrected,60,2049,2305,0.0,0.0,1.0,0.1364287264212969,0.29005185180460646,1.4181485349608498,0.015625,18.007773107594982,-7.331014572784705,7.020777881619125,11.12076141965603,10.051731008770892,0.002167728720983159,1.0,6.891225134998118,800421.7621501497,1143.0,0.1364287264212969,0.29005185180460646,0.0021750423004736064,0.003593046911300135,0.002995065606837599,5.689576695494004e-06,0.0,0.4373210278385571
pgrcc_oracle_target_snr_s20261207,20261207,target_snr,min_tail_p95,pgrcc_oracle_target_snr_s20261207:r46:c1793-2049,current_p38,bounded_corrected,46,1793,2049,0.0,-0.7853981633974483,0.5,0.0,0.0,-2.641485000279692,0.0,17.871344381173685,-7.621066424589311,7.017497884680482,11.116612456395124,10.047928264900817,0.0021639356698528295,1.0,6.453904107159561,714241.3683489654,1141.0,0.0,0.0,-0.0011049546381691755,-0.000555916349606278,-0.0008076782632375767,1.8965255651646681e-06,0.0,0.0
pgrcc_oracle_target_snr_s20261207,20261207,target_snr,min_background_pfa,pgrcc_oracle_target_snr_s20261207:r42:c2305-2561,row_ls,bounded_corrected,42,2305,2561,0.0,-0.7853981633974483,0.5,0.0,0.0,-0.7316326218735049,-0.0078125,17.871344381173685,-7.621066424589311,7.017973267150596,11.116612456395124,10.04761522362278,0.002158246093157336,1.0,6.453904107159561,714241.3683489654,1138.0,0.0,0.0,-0.000629572168055148,-0.000555916349606278,-0.001120719541274795,-3.7930511303289026e-06,0.0,0.0
pgrcc_oracle_target_snr_s20261207,20261207,target_snr,max_detection_margin,pgrcc_oracle_target_snr_s20261207:r62:c2049-2305,current_p38,bounded_corrected,62,2049,2305,0.5,-0.7853981633974483,1.0,-23.17899547366331,0.2770298525463222,26.063955388966598,0.51953125,-5.307651092489625,-7.344036572042989,7.040980993797984,11.174830314673185,11.756059966434492,0.0022056592322864514,1.0,16.771584944629797,52338259.542324714,1163.0,-23.17899547366331,0.2770298525463222,0.022378154479332224,0.05766194192845475,1.7073240232704379,4.36200879987865e-05,0.0,10.317680837470236
pgrcc_oracle_target_velocity_s20261208,20261208,target_velocity,current_reference,pgrcc_oracle_target_velocity_s20261208:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.040536719446726,10.984056153132578,10.040868298548364,0.002158246093157336,1.0,27.93594838967728,114777811.7163632,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_target_velocity_s20261208,20261208,target_velocity,max_scnr,pgrcc_oracle_target_velocity_s20261208:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,0.5,0.0,0.0,-1.2146441664862582,0.0,0.0,0.0,7.040379892473199,10.983640569910758,10.040547998229615,0.002158246093157336,1.0,27.93594838967728,114777811.7163632,1138.0,0.0,0.0,-0.00015682697352659147,-0.00041558322181955987,-0.0003203003187497444,0.0,0.0,0.0
pgrcc_oracle_target_velocity_s20261208,20261208,target_velocity,min_tail_p95,pgrcc_oracle_target_velocity_s20261208:r86:c1-257,row_ls,bounded_corrected,86,1,257,0.0,0.7853981633974483,0.5,0.0,0.0,-3.5779728468993337,-0.008438818565400843,0.0,0.0,7.039011354303138,10.979876392969238,10.037447942597819,0.0021639356698528295,1.0,27.93594838967728,114777811.7163632,1141.0,0.0,0.0,-0.001525365143587365,-0.004179760163339097,-0.0034203559505456838,5.689576695493571e-06,0.0,0.0
pgrcc_oracle_target_velocity_s20261208,20261208,target_velocity,min_background_pfa,pgrcc_oracle_target_velocity_s20261208:r86:c1-257,row_ls,bounded_corrected,86,1,257,0.0,0.7853981633974483,0.5,0.0,0.0,-3.5779728468993337,-0.008438818565400843,0.0,0.0,7.039011354303138,10.979876392969238,10.037447942597819,0.0021639356698528295,1.0,27.93594838967728,114777811.7163632,1141.0,0.0,0.0,-0.001525365143587365,-0.004179760163339097,-0.0034203559505456838,5.689576695493571e-06,0.0,0.0
pgrcc_oracle_target_velocity_s20261208,20261208,target_velocity,max_detection_margin,pgrcc_oracle_target_velocity_s20261208:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,0.5,0.0,0.0,-1.2146441664862582,0.0,0.0,0.0,7.040379892473199,10.983640569910758,10.040547998229615,0.002158246093157336,1.0,27.93594838967728,114777811.7163632,1138.0,0.0,0.0,-0.00015682697352659147,-0.00041558322181955987,-0.0003203003187497444,0.0,0.0,0.0
pgrcc_oracle_geometry_s20261209,20261209,geometry,current_reference,pgrcc_oracle_geometry_s20261209:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34548742942435,-7.264929920273978,6.968419983993107,10.995590103975005,9.957528734494584,0.002167728720983159,1.0,22.013612432150875,19882636.03626097,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_geometry_s20261209,20261209,geometry,max_scnr,pgrcc_oracle_geometry_s20261209:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,0.5,0.0,0.0,-1.0553684229330544,-0.008438818565400843,9.34548742942435,-7.264929920273978,6.968047539328264,10.995058187676229,9.956965840390032,0.0021639356698528295,1.0,22.013612432150875,19882636.03626097,1141.0,0.0,0.0,-0.0003724446648432078,-0.0005319162987760251,-0.0005628941045525693,-3.7930511303293363e-06,0.0,0.0
pgrcc_oracle_geometry_s20261209,20261209,geometry,min_tail_p95,pgrcc_oracle_geometry_s20261209:r86:c3585-3841,row_ls,bounded_corrected,86,3585,3841,0.0,0.7853981633974483,0.5,0.0,0.0,-2.6088187693193543,-0.00390625,9.34548742942435,-7.264929920273978,6.968047539328264,10.993915849836496,9.955867592516567,0.002165832195417994,1.0,22.013612432150875,19882636.03626097,1142.0,0.0,0.0,-0.0003724446648432078,-0.0016742541385088572,-0.0016611419780172554,-1.8965255651646681e-06,0.0,0.0
pgrcc_oracle_geometry_s20261209,20261209,geometry,min_background_pfa,pgrcc_oracle_geometry_s20261209:r86:c3841-4096,current_p38,bounded_corrected,86,3841,4096,-0.5,0.7853981633974483,0.5,0.0,0.0,-0.4048146267771847,-0.01276595744680851,9.34548742942435,-7.264929920273978,6.968259729608137,10.995413591752756,9.956698969282558,0.002162039144287665,1.0,22.013612432150875,19882636.03626097,1140.0,0.0,0.0,-0.00016025438497013766,-0.0001765122222483484,-0.0008297652120266008,-5.689576695494004e-06,0.0,0.0
pgrcc_oracle_geometry_s20261209,20261209,geometry,max_detection_margin,pgrcc_oracle_geometry_s20261209:r49:c3073-3329,current_p38,bounded_corrected,49,3073,3329,0.5,0.7853981633974483,1.0,-1.8547599817961036,9.628199517884827,19.1402401429603,0.5234375,7.490727447628247,2.3632695976108478,6.991088703705577,11.063581102920937,10.258299466887486,0.0022587619481110603,1.0,30.28489489912627,298841298.12272584,1191.0,-1.8547599817961036,9.628199517884827,0.02266871971246953,0.06799099894593219,0.30077073239290186,9.103322712790147e-05,0.0,8.271282466975396
pgrcc_oracle_mixed_lhs01_s20261210,20261210,mixed_lhs,current_reference,pgrcc_oracle_mixed_lhs01_s20261210:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.703089924898322,14.646849694010617,13.64544020906135,0.005105446821423153,1.0,21.72080120200256,245473679.0279316,2692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs01_s20261210,20261210,mixed_lhs,max_scnr,pgrcc_oracle_mixed_lhs01_s20261210:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,1.0,0.0,0.0,-2.7935972126572652,0.0,0.0,0.0,9.701864548070416,14.646849694010617,13.644117249153215,0.005105446821423153,1.0,21.72080120200256,245473679.0279316,2692.0,0.0,0.0,-0.0012253768279055777,0.0,-0.0013229599081352461,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs01_s20261210,20261210,mixed_lhs,min_tail_p95,pgrcc_oracle_mixed_lhs01_s20261210:r42:c257-513,robust_row_ls,bounded_corrected,42,257,513,-0.5,0.7853981633974483,1.0,0.0,0.0,-3.09108861364753,0.0,0.0,0.0,9.7024110445725,14.639938332143622,13.643456723991536,0.005105446821423153,1.0,21.72080120200256,245473679.0279316,2692.0,0.0,0.0,-0.0006788803258217513,-0.006911361866995591,-0.0019834850698146056,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs01_s20261210,20261210,mixed_lhs,min_background_pfa,pgrcc_oracle_mixed_lhs01_s20261210:r50:c2049-2305,row_ls,bounded_corrected,50,2049,2305,-0.5,-0.7853981633974483,0.5,0.0,0.0,-1.0123392729034268,-0.01171875,0.0,0.0,9.703318415344157,14.645993052211793,13.643014965141138,0.005097860719162494,1.0,21.72080120200256,245473679.0279316,2688.0,0.0,0.0,0.00022849044583495015,-0.0008566417988244979,-0.002425243920212594,-7.5861022606586725e-06,0.0,0.0
pgrcc_oracle_mixed_lhs01_s20261210,20261210,mixed_lhs,max_detection_margin,pgrcc_oracle_mixed_lhs01_s20261210:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,1.0,0.0,0.0,-2.7935972126572652,0.0,0.0,0.0,9.701864548070416,14.646849694010617,13.644117249153215,0.005105446821423153,1.0,21.72080120200256,245473679.0279316,2692.0,0.0,0.0,-0.0012253768279055777,0.0,-0.0013229599081352461,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs02_s20261211,20261211,mixed_lhs,current_reference,pgrcc_oracle_mixed_lhs02_s20261211:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9366987630548573,-18.065009005523414,8.931249363190037,14.228714832230729,13.848698272095197,0.0066359429525109995,0.0,-0.9033357092097121,1688972.274443921,3499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs02_s20261211,20261211,mixed_lhs,max_scnr,pgrcc_oracle_mixed_lhs02_s20261211:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,0.0,0.5,0.0,0.0,0.5442589413600856,0.0,-0.9366987630548573,-18.065009005523414,8.931428747406489,14.228293368320081,13.848275397198606,0.0066359429525109995,0.0,-0.9033357092097121,1688972.274443921,3499.0,0.0,0.0,0.00017938421645169456,-0.00042146391064790123,-0.00042287489659109667,0.0,0.0,0.0
