metric,metric_direction,comparison,delay_error_ns,block_count,effective_block_count,expected_block_count,missing_block_count,duplicate_block_delay_count,unavailable_block_count,missing_blocks,source_classification,effect,effect_mean,ci_low,ci_high,recoverable_space,actual_recovered,recovery_ratio,status,reason
target_detection_pd,higher_is_better,A1_to_A3,4,15,15,15,0,45,0,,Formal-v2 confirmatory,0.039999999999999994,0.039999999999999994,0.0,0.07999999999999999,0.039999999999999994,0.039999999999999994,1.0,passed,exact_duplicate_block_delay_rows_collapsed
target_detection_pd,higher_is_better,A1_to_A2,8,15,15,15,0,45,0,,Formal-v2 confirmatory,0.05333333333333333,0.05333333333333333,-0.01333333333333333,0.12000000000000001,0.05333333333333333,0.05333333333333333,1.0,passed,exact_duplicate_block_delay_rows_collapsed
target_detection_pd,higher_is_better,A1_to_A3,8,15,15,15,0,45,0,,Formal-v2 confirmatory,0.05333333333333333,0.05333333333333333,-0.01333333333333333,0.12000000000000001,0.05333333333333333,0.05333333333333333,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A2,-8,15,15,15,0,45,0,,Formal-v2 confirmatory,0.20000000000000004,0.20000000000000004,0.10666666666666667,0.30666666666666675,0.20000000000000004,0.0666666666666667,0.3333333333333334,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A3,-8,15,15,15,0,45,0,,Formal-v2 confirmatory,0.0666666666666667,0.0666666666666667,1.1009711660866142e-17,0.13333333333333336,0.20000000000000004,0.0666666666666667,0.3333333333333334,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A2,-4,15,15,15,0,45,0,,Formal-v2 confirmatory,0.013333333333333338,0.013333333333333338,-0.026666666666666675,0.05333333333333335,0.013333333333333338,7.401486830834377e-18,5.551115123125781e-16,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A3,-4,15,15,15,0,45,0,,Formal-v2 confirmatory,7.401486830834377e-18,7.401486830834377e-18,-0.05333333333333334,0.05333333333333335,0.013333333333333338,7.401486830834377e-18,5.551115123125781e-16,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A2,-2,15,15,15,0,45,0,,Formal-v2 confirmatory,-0.013333333333333338,-0.013333333333333338,-0.05333333333333335,0.026666666666666675,-0.013333333333333338,0.0,-0.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A3,-2,15,15,15,0,45,0,,Formal-v2 confirmatory,0.0,0.0,0.0,0.0,-0.013333333333333338,0.0,-0.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A2,-1,15,15,15,0,45,0,,Formal-v2 confirmatory,0.0,0.0,0.0,0.0,0.0,0.0,,NOT_EVALUABLE,zero_recoverable_space
