level,delay_error_ns,snr_db,method,method_family,bias_ns,rmse_ns,std_ns,ci95_low_ns,ci95_high_ns,fallback_rate,mean_runtime_sec,trials
level1,4.0,35.0,gcc_phat,traditional_baseline,-3.610869777780339,3.6117027976287126,0.0779571645629685,-3.626149101268367,-3.595590454292311,0.0,0.0006140892693656496,100
level1,4.0,35.0,oversampled_cross_correlation,traditional_baseline,-2.801911208807311,2.8019150842532983,0.004683662355284237,-2.8028291897605215,-2.8009932278541005,0.0,0.0017244273010874167,100
level1,-4.0,20.0,D1_ordinary_LS,spectral_D1_D2_D3,-0.010925455737655026,0.11867228657321281,0.11876360535538394,-0.03420269465472311,0.012351783179413054,0.0,0.00012852199230110274,100
level1,-4.0,20.0,D2_weighted_LS,spectral_D1_D2_D3,-0.010506301384754245,0.11887142262027543,0.11900272786526613,-0.03383040745254852,0.012817804683040026,0.0,0.00011717499903170392,100
level1,-4.0,20.0,D3_Huber_weighted_LS,spectral_D1_D2_D3,-0.010826237461433413,0.1237118513636484,0.12385807595813281,-0.03510197426867008,0.013449499345803253,0.0,0.0010559493774781005,100
level1,-4.0,20.0,D4_generalized_phase_slope_ML,spectral_D1_D2_D3,0.003879656136803824,0.07070817155267693,0.07095733383401087,-0.010027725738560849,0.017787038012168497,0.0,0.0006118984005297534,100
level1,-4.0,20.0,cross_correlation,traditional_baseline,2.365149075799276,2.3653972771938117,0.03443817768922573,2.3583993170028688,2.371898834595683,0.0,0.0004913660322199575,100
level1,-4.0,20.0,gcc_phat,traditional_baseline,3.5460695253720433,3.54711777837866,0.08666349013790263,3.52908379342756,3.5630552573165266,0.0,0.000621928999607917,100
level1,-4.0,20.0,oversampled_cross_correlation,traditional_baseline,2.6150078899023295,2.6152300597487383,0.03425986788404395,2.6082930791855468,2.621722700619112,0.0,0.0017260266092489474,100
level1,-4.0,30.0,D1_ordinary_LS,spectral_D1_D2_D3,0.000749962468799854,0.03325709257823761,0.03341613598993512,-0.005799479835476701,0.007299404773076408,0.0,0.0001288384507643059,100
level1,-4.0,30.0,D2_weighted_LS,spectral_D1_D2_D3,0.0007503409675833384,0.03329803877709107,0.03345729035067122,-0.005807167443178169,0.007307849378344846,0.0,0.00011544084991328418,100
level1,-4.0,30.0,D3_Huber_weighted_LS,spectral_D1_D2_D3,0.0021939702865620705,0.033167382836667175,0.03326146462356663,-0.0043251569869623,0.00871309756008644,0.0,0.0010545923589961603,100
level1,-4.0,30.0,D4_generalized_phase_slope_ML,spectral_D1_D2_D3,0.0026488463830367914,0.016846672675733258,0.016720941719962856,-0.0006283979728352509,0.005926090738908834,0.0,0.0006072986501385458,100
level1,-4.0,30.0,cross_correlation,traditional_baseline,2.3647034721202953,2.364719892764566,0.008856897026034127,2.362967552201715,2.3664393920388758,0.0,0.00047890575922792777,100
level1,-4.0,30.0,gcc_phat,traditional_baseline,3.5320255121333584,3.532679386111965,0.06830876645972896,3.518637239924416,3.545413784342301,0.0,0.0006144692914676852,100
level1,-4.0,30.0,oversampled_cross_correlation,traditional_baseline,2.614703722627405,2.6147195701598407,0.009149347564920463,2.6129104834564765,2.6164969617983336,0.0,0.001714898197678849,100
level1,-4.0,35.0,D1_ordinary_LS,spectral_D1_D2_D3,-0.0020078503437329642,0.016919869287964837,0.016884949778103512,-0.00531723968831801,0.0013015390008520819,0.0,0.00012888807017588988,100
level1,-4.0,35.0,D2_weighted_LS,spectral_D1_D2_D3,-0.0020074825884960346,0.016921550382498422,0.0168866955282242,-0.0053172140938173365,0.001302248916825267,0.0,0.000114282219146844,100
level1,-4.0,35.0,D3_Huber_weighted_LS,spectral_D1_D2_D3,-0.0013466282334028223,0.017699112932111457,0.017736716212554234,-0.00482296073146422,0.002129704264658575,0.0,0.0010584895304054953,100
