scene_id,working_point,seed,delay_error_ns,target_velocity_mps,target_snr_db,level,method,status,estimate_ns,truth_ns,error_ns,runtime_sec,fallback_reason,snr_db,bias_ns,rmse_ns,std_ns,ci95_low_ns,ci95_high_ns,outlier_rate,fallback_rate,fallback_count,finite_estimate_count,trials,mean_runtime_sec,random_seed_namespace,sampling_rate_hz,bandwidth_hz,pulse_samples
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,level2,oversampled_cross_correlation,ok,0.7405825054941746,4.0,-3.2594174945058256,1.1955580900248606,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,level2,D1_ordinary_LS,ok,-0.2537879738733125,-4.0,3.7462120261266874,0.0021458339761011302,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,level2,D2_weighted_LS,ok,-0.2945186557531431,-4.0,3.705481344246857,0.0001629370090086013,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,level2,D3_Huber_weighted_LS,ok,-0.38910501145759807,-4.0,3.6108949885424018,0.0014408689748961478,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,level2,D4_generalized_phase_slope_ML,ok,3.379558683301782,-4.0,7.3795586833017826,1.1320076120027807,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,level2,cross_correlation,ok,-1.107789895955872,-4.0,2.892210104044128,1.0844636529800482,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,level2,gcc_phat,ok,-0.10892032825068193,-4.0,3.891079671749318,1.5331051209941506,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,level2,oversampled_cross_correlation,ok,-0.7839099208190118,-4.0,3.2160900791809883,1.119553109019762,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,level2,D1_ordinary_LS,ok,5.922807242942102,8.0,-2.0771927570578983,0.0002522630093153566,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,level2,D2_weighted_LS,ok,5.913071873700761,8.0,-2.086928126299239,0.00016175000928342342,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,level2,D3_Huber_weighted_LS,ok,5.884241046931248,8.0,-2.1157589530687524,0.040087836008751765,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,level2,D4_generalized_phase_slope_ML,ok,6.054107536827424,8.0,-1.9458924631725756,1.1374218059936538,,,,,,,,,,,,,,,,,
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,level2,cross_correlation,ok,2.5725344363738634,8.0,-5.427465563626137,1.1019780979841016,,,,,,,,,,,,,,,,,
