split,scene_id,actual_mechanism,role,method,current_cancellation_db,deterministic_cancellation_db,oracle_cancellation_db,recoverable_headroom_db,deterministic_gain_db,remaining_gap_db,recovery_ratio
test,test_020,M1+M2+M3,target_on,J2_P1_phase_only,7.08870739299079,7.08870739299079,7.5753037831125,0.4865963901217105,0.0,0.4865963901217105,0.0
test,test_020,M1+M2+M3,target_on,J3_D3_P1_joint,7.08870739299079,7.08870739299079,7.5753037831125,0.4865963901217105,0.0,0.4865963901217105,0.0
test,test_020,M1+M2+M3,target_on,J4_D3_P2_joint,7.08870739299079,7.08870739299079,7.5753037831125,0.4865963901217105,0.0,0.4865963901217105,0.0
test,test_021,M1,target_off,J1_D3_delay_only,24.3911793262994,24.3750884764292,24.2311300437808,-0.1600492825185995,-0.016090849870199264,-0.14395843264840025,
test,test_021,M1,target_off,J2_P1_phase_only,24.3911793262994,24.3911793262994,24.2311300437808,-0.1600492825185995,0.0,-0.1600492825185995,
test,test_021,M1,target_off,J3_D3_P1_joint,24.3911793262994,24.3750884764292,24.2311300437808,-0.1600492825185995,-0.016090849870199264,-0.14395843264840025,
test,test_021,M1,target_off,J4_D3_P2_joint,24.3911793262994,24.3750884764292,24.2311300437808,-0.1600492825185995,-0.016090849870199264,-0.14395843264840025,
test,test_021,M1,target_on,J1_D3_delay_only,24.3910350535675,24.3749239047797,24.2309603100646,-0.16007474350289996,-0.01611114878780029,-0.14396359471509967,
test,test_021,M1,target_on,J2_P1_phase_only,24.3910350535675,24.3910350535675,24.2309603100646,-0.16007474350289996,0.0,-0.16007474350289996,
test,test_021,M1,target_on,J3_D3_P1_joint,24.3910350535675,24.3749239047797,24.2309603100646,-0.16007474350289996,-0.01611114878780029,-0.14396359471509967,
test,test_021,M1,target_on,J4_D3_P2_joint,24.3910350535675,24.3749239047797,24.2309603100646,-0.16007474350289996,-0.01611114878780029,-0.14396359471509967,
test,test_022,M2,target_off,J1_D3_delay_only,17.2555619937465,17.2555619937465,23.1994461174936,5.9438841237471,0.0,5.9438841237471,0.0
test,test_022,M2,target_off,J2_P1_phase_only,17.2555619937465,17.2555619937465,23.1994461174936,5.9438841237471,0.0,5.9438841237471,0.0
test,test_022,M2,target_off,J3_D3_P1_joint,17.2555619937465,17.2555619937465,23.1994461174936,5.9438841237471,0.0,5.9438841237471,0.0
test,test_022,M2,target_off,J4_D3_P2_joint,17.2555619937465,17.2555619937465,23.1994461174936,5.9438841237471,0.0,5.9438841237471,0.0
test,test_022,M2,target_on,J1_D3_delay_only,17.2554992590598,17.2554992590598,23.200266993924,5.9447677348642,0.0,5.9447677348642,0.0
test,test_022,M2,target_on,J2_P1_phase_only,17.2554992590598,17.2554992590598,23.200266993924,5.9447677348642,0.0,5.9447677348642,0.0
test,test_022,M2,target_on,J3_D3_P1_joint,17.2554992590598,17.2554992590598,23.200266993924,5.9447677348642,0.0,5.9447677348642,0.0
test,test_022,M2,target_on,J4_D3_P2_joint,17.2554992590598,17.2554992590598,23.200266993924,5.9447677348642,0.0,5.9447677348642,0.0
test,test_024,M1+M2,target_off,J1_D3_delay_only,14.2409039055547,14.2409039055547,17.3370858481461,3.0961819425913983,0.0,3.0961819425913983,0.0
test,test_024,M1+M2,target_off,J2_P1_phase_only,14.2409039055547,14.2409039055547,17.3370858481461,3.0961819425913983,0.0,3.0961819425913983,0.0
test,test_024,M1+M2,target_off,J3_D3_P1_joint,14.2409039055547,14.2409039055547,17.3370858481461,3.0961819425913983,0.0,3.0961819425913983,0.0
test,test_024,M1+M2,target_off,J4_D3_P2_joint,14.2409039055547,14.2409039055547,17.3370858481461,3.0961819425913983,0.0,3.0961819425913983,0.0
test,test_024,M1+M2,target_on,J1_D3_delay_only,14.0629849297057,14.0629849297057,16.9897854994248,2.926800569719102,0.0,2.926800569719102,0.0
test,test_024,M1+M2,target_on,J2_P1_phase_only,14.0629849297057,14.0629849297057,16.9897854994248,2.926800569719102,0.0,2.926800569719102,0.0
test,test_024,M1+M2,target_on,J3_D3_P1_joint,14.0629849297057,14.0629849297057,16.9897854994248,2.926800569719102,0.0,2.926800569719102,0.0
test,test_024,M1+M2,target_on,J4_D3_P2_joint,14.0629849297057,14.0629849297057,16.9897854994248,2.926800569719102,0.0,2.926800569719102,0.0
test,test_025,M1+M3,target_off,J1_D3_delay_only,8.91413564673188,8.91413564673188,8.91852968691194,0.004394040180059733,0.0,0.004394040180059733,0.0
test,test_025,M1+M3,target_off,J2_P1_phase_only,8.91413564673188,8.91413564673188,8.91852968691194,0.004394040180059733,0.0,0.004394040180059733,0.0
test,test_025,M1+M3,target_off,J3_D3_P1_joint,8.91413564673188,8.91413564673188,8.91852968691194,0.004394040180059733,0.0,0.004394040180059733,0.0
test,test_025,M1+M3,target_off,J4_D3_P2_joint,8.91413564673188,8.91413564673188,8.91852968691194,0.004394040180059733,0.0,0.004394040180059733,0.0
test,test_025,M1+M3,target_on,J1_D3_delay_only,8.91493796604546,8.91493796604546,8.91924167124678,0.00430370520131973,0.0,0.00430370520131973,0.0
test,test_025,M1+M3,target_on,J2_P1_phase_only,8.91493796604546,8.91493796604546,8.91924167124678,0.00430370520131973,0.0,0.00430370520131973,0.0
test,test_025,M1+M3,target_on,J3_D3_P1_joint,8.91493796604546,8.91493796604546,8.91924167124678,0.00430370520131973,0.0,0.00430370520131973,0.0
test,test_025,M1+M3,target_on,J4_D3_P2_joint,8.91493796604546,8.91493796604546,8.91924167124678,0.00430370520131973,0.0,0.00430370520131973,0.0
test,test_026,M2+M3,target_off,J1_D3_delay_only,7.69907286382024,7.69907286382024,8.21972910763377,0.5206562438135292,0.0,0.5206562438135292,0.0
test,test_026,M2+M3,target_off,J2_P1_phase_only,7.69907286382024,7.71471842155607,8.21972910763377,0.5206562438135292,0.015645557735829208,0.5050106860776999,0.030049688103678248
test,test_026,M2+M3,target_off,J3_D3_P1_joint,7.69907286382024,7.71471842155607,8.21972910763377,0.5206562438135292,0.015645557735829208,0.5050106860776999,0.030049688103678248
test,test_026,M2+M3,target_off,J4_D3_P2_joint,7.69907286382024,7.71472473772917,8.21972910763377,0.5206562438135292,0.015651873908929304,0.5050043699045998,0.030061819280774737
test,test_026,M2+M3,target_on,J1_D3_delay_only,7.70004128272777,7.70004128272777,8.22023411850402,0.5201928357762506,0.0,0.5201928357762506,0.0
test,test_026,M2+M3,target_on,J2_P1_phase_only,7.70004128272777,7.71550040883554,8.22023411850402,0.5201928357762506,0.015459126107770338,0.5047337096684803,0.02971806807893013
test,test_026,M2+M3,target_on,J3_D3_P1_joint,7.70004128272777,7.71550040883554,8.22023411850402,0.5201928357762506,0.015459126107770338,0.5047337096684803,0.02971806807893013
test,test_026,M2+M3,target_on,J4_D3_P2_joint,7.70004128272777,7.71550648919592,8.22023411850402,0.5201928357762506,0.015465206468149972,0.5047276293081007,0.02972975674505826
test,test_027,M1+M2+M3,target_off,J1_D3_delay_only,9.72611190617606,9.72611190617606,10.4702862265354,0.7441743203593401,0.0,0.7441743203593401,0.0
test,test_027,M1+M2+M3,target_off,J2_P1_phase_only,9.72611190617606,9.72611190617606,10.4702862265354,0.7441743203593401,0.0,0.7441743203593401,0.0
test,test_027,M1+M2+M3,target_off,J3_D3_P1_joint,9.72611190617606,9.72611190617606,10.4702862265354,0.7441743203593401,0.0,0.7441743203593401,0.0
test,test_027,M1+M2+M3,target_off,J4_D3_P2_joint,9.72611190617606,9.72611190617606,10.4702862265354,0.7441743203593401,0.0,0.7441743203593401,0.0
test,test_027,M1+M2+M3,target_on,J1_D3_delay_only,9.72610979009404,9.72610979009404,10.4702709415115,0.74416115141746,0.0,0.74416115141746,0.0
test,test_027,M1+M2+M3,target_on,J2_P1_phase_only,9.72610979009404,9.72610979009404,10.4702709415115,0.74416115141746,0.0,0.74416115141746,0.0
test,test_027,M1+M2+M3,target_on,J3_D3_P1_joint,9.72610979009404,9.72610979009404,10.4702709415115,0.74416115141746,0.0,0.74416115141746,0.0
test,test_027,M1+M2+M3,target_on,J4_D3_P2_joint,9.72610979009404,9.72610979009404,10.4702709415115,0.74416115141746,0.0,0.74416115141746,0.0
test,test_028,M1,target_off,J1_D3_delay_only,22.9499225265937,22.9499225265937,23.255579295725,0.3056567691312999,0.0,0.3056567691312999,0.0
test,test_028,M1,target_off,J2_P1_phase_only,22.9499225265937,22.9499225265937,23.255579295725,0.3056567691312999,0.0,0.3056567691312999,0.0
test,test_028,M1,target_off,J3_D3_P1_joint,22.9499225265937,22.9499225265937,23.255579295725,0.3056567691312999,0.0,0.3056567691312999,0.0
test,test_028,M1,target_off,J4_D3_P2_joint,22.9499225265937,22.9499225265937,23.255579295725,0.3056567691312999,0.0,0.3056567691312999,0.0
test,test_028,M1,target_on,J1_D3_delay_only,22.9466705432789,22.9466705432789,23.2515436513999,0.30487310812100077,0.0,0.30487310812100077,0.0
test,test_028,M1,target_on,J2_P1_phase_only,22.9466705432789,22.9466705432789,23.2515436513999,0.30487310812100077,0.0,0.30487310812100077,0.0
test,test_028,M1,target_on,J3_D3_P1_joint,22.9466705432789,22.9466705432789,23.2515436513999,0.30487310812100077,0.0,0.30487310812100077,0.0
test,test_028,M1,target_on,J4_D3_P2_joint,22.9466705432789,22.9466705432789,23.2515436513999,0.30487310812100077,0.0,0.30487310812100077,0.0
test,test_029,M2,target_off,J1_D3_delay_only,23.5644877494188,23.5644877494188,23.7488750209409,0.18438727152210177,0.0,0.18438727152210177,0.0
test,test_029,M2,target_off,J2_P1_phase_only,23.5644877494188,23.569157772417,23.7488750209409,0.18438727152210177,0.004670022998201517,0.17971724852390025,0.025327252579046597
test,test_029,M2,target_off,J3_D3_P1_joint,23.5644877494188,23.569157772417,23.7488750209409,0.18438727152210177,0.004670022998201517,0.17971724852390025,0.025327252579046597
test,test_029,M2,target_off,J4_D3_P2_joint,23.5644877494188,23.5692264299855,23.7488750209409,0.18438727152210177,0.004738680566699571,0.1796485909554022,0.025699607828578146
test,test_029,M2,target_on,J1_D3_delay_only,23.5533626180608,23.5533626180608,23.7371315847925,0.1837689667317015,0.0,0.1837689667317015,0.0
test,test_029,M2,target_on,J2_P1_phase_only,23.5533626180608,23.5580186636178,23.7371315847925,0.1837689667317015,0.004656045557002386,0.17911292117469912,0.02533640820759528
test,test_029,M2,target_on,J3_D3_P1_joint,23.5533626180608,23.5580186636178,23.7371315847925,0.1837689667317015,0.004656045557002386,0.17911292117469912,0.02533640820759528
test,test_029,M2,target_on,J4_D3_P2_joint,23.5533626180608,23.5580871273365,23.7371315847925,0.1837689667317015,0.004724509275700228,0.17904445745600128,0.025708961418920658
test,test_031,M1+M2,target_off,J1_D3_delay_only,23.123995747742,23.2809731200446,23.7717384963582,0.6477427486161993,0.1569773723025989,0.4907653763136004,0.24234524066530488
test,test_031,M1+M2,target_off,J2_P1_phase_only,23.123995747742,23.1365596489208,23.7717384963582,0.6477427486161993,0.012563901178801018,0.6351788474373983,0.019396436634206746
test,test_031,M1+M2,target_off,J3_D3_P1_joint,23.123995747742,23.2809731200446,23.7717384963582,0.6477427486161993,0.1569773723025989,0.4907653763136004,0.24234524066530488
test,test_031,M1+M2,target_off,J4_D3_P2_joint,23.123995747742,23.2809731200446,23.7717384963582,0.6477427486161993,0.1569773723025989,0.4907653763136004,0.24234524066530488
test,test_031,M1+M2,target_on,J1_D3_delay_only,23.1239370021219,23.2809222786163,23.7716550917836,0.6477180896617014,0.15698527649439953,0.4907328131673019,0.24236667000668738
test,test_031,M1+M2,target_on,J2_P1_phase_only,23.1239370021219,23.136499215985,23.7716550917836,0.6477180896617014,0.0125622138631023,0.6351558757985991,0.019394570050781594
test,test_031,M1+M2,target_on,J3_D3_P1_joint,23.1239370021219,23.2809222786163,23.7716550917836,0.6477180896617014,0.15698527649439953,0.4907328131673019,0.24236667000668738
test,test_031,M1+M2,target_on,J4_D3_P2_joint,23.1239370021219,23.2809222786163,23.7716550917836,0.6477180896617014,0.15698527649439953,0.4907328131673019,0.24236667000668738
