split,scene_id,family,snr_db,method,off_calibration_role,on_calibration_role,same_correction_primary,off_estimated_delay_ns,on_estimated_delay_ns,on_minus_off_estimated_delay_ns,off_estimated_phase_slope_deg_per_pulse,on_estimated_phase_slope_deg_per_pulse,on_minus_off_estimated_phase_slope_deg_per_pulse,off_estimated_beta2_deg_per_pulse2,on_estimated_beta2_deg_per_pulse2,on_minus_off_estimated_beta2_deg_per_pulse2,off_raw_coherence,on_raw_coherence,on_minus_off_raw_coherence,off_joint_confidence,on_joint_confidence,on_minus_off_joint_confidence,off_joint_rmse_rad,on_joint_rmse_rad,on_minus_off_joint_rmse_rad,off_branch,on_branch,on_minus_off_branch,off_state,on_state,on_minus_off_state,off_delay_state,on_delay_state,on_minus_off_delay_state,off_phase_state,on_phase_state,on_minus_off_phase_state,deployment_check_definition
target_transfer_snr_screen,target_transfer_snr_screen_000,M1,4.0,J5_Selective_Physics_Calibration,target_off,target_on,True,5.71174657800965,5.723460239638334,0.01171366162868459,0.01252394550549952,0.012496882941466041,-2.7062564033479217e-05,nan,nan,nan,0.8415182702181714,0.8415430239821499,2.475376397848006e-05,0.8187661329688217,0.8187950060435893,2.8873074767621354e-05,0.36082410519452573,0.36076698738740476,-5.711780712097658e-05,D1P0,D1P0,same,CALIBRATABLE,CALIBRATABLE,same,ACTIVE,ACTIVE,same,INACTIVE,INACTIVE,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_000,M1,4.0,J6_Joint_Phase_Surface,target_off,target_on,True,4.470276729453631,4.469531230744883,-0.0007454987087482934,-0.0437287208481147,-0.04363989710496875,8.882374314594932e-05,0.00045149624292239413,0.0004508666550427941,-6.295878796000183e-07,0.8415182702181714,0.8415430239821499,2.475376397848006e-05,0.8187661329688217,0.8187950060435893,2.8873074767621354e-05,0.36082410519452573,0.36076698738740476,-5.711780712097658e-05,D1P0,D1P0,same,CALIBRATABLE,CALIBRATABLE,same,ACTIVE,ACTIVE,same,INACTIVE,INACTIVE,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_001,M2,4.0,J5_Selective_Physics_Calibration,target_off,target_on,True,0.13385365405094396,0.1239206386005393,-0.009933015450404661,-0.4835905798500001,-0.48358777060009345,2.8092499066434407e-06,nan,nan,nan,0.8563124554945342,0.8563421165630587,2.966106852453354e-05,0.799689795391839,0.7997428597547387,5.3064362899646333e-05,0.38733572920124576,0.38725119589778123,-8.453330346452903e-05,D0P1,D0P1,same,CALIBRATABLE,CALIBRATABLE,same,INACTIVE,INACTIVE,same,ACTIVE,ACTIVE,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_001,M2,4.0,J6_Joint_Phase_Surface,target_off,target_on,True,-0.16890335929451963,-0.1695629266400324,-0.0006595673455127571,-0.504603423213557,-0.5046162553037591,-1.28320902020862e-05,0.00019703998370775594,0.00019720670690308813,1.6672319533219022e-07,0.8563124554945342,0.8563421165630587,2.966106852453354e-05,0.799689795391839,0.7997428597547387,5.3064362899646333e-05,0.38733572920124576,0.38725119589778123,-8.453330346452903e-05,D0P1,D0P1,same,CALIBRATABLE,CALIBRATABLE,same,INACTIVE,INACTIVE,same,ACTIVE,ACTIVE,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_002,M1+M2,4.0,J5_Selective_Physics_Calibration,target_off,target_on,True,7.968397403236557,7.96087839468023,-0.007519008556327478,-0.6000400600891174,-0.5999501495830039,8.991050611351081e-05,nan,nan,nan,0.7859429925669479,0.7861465837955043,0.000203591228556399,0.7942068900086103,0.7942584514021684,5.156139355810829e-05,0.39714952808324555,0.3970560934406864,-9.343464255917588e-05,D0P0,D0P0,same,DECORRELATED,DECORRELATED,same,DECORRELATED,DECORRELATED,same,DECORRELATED,DECORRELATED,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_002,M1+M2,4.0,J6_Joint_Phase_Surface,target_off,target_on,True,8.089678311804287,8.09069316613715,0.001014854332863635,-0.5777258879010087,-0.5777622736558635,-3.638575485487294e-05,-0.00017200945194849896,-0.00017187984005843484,1.296118900641146e-07,0.7859429925669479,0.7861465837955043,0.000203591228556399,0.7942068900086103,0.7942584514021684,5.156139355810829e-05,0.39714952808324555,0.3970560934406864,-9.343464255917588e-05,D0P0,D0P0,same,DECORRELATED,DECORRELATED,same,DECORRELATED,DECORRELATED,same,DECORRELATED,DECORRELATED,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_003,M1+M3,4.0,J5_Selective_Physics_Calibration,target_off,target_on,True,9.73735167555336,9.733019314774557,-0.004332360778802169,0.008031890534315148,0.007976182914608193,-5.570761970695448e-05,nan,nan,nan,0.7657623744662656,0.7655867683077109,-0.00017560615855471973,0.7952805334571577,0.7953393300578594,5.87966007017382e-05,0.39744894155213384,0.397356075502003,-9.286605013081317e-05,D0P0,D0P0,same,DECORRELATED,DECORRELATED,same,DECORRELATED,DECORRELATED,same,DECORRELATED,DECORRELATED,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_003,M1+M3,4.0,J6_Joint_Phase_Surface,target_off,target_on,True,10.457890648346375,10.45806822795303,0.0001775796066549873,0.04293491874108361,0.04285617736785161,-7.874137323199415e-05,-0.000319630886607708,-0.0003192652950514315,3.65591556276512e-07,0.7657623744662656,0.7655867683077109,-0.00017560615855471973,0.7952805334571577,0.7953393300578594,5.87966007017382e-05,0.39744894155213384,0.397356075502003,-9.286605013081317e-05,D0P0,D0P0,same,DECORRELATED,DECORRELATED,same,DECORRELATED,DECORRELATED,same,DECORRELATED,DECORRELATED,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_004,M2+M3,4.0,J5_Selective_Physics_Calibration,target_off,target_on,True,0.02597316326968442,0.03167375700948749,0.00570059373980307,-0.3547223730794309,-0.354725337212923,-2.9641334921004514e-06,nan,nan,nan,0.8844325718371389,0.8845121353909302,7.956355379135083e-05,0.8320827659633863,0.8321235030230792,4.073705969298569e-05,0.3371031990310524,0.3370439386988578,-5.9260332194610577e-05,D0P1,D0P1,same,CALIBRATABLE,CALIBRATABLE,same,INACTIVE,INACTIVE,same,ACTIVE,ACTIVE,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
target_transfer_snr_screen,target_transfer_snr_screen_004,M2+M3,4.0,J6_Joint_Phase_Surface,target_off,target_on,True,0.010127805600053295,0.010479669622088877,0.00035186402203558204,-0.3815695094516163,-0.38148786337124374,8.164608037253274e-05,0.0002078195856002579,0.00020721336263873955,-6.062229615183621e-07,0.8844325718371389,0.8845121353909302,7.956355379135083e-05,0.8320827659633863,0.8321235030230792,4.073705969298569e-05,0.3371031990310524,0.3370439386988578,-5.9260332194610577e-05,D0P1,D0P1,same,CALIBRATABLE,CALIBRATABLE,same,INACTIVE,INACTIVE,same,ACTIVE,ACTIVE,same,ON-derived estimates are diagnostic only; primary metrics use OFF-derived frozen correction
