case_id,factor,factor_level,seed,scenario_label,method,comparison_protocol,method_family,target_id,target_snr_config_dB,target_fd_truth_hz,fa_ctr_hz,target_clutter_center_offset_hz,target_motion_ve_mps,target_motion_vn_mps,target_velocity_mode,target_radial_speed_config_mps,target_azimuth_offset_deg,channel_valid_fraction,target_row_truth,target_range_bin_truth,runtime_ms,status,training_source,steering_source,p38_fit_source,p38_rmse_rad,p38_inlier_ratio,p38_sample_count,p38_k_rad_per_hz,p38_b_rad,covariance_condition_number,estimated_clutter_rank,loading_coefficient,shrinkage_coefficient,steering_projection_error_mean,steering_projection_error_p95,robust_lsq_condition_number,robust_lsq_confidence,robust_lsq_iterations,residual_suppression_dB,input_SCNR_dB,output_SCNR_dB,SCNR_improvement_dB,target_loss_dB,background_residual_p95_dB_over_input_median,background_residual_p99_dB_over_input_median,background_residual_cvar95_dB_over_input_median,high_tail_fraction_15dB,target_signal_power_before,target_signal_power_after,background_power_before_roi,background_power_after_roi,target_detected,detection_threshold_scale,target_cfar_candidate_cells,target_peak_power,false_alarm_count,background_Pfa,cfar_test_cells,cfar_alpha,academic_reference_status,training_mode,training_sample_count,training_valid_fraction,training_channel_valid_fraction,covariance_condition_number_p95,weight_build_runtime_ms,cut_guard_bins,range_block_size
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Current legacy CSI [production replay],production_replay,F1/F2 strict,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,248.10703499997544,ok,target-observation P38,not applicable to two-channel CSI,observed,0.004656895401644581,1.0,34.0,0.0008699886539586829,-0.005523424690804081,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.30298606817054,3.358136325695268,20.587663939432773,17.229527613737503,-6.886397736483524,6.863428682251451,10.642845682588305,9.641079444981882,0.000462102000563539,16024256.355644142,3281996.476947429,7395443.978988334,28666.30495198299,1.0,1.0,875.0,59381079.25160034,865.0,0.001640494613867395,527280.0,13.44971616743564,,,,,,,,,
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Phase-only CSI [production replay],production_replay,F1/F2 strict,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,249.54345299966008,ok,target-observation P38,not applicable to two-channel CSI,observed,0.004656895401644581,1.0,34.0,0.0008699886539586829,-0.005523424690804081,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.601954804219606,3.358136325695268,18.681664322291955,15.323527996596686,-6.687674534539574,8.460498772701719,12.467796736920121,11.31416017458575,0.0017131586362355592,16024256.355644142,3435661.9944268386,7395443.978988334,46541.888188835204,1.0,1.0,54.0,59596243.13564556,37.0,7.017144591109088e-05,527280.0,13.44971616743564,,,,,,,,,
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Current legacy CSI [scientific controlled],scientific_controlled,F1/F2 strict,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,246.35974300008456,ok,paired C+N background,not applicable to two-channel CSI,observed,0.004273788044295831,1.0,34.0,0.0008672131460935199,-0.005299047256492975,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.302724015521196,3.358136325695268,20.58638835044703,17.22825202475176,-6.867481414268111,6.864322340008822,10.642440130604722,9.64233199970128,0.00046585892739738896,16024256.355644142,3296322.8633892564,7395443.978988334,28799.89521953796,1.0,1.0,877.0,59659788.35793117,867.0,0.0016442876649977241,527280.0,13.44971616743564,,,,,,,,,
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Phase-only CSI [scientific controlled],scientific_controlled,F1/F2 strict,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,247.1054650000042,ok,paired C+N background,not applicable to two-channel CSI,observed,0.004273788044295831,1.0,34.0,0.0008672131460935199,-0.005299047256492975,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.601685602774495,3.358136325695268,18.687037304752863,15.328900979057595,-6.668992618685332,8.460832077719889,12.467492903337835,11.31517960294596,0.0017206724899032591,16024256.355644142,3450472.91188784,7395443.978988334,46684.73434397592,1.0,1.0,53.0,59875942.56872419,36.0,6.827492034592626e-05,527280.0,13.44971616743564,,,,,,,,,
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Row complex LS / Wiener [scientific controlled],scientific_controlled,F1/F2 strict,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,223.6438919999273,ok,paired C+N background,not applicable to two-channel CSI,observed,0.004273788044295831,1.0,34.0,0.0008672131460935199,-0.005299047256492975,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.783566235032737,3.358136325695268,18.698107908601806,15.339971582906538,-6.705968251914939,8.29026595077215,12.153291110985244,11.073547183142553,0.0013975767821921667,16024256.355644142,3421220.4473637766,7395443.978988334,46171.10495735888,1.0,1.0,89.0,59264063.16604456,71.0,0.00013465331512668791,527280.0,13.44971616743564,,,,,,,,,
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,F1/F2 strict,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,343.61314199986737,ok,paired C+N background,not applicable to two-channel CSI,observed,0.004273788044295831,1.0,34.0,0.0008672131460935199,-0.005299047256492975,nan,nan,nan,nan,nan,nan,75970.60127745666,0.9162441402626531,5.0,18.7821539607395,3.358136325695268,18.687740226965367,15.329603901270099,-6.679581768720205,8.2908185021326,12.170988424337146,11.08744489789313,0.0014332675871137409,16024256.355644142,3442070.072493602,7395443.978988334,46563.50723523801,1.0,1.0,90.0,59650492.250505246,72.0,0.00013654984069185253,527280.0,13.44971616743564,,,,,,,,,
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,DL-SMI/MVDR global,scientific_controlled,4-channel physical academic reference,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,2557.6937109999562,ok,paired C+N background only,configured beam-center spatial hypothesis; Doppler row used only for temporal/JDL frequency,,,,,,,15618.811943350094,1.0,5657.029523284058,0.0,7.39341330500426e-17,2.2473876566261383e-16,,,,-0.8041694619643037,3.3562732182066184,2.482130436791827,-0.8741427814147915,-0.011136730097345436,24.78020280023834,36.18803188870818,34.94977239422574,0.15125950972104818,16178429.298850333,16136995.665268635,7469801.0245493045,9111914.556550484,1.0,1.0,2355.0,335222578.34619606,2355.0,0.004466317705962676,527280.0,13.44971616743564,corrected research baseline,global,4086.0,1.0,1.0,77629.04801003773,2335.254583999813,4,256
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,DL-SMI/MVDR local,scientific_controlled,4-channel physical academic reference,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,1845.573105999847,ok,paired C+N background only,configured beam-center spatial hypothesis; Doppler row used only for temporal/JDL frequency,,,,,,,690394.3236903441,1.0,5666.200021731943,0.0,7.301019736884425e-17,2.2487774866616093e-16,,,,0.12159627160359762,3.3562732182066184,3.3006047007257733,-0.055668517480845114,-0.01227128193936171,23.544440551349105,35.01359545045128,34.04475152273295,0.134293228139382,16178429.298850333,16132780.583636008,7469801.0245493045,7544817.811025899,1.0,1.0,2481.0,329871796.2172366,2479.0,0.004701486876043089,527280.0,13.44971616743564,corrected research baseline,local,487.875,1.0,1.0,3798622.8932616063,1627.1824760001437,4,256
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Shrinkage-SMI/MVDR global,scientific_controlled,4-channel physical academic reference,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,3927.843993999886,ok,paired C+N background only,configured beam-center spatial hypothesis; Doppler row used only for temporal/JDL frequency,,,,,,,1251.6047913529153,1.0,5657.029523284058,0.0022713319779618705,7.281531961378843e-17,2.2591401799415137e-16,,,,-0.627035962564414,3.3562732182066184,2.663032983666853,-0.6932402345397652,-0.011140003691211618,24.566286296673233,35.98241720792106,34.773763059474575,0.14860148398609938,16178429.298850333,16136983.501644108,7469801.0245493045,8740153.430857824,1.0,1.0,2371.0,333966366.93109465,2371.0,0.00449666211500531,527280.0,13.44971616743564,corrected research baseline,global,4086.0,1.0,1.0,1515.1438443910051,3710.125344000062,4,256
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Shrinkage-SMI/MVDR local,scientific_controlled,4-channel physical academic reference,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,2138.3459899998343,ok,paired C+N background only,configured beam-center spatial hypothesis; Doppler row used only for temporal/JDL frequency,,,,,,,275.4369767233705,1.0,5666.200021731943,0.01722154211252134,7.48028839946907e-17,2.2502380924273027e-16,,,,-0.06644882323085138,3.3562732182066184,3.1924981667167374,-0.16377505148988103,-0.01177111264221712,23.82221198679517,35.25854760887027,34.227025171695146,0.13804827650981497,16178429.298850333,16134638.6745243,7469801.0245493045,7735874.71184642,1.0,1.0,2457.0,330364632.7273252,2456.0,0.004657866788044303,527280.0,13.44971616743564,corrected research baseline,local,487.875,1.0,1.0,424.21266747910124,1953.2994979999785,4,256
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,Corrected JDL physical,scientific_controlled,4-channel physical academic reference,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,3944.828843999858,ok,paired C+N background only,configured beam-center spatial hypothesis; Doppler row used only for temporal/JDL frequency,,,,,,,2353105.4026760035,4.115865384615384,5657.029523284059,0.0,8.015105939201949e-17,2.2887833992611187e-16,,,,-2.339217431348152,3.3562732182066184,2.4355569089886306,-0.9207163092179877,1.3569119266336451,26.046208231031507,37.925352936979074,36.56323165969478,0.15511787357941204,16178429.298850333,22111975.67905121,7469801.0245493045,12620363.302164348,1.0,1.0,2317.0,465137607.52790356,2318.0,0.004396146260051585,527280.0,13.44971616743564,corrected research baseline,global,4086.0,1.0,1.0,11858412.32723058,3619.8449729999993,4,256
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,MNEC physical,scientific_controlled,4-channel physical academic reference,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,2387.858006999977,ok,paired C+N background only,configured beam-center spatial hypothesis; Doppler row used only for temporal/JDL frequency,,,,,,,15618.811943350094,1.0,5657.029523284058,0.0,7.088399624163773e-17,2.237726045655905e-16,,,,-0.2165923548469656,3.3562732182066184,3.113906551441001,-0.24236666676561747,-0.011592935703564997,24.098313954886947,35.49187598188902,34.36300291682906,0.14327604019911713,16178429.298850333,16135300.63999201,7469801.0245493045,7877463.628358518,1.0,1.0,2416.0,330710244.1368442,2418.0,0.004585798816568047,527280.0,13.44971616743564,corrected research baseline,global,4086.0,1.0,1.0,77629.04801003773,2195.1008920000277,4,256
baseline_v2_texturesigma0p2_s20261001,texture_sigma,0.2,20261001,Baseline V2 controlled single-target case,SA-MNEC physical [approximate academic reference],scientific_controlled,4-channel physical academic reference,B2_TARGET_texture_sigma_0.2_20261001,10.0,-53.2468982695,-1.2308049039074471,-52.01609336559255,-0.5,0.5,enu,nan,0.0,1.0,60,2200,7098.172799000167,ok,paired C+N background only,configured beam-center spatial hypothesis; Doppler row used only for temporal/JDL frequency,,,,,,,6295.818766244945,1.0,2.3673010622211154e-06,0.0,7.29378571278342e-17,2.2379544264109023e-16,,,,-0.21613444979419916,3.3562732182066184,3.207756584374089,-0.14851663383252944,0.008346276328099474,24.09459592388236,35.49746266461072,34.361939546444276,0.14330046022353715,28.474005294042332,28.528779285535297,13.146835826242675,13.630366409866559,1.0,1.0,2407.0,583.7064699997632,2406.0,0.004563040509786072,527280.0,13.44971616743564,approximate academic reference,global,16344.0,1.0,1.0,25493.941976615642,6877.531153999826,4,256
baseline_v2_texturesigma0p2_s20261002,texture_sigma,0.2,20261002,Baseline V2 controlled single-target case,Current legacy CSI [production replay],production_replay,F1/F2 strict,B2_TARGET_texture_sigma_0.2_20261002,10.0,-53.2468982695,-0.21798144262526736,-53.028916826874735,-0.5,0.5,enu,nan,0.0,1.0,60,2200,435.3906390001612,ok,target-observation P38,not applicable to two-channel CSI,observed,0.004740830889318947,1.0,34.0,0.0008775229830356526,-0.007880635605873565,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.254859280597838,4.052899321368652,21.403323097601195,17.350423776232542,-7.04608441333073,6.847610453986386,10.797698178154583,9.809538315740461,0.0007513853667699821,16498405.56542803,3257118.309851948,6488615.551902649,23577.68841956105,1.0,1.0,935.0,59644727.01467347,940.0,0.0017827340312547412,527280.0,13.44971616743564,,,,,,,,,
baseline_v2_texturesigma0p2_s20261002,texture_sigma,0.2,20261002,Baseline V2 controlled single-target case,Phase-only CSI [production replay],production_replay,F1/F2 strict,B2_TARGET_texture_sigma_0.2_20261002,10.0,-53.2468982695,-0.21798144262526736,-53.028916826874735,-0.5,0.5,enu,nan,0.0,1.0,60,2200,232.13843299981818,ok,target-observation P38,not applicable to two-channel CSI,observed,0.004740830889318947,1.0,34.0,0.0008775229830356526,-0.007880635605873565,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.522772369652888,4.052899321368652,17.00894464795169,12.956045326583038,-6.696204731137944,8.452758359311497,12.587337178218771,11.575917905073938,0.002947309101155255,16498405.56542803,3530380.3904843037,6488615.551902649,70295.4211765945,1.0,1.0,173.0,60178185.51431606,156.0,0.0002958579881656805,527280.0,13.44971616743564,,,,,,,,,
