feature,outcome,n,pearson,spearman
valid_pulse_fraction,current_SCNR_improvement_dB,470,0.11160516479615443,0.24346472636115868
valid_pulse_fraction,row_ls_SCNR_improvement_dB,470,0.1105436118189498,0.24566467861033925
valid_pulse_fraction,best_adaptive_SCNR_improvement_dB,470,0.0889200182282231,-0.2775056002339782
valid_pulse_fraction,current_failure,470,-0.43920988904321107,-0.30192231202314174
valid_pulse_fraction,row_ls_failure,470,0.057784856850181684,0.06421446963419933
valid_pulse_fraction,jdl_failure,470,nan,nan
valid_pulse_fraction,adaptive_failure,470,nan,nan
texture_sigma_config,current_SCNR_improvement_dB,470,0.11547220024253109,0.08818196601877545
texture_sigma_config,row_ls_SCNR_improvement_dB,470,0.13166852851314936,0.1032508244910742
texture_sigma_config,best_adaptive_SCNR_improvement_dB,470,-0.08188000189699916,0.025316119901679555
texture_sigma_config,current_failure,470,-0.05853200674726059,-0.041168698960564416
texture_sigma_config,row_ls_failure,470,-0.04565246382652673,-0.03210982579493219
texture_sigma_config,jdl_failure,470,nan,nan
texture_sigma_config,adaptive_failure,470,nan,nan
azimuth_subcell_count_config,current_SCNR_improvement_dB,470,0.05706857436442847,0.00033921653504540597
azimuth_subcell_count_config,row_ls_SCNR_improvement_dB,470,0.05539924635798943,0.004132708490341918
azimuth_subcell_count_config,best_adaptive_SCNR_improvement_dB,470,-0.04266228607052405,0.039783497790581636
azimuth_subcell_count_config,current_failure,470,-0.028780185754100185,0.0
azimuth_subcell_count_config,row_ls_failure,470,-0.022447314932035337,0.0
azimuth_subcell_count_config,jdl_failure,470,nan,nan
azimuth_subcell_count_config,adaptive_failure,470,nan,nan
texture_nonuniformity_cv,current_SCNR_improvement_dB,470,0.07563052689056095,0.18744500374379075
texture_nonuniformity_cv,row_ls_SCNR_improvement_dB,470,0.09788261790248988,0.27066399686042136
texture_nonuniformity_cv,best_adaptive_SCNR_improvement_dB,470,-0.04008043478705946,0.1080002891926095
texture_nonuniformity_cv,current_failure,470,-0.03392327141670774,-0.01916741241079325
texture_nonuniformity_cv,row_ls_failure,470,-0.024845830036518354,-0.008726376048117053
texture_nonuniformity_cv,jdl_failure,470,nan,nan
texture_nonuniformity_cv,adaptive_failure,470,nan,nan
p38_slope_rad_per_hz,current_SCNR_improvement_dB,470,-0.039625232951517694,-0.11801741366506592
p38_slope_rad_per_hz,row_ls_SCNR_improvement_dB,470,-0.047118012663357293,-0.18852859809545947
p38_slope_rad_per_hz,best_adaptive_SCNR_improvement_dB,470,-0.033195782267328985,0.010730773968625163
p38_slope_rad_per_hz,current_failure,470,0.1494813859705193,0.07294453195697478
p38_slope_rad_per_hz,row_ls_failure,470,-0.02279044823286579,-0.011660519396075025
p38_slope_rad_per_hz,jdl_failure,470,nan,nan
p38_slope_rad_per_hz,adaptive_failure,470,nan,nan
p38_rmse_rad,current_SCNR_improvement_dB,470,-0.05340393010611079,-0.08129493971448142
p38_rmse_rad,row_ls_SCNR_improvement_dB,470,-0.0627317140152332,-0.15482501811220029
p38_rmse_rad,best_adaptive_SCNR_improvement_dB,470,-0.09418404835563916,0.1539721008715825
p38_rmse_rad,current_failure,470,0.2700682902614271,0.1250833647904401
p38_rmse_rad,row_ls_failure,470,-0.06138999896367817,-0.04586470962456176
p38_rmse_rad,jdl_failure,470,nan,nan
p38_rmse_rad,adaptive_failure,470,nan,nan
p38_inlier_ratio,current_SCNR_improvement_dB,470,nan,nan
p38_inlier_ratio,row_ls_SCNR_improvement_dB,470,nan,nan
p38_inlier_ratio,best_adaptive_SCNR_improvement_dB,470,nan,nan
p38_inlier_ratio,current_failure,470,nan,nan
p38_inlier_ratio,row_ls_failure,470,nan,nan
p38_inlier_ratio,jdl_failure,470,nan,nan
p38_inlier_ratio,adaptive_failure,470,nan,nan
p38_accepted_sample_count,current_SCNR_improvement_dB,470,-0.0018410856270611325,-0.013083257155612002
p38_accepted_sample_count,row_ls_SCNR_improvement_dB,470,-0.0021390251104039244,-0.020805224587486928
p38_accepted_sample_count,best_adaptive_SCNR_improvement_dB,470,0.0009040734741042132,-0.037405947688156124
p38_accepted_sample_count,current_failure,470,0.0008697317812225088,0.0040264455874852
p38_accepted_sample_count,row_ls_failure,470,0.0006783536203104712,0.0031404554832002076
p38_accepted_sample_count,jdl_failure,470,nan,nan
p38_accepted_sample_count,adaptive_failure,470,nan,nan
coherence_mean,current_SCNR_improvement_dB,470,0.0825539652773367,0.05736719769610424
coherence_mean,row_ls_SCNR_improvement_dB,470,0.08083827957271172,0.06743214391659275
coherence_mean,best_adaptive_SCNR_improvement_dB,470,0.11684442078709885,-0.2080524352917091
coherence_mean,current_failure,470,-0.27304680603938986,-0.10490059079038902
coherence_mean,row_ls_failure,470,0.07340924621141137,0.07120690511203148
coherence_mean,jdl_failure,470,nan,nan
coherence_mean,adaptive_failure,470,nan,nan
coherence_p10,current_SCNR_improvement_dB,470,0.04104307490055965,0.10338879039753507
coherence_p10,row_ls_SCNR_improvement_dB,470,0.041376702980524,0.1450507994774157
coherence_p10,best_adaptive_SCNR_improvement_dB,470,0.12903375579608906,-0.21410713359671832
coherence_p10,current_failure,470,-0.21362346546053454,-0.10982169926571012
coherence_p10,row_ls_failure,470,0.0799863263810383,0.060634700859590135
coherence_p10,jdl_failure,470,nan,nan
coherence_p10,adaptive_failure,470,nan,nan
F1_F2_energy_ratio_dB,current_SCNR_improvement_dB,470,-0.1535790187546062,-0.016045594935987527
F1_F2_energy_ratio_dB,row_ls_SCNR_improvement_dB,470,-0.15578027171549716,-0.016684651992289155
F1_F2_energy_ratio_dB,best_adaptive_SCNR_improvement_dB,470,-0.02138359790252859,0.3412396068044123
F1_F2_energy_ratio_dB,current_failure,470,0.4359713745326292,0.15367562795717912
F1_F2_energy_ratio_dB,row_ls_failure,470,-0.02157582845607905,-0.02176630287267338
F1_F2_energy_ratio_dB,jdl_failure,470,nan,nan
F1_F2_energy_ratio_dB,adaptive_failure,470,nan,nan
phase_variance_rad2,current_SCNR_improvement_dB,470,-0.016569808922124778,0.030717593116842017
phase_variance_rad2,row_ls_SCNR_improvement_dB,470,-0.023445525375959755,-0.05635760321358319
phase_variance_rad2,best_adaptive_SCNR_improvement_dB,470,-0.05828987121818721,0.14056127893682113
phase_variance_rad2,current_failure,470,0.14856510604472284,0.07387891964216234
phase_variance_rad2,row_ls_failure,470,-0.037579718971615064,-0.032183033533167066
phase_variance_rad2,jdl_failure,470,nan,nan
phase_variance_rad2,adaptive_failure,470,nan,nan
distance_to_clutter_ridge_hz,current_SCNR_improvement_dB,470,-0.6860107535877719,-0.14150294760373802
distance_to_clutter_ridge_hz,row_ls_SCNR_improvement_dB,470,-0.6711389538989568,-0.24759484892119762
distance_to_clutter_ridge_hz,best_adaptive_SCNR_improvement_dB,470,0.8996140016471165,0.5390323364184817
distance_to_clutter_ridge_hz,current_failure,470,-0.1898933796533275,-0.31534894085372206
distance_to_clutter_ridge_hz,row_ls_failure,470,-0.18574780303344088,-0.3499807546903045
distance_to_clutter_ridge_hz,jdl_failure,470,nan,nan
distance_to_clutter_ridge_hz,adaptive_failure,470,nan,nan
distance_to_support_edge_rows,current_SCNR_improvement_dB,470,0.6932386383920264,0.4156493161272435
distance_to_support_edge_rows,row_ls_SCNR_improvement_dB,470,0.6769330419172394,0.4137616972409459
distance_to_support_edge_rows,best_adaptive_SCNR_improvement_dB,470,-0.8978790274161106,-0.550517227353775
distance_to_support_edge_rows,current_failure,470,0.18096638798931966,0.41284258906241755
distance_to_support_edge_rows,row_ls_failure,470,0.17415034878478766,0.47121889191169775
distance_to_support_edge_rows,jdl_failure,470,nan,nan
distance_to_support_edge_rows,adaptive_failure,470,nan,nan
dl_global_covariance_condition_number,current_SCNR_improvement_dB,470,0.04873607085792905,0.25078559435358205
dl_global_covariance_condition_number,row_ls_SCNR_improvement_dB,470,0.05151575311432193,0.23224657806688065
dl_global_covariance_condition_number,best_adaptive_SCNR_improvement_dB,470,0.11453715641804042,-0.10815899189479784
dl_global_covariance_condition_number,current_failure,470,-0.2010919178976041,-0.14470550617937866
dl_global_covariance_condition_number,row_ls_failure,470,0.06818494261692452,0.02316556520020238
dl_global_covariance_condition_number,jdl_failure,470,nan,nan
dl_global_covariance_condition_number,adaptive_failure,470,nan,nan
dl_global_estimated_clutter_rank,current_SCNR_improvement_dB,470,0.05540142484950572,0.16649105894302488
dl_global_estimated_clutter_rank,row_ls_SCNR_improvement_dB,470,0.05710790147887811,0.16291111057433333
dl_global_estimated_clutter_rank,best_adaptive_SCNR_improvement_dB,470,0.053735707625300826,-0.17295365729874299
dl_global_estimated_clutter_rank,current_failure,470,-0.45626373684006105,-0.42154017764907464
dl_global_estimated_clutter_rank,row_ls_failure,470,0.03487815897098001,0.04325909125934472
dl_global_estimated_clutter_rank,jdl_failure,470,nan,nan
dl_global_estimated_clutter_rank,adaptive_failure,470,nan,nan
current_residual_p95_dB_over_input_median,current_SCNR_improvement_dB,470,-0.0060925725258260885,-0.09085614195223025
current_residual_p95_dB_over_input_median,row_ls_SCNR_improvement_dB,470,0.006752476454387903,-0.021097305704192236
current_residual_p95_dB_over_input_median,best_adaptive_SCNR_improvement_dB,470,-0.14423547297331538,0.03513819641249355
current_residual_p95_dB_over_input_median,current_failure,470,0.1456323348882321,0.08267114728997463
current_residual_p95_dB_over_input_median,row_ls_failure,470,-0.08688026496098265,-0.0820989777809858
current_residual_p95_dB_over_input_median,jdl_failure,470,nan,nan
current_residual_p95_dB_over_input_median,adaptive_failure,470,nan,nan
current_residual_p99_dB_over_input_median,current_SCNR_improvement_dB,470,0.011052343484171688,-0.03794295883220209
current_residual_p99_dB_over_input_median,row_ls_SCNR_improvement_dB,470,0.019660421126135065,-0.022537965318271243
current_residual_p99_dB_over_input_median,best_adaptive_SCNR_improvement_dB,470,-0.14399477257535778,0.05215256039864554
current_residual_p99_dB_over_input_median,current_failure,470,0.1351549101488754,0.07868114288007934
current_residual_p99_dB_over_input_median,row_ls_failure,470,-0.08645638580988735,-0.08644957966812236
current_residual_p99_dB_over_input_median,jdl_failure,470,nan,nan
current_residual_p99_dB_over_input_median,adaptive_failure,470,nan,nan
