split,scene_id,family,snr_db,method,target_id,target_row,target_col,on_hit,off_hit,paired_causal_hit,on_cfar_margin_db,off_cfar_margin_db,delta_cfar_margin_db,on_roi_cells,off_roi_cells,target_only_roi_cells,L_causal_dB,L_target_only_dB,peak_transfer_dB,integrated_roi_energy_candidate,integrated_roi_energy_current,range_centroid_shift_cells,doppler_centroid_shift_cells,peak_bin_shift_cells,roi_spreading_delta_cells,delta_definition,target_only_definition,delta_cell_count,delta_sum_real,delta_sum_imag,delta_energy,delta_peak_abs,delta_peak_real,delta_peak_imag,delta_peak_row,delta_peak_col,delta_centroid_row,delta_centroid_col,delta_spread_rms_cells,target_only_cell_count,target_only_sum_real,target_only_sum_imag,target_only_energy,target_only_peak_abs,target_only_peak_real,target_only_peak_imag,target_only_peak_row,target_only_peak_col,target_only_centroid_row,target_only_centroid_col,target_only_spread_rms_cells
target_transfer,target_transfer_000,M1,10.0,J0_Current,MISMATCH_B01_S000_R00,66,350,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,756192.1751962857,756192.1751962857,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,239.8853361606598,629.1635456681252,756192.1751962857,819.0243035094317,80.1687364578247,815.0912730693817,67,350,66.95054782937292,350.02874110063084,0.5985021051075405,25,-41.30429148674011,-95.7920789718628,99081.06682372182,200.45776273453941,-53.92822265625,-193.0675048828125,64,350,64.99415930965941,349.83651580112604,1.6205194698118919
target_transfer,target_transfer_000,M1,10.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,66,350,False,False,False,nan,nan,nan,25,25,25,3.23851206800333,-3.2518302867458155,3.085884404099555,1593981.9012651737,756192.1751962857,-0.06195713721490392,0.038229263475656694,"(0, 0)",-0.048928977277506336,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,295.5976052284241,1272.3097035884857,1593981.9012651737,1168.3985498914974,74.16445922851562,1166.0423681735992,67,350,66.98877709284858,349.96678396341593,0.5495731278300342,25,94.8997392654419,-119.90129327774048,46860.57846492572,91.30597900420078,67.82371520996094,-61.128761291503906,67,349,66.11750919108185,349.7740518241017,1.598625908194739
target_transfer,target_transfer_000,M1,10.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,66,350,False,False,False,nan,nan,nan,25,25,25,3.1869621426952754,24.685582131816716,3.062296185775673,1575173.4875861537,756192.1751962857,-0.06586220894655526,0.035237474883771824,"(0, 0)",-0.04960586115384891,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,281.7315366268158,1225.0074287056923,1575173.4875861537,1165.2298415353512,75.06120204925537,1162.8097004890442,67,350,66.9857853042567,349.9628788916843,0.5488962439536916,25,-1468.1346244812012,5436.286681175232,29143981.81506106,5067.132617243974,-1531.003173828125,4830.306640625,64,350,64.0029891888649,349.97681950426386,0.4769110464559939
target_transfer,target_transfer_001,M2,10.0,J0_Current,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,35062442.8494765,35062442.8494765,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-990.0298793315887,5790.055761277676,35062442.8494765,5565.358157897902,-982.464991569519,5477.953446865082,105,487,104.99934497320002,486.9694298361674,0.5150024399478143,25,-3726.7070875167847,4562.319005012512,35275279.22029476,5588.461668472406,-3640.0673828125,4240.37890625,105,487,104.99958630273504,486.99807805989286,0.5131811303300278
target_transfer,target_transfer_001,M2,10.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.0036608368408554354,0.0035190092567291232,0.004063374159063964,35092010.80439888,35062442.8494765,8.022596489354328e-06,-1.1281093321713342e-06,"(0, 0)",-0.00014263007403325645,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-995.5824308395386,5796.009004771709,35092010.80439888,5567.962315202162,-987.4000535011292,5479.712171077728,105,487,104.99934384509069,486.9694378587639,0.514859809873781,25,-3772.8922906965017,4532.915577888489,35303873.72117993,5590.958231760096,-3680.44970703125,4208.69384765625,105,487,104.99958235391857,486.99807763748856,0.5130590678254316
target_transfer,target_transfer_001,M2,10.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,105,487,False,False,False,nan,nan,nan,25,25,25,0.08539735418375657,0.08186058766042598,0.03600493350392984,35758715.18370682,35062442.8494765,0.0004160482038741975,0.0019450987382327867,"(0, 0)",0.01688490828111322,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1116.1842325925827,5831.011713266373,35758715.18370682,5588.475678802282,-1015.6738595962524,5495.404172897339,105,487,105.00129007193826,486.9698458843713,0.5318873482289275,25,-4220.399534225464,4184.8261778354645,35946492.38420471,5608.530928785213,-4009.97412109375,3921.189453125,105,487,105.00116355058034,486.99805176804506,0.5309513360648971
target_transfer,target_transfer_002,M1+M2,10.0,J0_Current,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,27804299.074336838,27804299.074336838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-6650.969831228256,-167.86329516768456,27804299.074336838,4240.268223047049,-4198.164913415909,-596.0586910247803,125,624,124.99307698129388,624.3565101776569,0.5420366161356645,25,-5030.891865968704,-4699.321833610535,30192013.407814577,3872.8975623353713,-2750.709228515625,-2726.3408203125,124,625,123.99933344861539,624.5071955923149,0.5459534376342629
target_transfer,target_transfer_002,M1+M2,10.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,27804299.074336838,27804299.074336838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-6650.969831228256,-167.86329516768456,27804299.074336838,4240.268223047049,-4198.164913415909,-596.0586910247803,125,624,124.99307698129388,624.3565101776569,0.5420366161356645,25,-5030.891865968704,-4699.321833610535,30192013.407814577,3872.8975623353713,-2750.709228515625,-2726.3408203125,124,625,123.99933344861539,624.5071955923149,0.5459534376342629
target_transfer,target_transfer_002,M1+M2,10.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,124,624,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,27804299.074336838,27804299.074336838,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-6650.969831228256,-167.86329516768456,27804299.074336838,4240.268223047049,-4198.164913415909,-596.0586910247803,125,624,124.99307698129388,624.3565101776569,0.5420366161356645,25,-5030.891865968704,-4699.321833610535,30192013.407814577,3872.8975623353713,-2750.709228515625,-2726.3408203125,124,625,123.99933344861539,624.5071955923149,0.5459534376342629
target_transfer,target_transfer_003,M1+M3,10.0,J0_Current,MISMATCH_B01_S000_R00,4,761,False,False,False,nan,nan,nan,25,25,25,0.0,0.0,0.0,41295166.99476032,41295166.99476032,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,4110.835281908512,-4399.755026102066,41295166.99476032,4109.621634562562,2707.4466247558594,-3091.7184143066406,4,761,4.121686367556317,761.4704773888869,0.785236204042894,25,-5673.5808055996895,3035.653645515442,44681924.813745916,4688.964285528727,-4241.7705078125,1998.441650390625,4,762,4.114528039482562,761.6173967594974,0.7707481076364537
