split,scene_id,role,method,status,pfa,hit_cells,false_clusters,selected,valid_cfar_test_cells,configured_pf,cfar_mode
target_transfer,target_transfer_018,target_off,J5_Selective_Physics_Calibration,measured,0.010692107371794872,5551,99,99,519168,1e-06,dynamic
target_transfer,target_transfer_018,target_on,J5_Selective_Physics_Calibration,measured,0.01068632889546351,5548,99,99,519168,1e-06,dynamic
target_transfer,target_transfer_018,target_off,J6_Joint_Phase_Surface,measured,0.010703664324457594,5557,100,100,519168,1e-06,dynamic
target_transfer,target_transfer_018,target_on,J6_Joint_Phase_Surface,measured,0.01068440273668639,5547,99,99,519168,1e-06,dynamic
target_transfer,target_transfer_019,target_off,J0_Current,measured,0.007336738782051282,3809,29,29,519168,1e-06,dynamic
target_transfer,target_transfer_019,target_on,J0_Current,measured,0.007373335798816568,3828,29,29,519168,1e-06,dynamic
target_transfer,target_transfer_019,target_off,J5_Selective_Physics_Calibration,measured,0.007342517258382643,3812,31,31,519168,1e-06,dynamic
target_transfer,target_transfer_019,target_on,J5_Selective_Physics_Calibration,measured,0.007494683801775148,3891,33,33,519168,1e-06,dynamic
target_transfer,target_transfer_019,target_off,J6_Joint_Phase_Surface,measured,0.007242357001972386,3760,63,63,519168,1e-06,dynamic
target_transfer,target_transfer_019,target_on,J6_Joint_Phase_Surface,measured,0.0072982156065088755,3789,65,65,519168,1e-06,dynamic
target_transfer,target_transfer_020,target_off,J0_Current,measured,0.006868682199211045,3566,43,43,519168,1e-06,dynamic
target_transfer,target_transfer_020,target_on,J0_Current,measured,0.006870608357988165,3567,44,44,519168,1e-06,dynamic
target_transfer,target_transfer_020,target_off,J5_Selective_Physics_Calibration,measured,0.006912983851084813,3589,42,42,519168,1e-06,dynamic
target_transfer,target_transfer_020,target_on,J5_Selective_Physics_Calibration,measured,0.006928393121301775,3597,43,43,519168,1e-06,dynamic
target_transfer,target_transfer_020,target_off,J6_Joint_Phase_Surface,measured,0.006820528229783037,3541,44,44,519168,1e-06,dynamic
target_transfer,target_transfer_020,target_on,J6_Joint_Phase_Surface,measured,0.0068224543885601575,3542,45,45,519168,1e-06,dynamic
target_transfer,target_transfer_021,target_off,J0_Current,measured,0.0115954758382643,6020,32,32,519168,1e-06,dynamic
target_transfer,target_transfer_021,target_on,J0_Current,measured,0.011578140409270217,6011,33,33,519168,1e-06,dynamic
target_transfer,target_transfer_021,target_off,J5_Selective_Physics_Calibration,measured,0.0115954758382643,6020,32,32,519168,1e-06,dynamic
target_transfer,target_transfer_021,target_on,J5_Selective_Physics_Calibration,measured,0.011578140409270217,6011,33,33,519168,1e-06,dynamic
target_transfer,target_transfer_021,target_off,J6_Joint_Phase_Surface,measured,0.0115954758382643,6020,32,32,519168,1e-06,dynamic
target_transfer,target_transfer_021,target_on,J6_Joint_Phase_Surface,measured,0.011578140409270217,6011,33,33,519168,1e-06,dynamic
target_transfer,target_transfer_022,target_off,J0_Current,measured,0.004799987672583827,2492,3,3,519168,1e-06,dynamic
target_transfer,target_transfer_022,target_on,J0_Current,measured,0.004836584689349112,2511,4,4,519168,1e-06,dynamic
target_transfer,target_transfer_022,target_off,J5_Selective_Physics_Calibration,measured,0.0047942091962524655,2489,4,4,519168,1e-06,dynamic
target_transfer,target_transfer_022,target_on,J5_Selective_Physics_Calibration,measured,0.004817323101577909,2501,5,5,519168,1e-06,dynamic
target_transfer,target_transfer_022,target_off,J6_Joint_Phase_Surface,measured,0.004811544625246548,2498,11,11,519168,1e-06,dynamic
target_transfer,target_transfer_022,target_on,J6_Joint_Phase_Surface,measured,0.004875107864891519,2531,12,12,519168,1e-06,dynamic
target_transfer,target_transfer_023,target_off,J0_Current,measured,0.011013775887573964,5718,22,22,519168,1e-06,dynamic
target_transfer,target_transfer_023,target_on,J0_Current,measured,0.010994514299802761,5708,24,24,519168,1e-06,dynamic
target_transfer,target_transfer_023,target_off,J5_Selective_Physics_Calibration,measured,0.011013775887573964,5718,22,22,519168,1e-06,dynamic
target_transfer,target_transfer_023,target_on,J5_Selective_Physics_Calibration,measured,0.010994514299802761,5708,24,24,519168,1e-06,dynamic
target_transfer,target_transfer_023,target_off,J6_Joint_Phase_Surface,measured,0.011013775887573964,5718,22,22,519168,1e-06,dynamic
target_transfer,target_transfer_023,target_on,J6_Joint_Phase_Surface,measured,0.010994514299802761,5708,24,24,519168,1e-06,dynamic
