method,requested_pfa,threshold,empirical_pfa,causal_pd,paired_causal_hit,positive_roi_peak_power,negative_roi_peak_power,negative_score_cell_count,target_only_roi_peak_power,target_loss_db_vs_target_only_peak,scnr_db_vs_negative_peak,pfa_calibration_status
Current,0.01,20778.36328125,0.010000228881835938,1.0,True,22547.326171875,532.5345458984375,524288,28589.580078125,-1.0311272908920754,-29.833395086201136,measured_from_negative_control_map
Current,0.001,269523.75,0.0010013580322265625,0.0,False,22547.326171875,532.5345458984375,524288,28589.580078125,-1.0311272908920754,-29.833395086201136,measured_from_negative_control_map
Current,0.0001,1841476.25,0.0001010894775390625,0.0,False,22547.326171875,532.5345458984375,524288,28589.580078125,-1.0311272908920754,-29.833395086201136,measured_from_negative_control_map
