method,estimated_delay_ns,status,gmticore_exit_code,current_cancellation_db,estimated_cancellation_db,headroom_gain_db_vs_current,current_coherence,estimated_coherence,current_phase_rmse_rad,estimated_phase_rmse_rad,manifest
D1_ordinary_LS,8.239193698437536,pass,0,13.3731448061932,22.6279688462152,9.254824040022001,0.97705488590825,0.997271292807686,0.241208050593399,0.0778691728052337,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/estimated_correction_raw/D1_ordinary_LS/stage2/algorithm_result/period_0000/csi_metrics/20260910_165251_503027/csi_roi_manifest.csv
D2_weighted_LS,8.29203666860095,pass,0,13.3731448061932,22.6437557440015,9.2706109378083,0.97705488590825,0.997281135019865,0.241208050593399,0.0777776229663865,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/estimated_correction_raw/D2_weighted_LS/stage2/algorithm_result/period_0000/csi_metrics/20260910_165254_413542/csi_roi_manifest.csv
D3_Huber_weighted_LS,8.309471584682711,pass,0,13.3731448061932,22.6486036812294,9.2754588750362,0.97705488590825,0.9972841491277,0.241208050593399,0.0777508445986122,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m1_seed2026091011/estimated_correction_raw/D3_Huber_weighted_LS/stage2/algorithm_result/period_0000/csi_metrics/20260910_165256_972982/csi_roi_manifest.csv
