packet_index,beam_index,pulse_index,prt_counter,theta_cmd_deg,closure_phase_C12_C23_minus_C13_rad,C13_effective_sample_count,C13_cross_real,C13_cross_imag,C13_cross_magnitude,C13_coherence,C13_phase_rad,C13_right_minus_left_phase_rad,C24_effective_sample_count,C24_cross_real,C24_cross_imag,C24_cross_magnitude,C24_coherence,C24_phase_rad,C24_right_minus_left_phase_rad,C12_effective_sample_count,C12_cross_real,C12_cross_imag,C12_cross_magnitude,C12_coherence,C12_phase_rad,C12_right_minus_left_phase_rad,C14_effective_sample_count,C14_cross_real,C14_cross_imag,C14_cross_magnitude,C14_coherence,C14_phase_rad,C14_right_minus_left_phase_rad,C23_effective_sample_count,C23_cross_real,C23_cross_imag,C23_cross_magnitude,C23_coherence,C23_phase_rad,C23_right_minus_left_phase_rad,C34_effective_sample_count,C34_cross_real,C34_cross_imag,C34_cross_magnitude,C34_coherence,C34_phase_rad,C34_right_minus_left_phase_rad
0,0,0,0,-6.0,2.363820244980075,4096,-0.07802494937734662,-0.08877369836711574,0.11818909529695686,0.02879040303297035,-2.291842007045978,,4096,0.011936256080192172,-0.040715654858291817,0.04242922058854565,0.010337130045923005,-1.285625277489307,,4096,-0.07413792580976211,-0.007744172793077146,0.07454129228570448,0.018218498819285688,-3.037513805708537,3.037513805708537,4096,-0.042261282338691246,-0.0403937498159323,0.05846085022562285,0.014268403807424623,-2.3787849457053407,2.3787849457053407,4096,-0.08784340647924499,0.002820795889970546,0.0878886850017153,0.021371153530938256,3.109492043642634,3.109492043642634,4096,-0.041433726292452996,-0.029758260298681893,0.051012819275962566,0.012387079274388457,-2.51874718543495,2.51874718543495
1,0,1,1,-6.0,3.111784165389992,4096,-0.039721355058335475,-0.053331721476439824,0.06649856061082003,0.016265801193599518,-2.2109597806188077,,4096,-0.037096285268116785,0.048724851612400644,0.0612392484060995,0.014798687260072656,2.221517006358089,,4096,0.07736675266849667,-0.021793370078575416,0.08037764240042179,0.019706248962570568,-0.2745743069275891,0.2745743069275891,4096,0.07624243612506595,0.0213903894243596,0.07918622245069225,0.019116729129874898,0.2735256239603991,-0.2735256239603991,4096,0.02437846548306731,0.05840850964755648,0.06329189188638465,0.015496751610241617,1.1753986916987733,1.1753986916987733,4096,-0.05964053744947977,-0.016735406172240026,0.061944067730595874,0.014934392971375592,-2.8680234395165494,2.8680234395165494
2,0,2,2,-6.0,-2.8162983324648914,4096,0.00016141468237497805,0.015093714775644702,0.01509457784862503,0.003712030122340868,1.5601025690427246,,4096,-0.07591135213250172,-0.012658695600597436,0.07695957352333274,0.01858265001415396,-2.9763567744378436,,4096,-0.03665347955625329,0.03754265162214918,0.0524683547903185,0.012730868854209916,2.3442109879748827,-2.3442109879748827,4096,0.0030226717569680796,0.025594322155841967,0.02577219181923407,0.006237548282717776,1.453241529706232,-1.453241529706232,4096,-0.015717444919422282,0.007763987615476925,0.01753047570627655,0.004300972356746805,2.682778555782537,2.682778555782537,4096,0.007221732794817429,-0.010372095489814277,0.012638583362448785,0.003092952959370799,-0.9625811028110448,0.9625811028110448
3,0,3,3,-6.0,2.570210589495415,4096,0.0632140063754183,-0.010678771594643179,0.06410964642549499,0.015474508048472226,-0.16735048174888706,,4096,0.013009141003729133,-0.0872951936558132,0.08825921246567316,0.021340386208724568,-1.422860343284757,,4096,-0.03283228033578883,-0.022347073785643705,0.03971587011295145,0.009450087651928583,-2.543976188963903,2.543976188963903,4096,0.025324093586334032,-0.012693696303677185,0.028327365599705744,0.006903677142451281,-0.46464693198388196,0.46464693198388196,4096,0.017068389541271514,-0.07146387254268852,0.07347390693525298,0.017595213664890683,-1.3363490104691553,-1.3363490104691553,4096,-0.04772126273337185,0.02733751922127133,0.05499689876748401,0.013489695360751308,2.6213694428203183,-2.6213694428203183
4,0,4,4,-6.0,2.2103182962256867,4096,-0.03126915696817632,-0.03643697315574946,0.04801471847520567,0.011847722320269984,-2.2800150438320377,,4096,-0.007515189610120401,0.022061990220816445,0.02330685494397436,0.005724448439011123,1.8991081302734405,,4096,-0.027525684471387236,0.028965342128570666,0.03995815749310169,0.009762919918454937,2.330715291221939,-2.330715291221939,4096,0.025201681385146626,0.03909246186913215,0.046511776139253135,0.011384821415278294,0.998178172971934,-0.998178172971934,4096,-0.0721201281426046,-0.06600843786277943,0.09776720693765431,0.024206966248356398,-2.40041203882829,-2.40041203882829,4096,0.06918356476758648,0.017935014572569175,0.07147048608809865,0.01772812960309586,0.2536542517007556,-0.2536542517007556
5,0,5,5,-6.0,0.5820140656649431,4096,0.01621141694679603,0.04757608469570759,0.05026225098815221,0.012440930267030926,1.242388211677189,,4096,-0.01131887119320683,-0.061834645540006186,0.06286207309774801,0.015095639979764156,-1.7518425829508184,,4096,-0.043457117455517946,-0.041971832393869646,0.060416519032808966,0.014649599354335907,-2.3735789416464996,2.3735789416464996,4096,0.0008450130461982348,0.01607655333515868,0.01609874573333112,0.0038992096603347242,1.5182828227755296,-1.5182828227755296,4096,-0.02813575642789688,-0.04978370732792415,0.05718424874982926,0.014033487914226678,-2.085204088190955,-2.085204088190955,4096,0.02509123288159795,0.024286316140755507,0.034919838476248764,0.008560042671307546,0.7690983374456141,-0.7690983374456141
6,0,6,6,-6.0,0.27704482661378665,4096,-0.018102638238180566,0.04205111206088606,0.04578210935223097,0.011429020564061976,1.977308952156233,,4096,-0.07026578083430143,0.07028609463594689,0.09938518529150793,0.02445878115779006,2.35604996133824,,4096,-0.017873880692244267,-0.105701230213222,0.10720179886358781,0.026718981544492884,-1.7383098184675094,1.7383098184675094,4096,-0.010633289290697644,-0.024345359688485814,0.026566207473055225,0.006610615240562445,-1.9825927286441796,1.9825927286441796,4096,-0.030013666415801145,-0.03423942224237858,0.04553194710542125,0.011241655634494484,-2.290521709942057,-2.290521709942057,4096,-0.012665342868718477,-0.03615801425342935,0.038312046470182166,0.009443737330845853,-1.9077184401245177,1.9077184401245177
7,0,7,7,-6.0,1.2773510679905553,4096,0.04314483788122951,0.0010758410358302252,0.04315824915044577,0.010529211455302528,0.024930401690566047,,4096,-0.015649660489844758,0.031208780846536385,0.034912746603132566,0.008588979703812722,2.035603706696053,,4096,-0.028084414651299197,0.001846751392023364,0.028145067720828976,0.006981387960260682,3.0759300249602255,-3.0759300249602255,4096,0.029208703790137007,0.051735477654656165,0.05941134593034727,0.014460127681531515,1.0568298558304876,-1.0568298558304876,4096,-0.0058908856151542,-0.028640857058381392,0.029240404004894766,0.007210580374161819,-1.7736485552791041,-1.7736485552791041,4096,0.07505304096752015,-0.08189931152266043,0.11108760590794113,0.02687916185189035,-0.8289905864646977,0.8289905864646977
8,1,0,8,-4.0,2.3461447476528923,4096,-0.0074889424156697,0.032502404799943,0.03335401889254988,0.00808248298798953,1.7972559307175286,,4096,0.02543512229482421,-0.06308379715947957,0.0680184600693887,0.01655014680542919,-1.187537986133338,,4096,0.0023443381094991264,-0.04912892353560974,0.04918482539299533,0.011899833587239922,-1.5231144114755926,1.5231144114755926,4096,-0.05429581317644355,0.04227540411102686,0.06881311736320254,0.01664307544760845,2.4800295384604727,-2.4800295384604727,4096,0.010110377246023265,-0.007167186268696361,0.012393074157249873,0.003021261962699277,-0.616670217333573,-0.616670217333573,4096,0.023537174525910094,-0.07977766718742574,0.08317736931720561,0.020270623648945284,-1.2839011199209411,1.2839011199209411
9,1,1,9,-4.0,-2.285592493918179,4096,-0.006384713040298293,0.03429096717364096,0.0348802951580212,0.008468584550674492,1.7548806622326336,,4096,0.029782995149321683,0.0630062581820563,0.06969085571413551,0.017048017327244532,1.1292270744889796,,4096,0.035361669012803416,0.03525102481484912,0.04993077593897545,0.012223800400003424,0.7838312481389501,-0.7838312481389501,4096,-0.10527499112680491,-0.026025524642362463,0.10844423308622303,0.02660625209958902,-2.8992371687329377,2.8992371687329377,4096,0.008766264302045492,-0.03345728523103556,0.03458666397391034,0.008372597085010114,-1.3145430798244955,-1.3145430798244955,4096,0.02523195336142027,-0.028873821206124015,0.03834513034892572,0.009302529189280293,-0.8526069365733504,0.8526069365733504
