scene_id,working_point,seed,delay_error_ns,target_velocity_mps,target_snr_db,condition,role,metric,value,status,denominator,definition
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,position_rmse_m,192.98906845738804,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,velocity_rmse_mps_ground_speed,17.731463652226676,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,angle_rmse_deg,0.11915743687037791,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,false_track_count,317.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,unique_false_track_count,317.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p4ns,base,101,4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_id_switch_count,2.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,position_rmse_m,59.419445783116764,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,velocity_rmse_mps_ground_speed,9.59163803160141,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,angle_rmse_deg,0.02566409038122381,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,false_track_count,284.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,unique_false_track_count,284.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A0_Ideal,ON,track_id_switch_count,2.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,position_rmse_m,217.31684470019925,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,velocity_rmse_mps_ground_speed,11.289160274947225,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,angle_rmse_deg,0.13477927933318798,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,false_track_count,337.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,unique_false_track_count,337.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A1_Current_unknown_error,ON,track_id_switch_count,2.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,position_rmse_m,455.54776761655467,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,velocity_rmse_mps_ground_speed,11.493410740979947,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,angle_rmse_deg,0.29142759872981294,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,false_track_count,266.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,unique_false_track_count,266.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_id_switch_count,1.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,position_rmse_m,185.0986761375031,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,velocity_rmse_mps_ground_speed,13.394650615496772,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,angle_rmse_deg,0.11415932454638442,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,false_track_count,309.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,unique_false_track_count,309.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m4ns,base,101,-4.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_id_switch_count,2.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,position_rmse_m,59.419445783116764,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,velocity_rmse_mps_ground_speed,9.59163803160141,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,angle_rmse_deg,0.02566409038122381,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,false_track_count,284.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,unique_false_track_count,284.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A0_Ideal,ON,track_id_switch_count,2.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,track_pd_all_visible,0.6,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,track_pd_after_confirmation,0.75,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,track_continuity,0.6,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,track_continuity_after_confirmation,0.75,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,position_rmse_m,247.39760337924656,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,velocity_rmse_mps_ground_speed,14.794489141027304,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,angle_rmse_deg,0.15939670224641866,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,false_track_count,187.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,unique_false_track_count,187.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A1_Current_unknown_error,ON,track_id_switch_count,0.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,position_rmse_m,227.17902588137605,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,velocity_rmse_mps_ground_speed,12.562239919171006,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,angle_rmse_deg,0.14042538094082183,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,false_track_count,310.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,unique_false_track_count,310.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,position_rmse_m,209.2501983779088,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,velocity_rmse_mps_ground_speed,11.243063559440541,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,angle_rmse_deg,0.13211773385651165,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,false_track_count,295.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,unique_false_track_count,295.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_p8ns,base,101,8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,position_rmse_m,59.419445783116764,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,velocity_rmse_mps_ground_speed,9.59163803160141,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,angle_rmse_deg,0.02566409038122381,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,false_track_count,284.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,unique_false_track_count,284.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A0_Ideal,ON,track_id_switch_count,2.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,track_pd_all_visible,0.6,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,track_pd_after_confirmation,0.75,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,track_continuity,0.6,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,track_continuity_after_confirmation,0.75,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,position_rmse_m,368.32088415091323,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,velocity_rmse_mps_ground_speed,18.50736286438758,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,angle_rmse_deg,0.23885623517781718,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,false_track_count,187.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,unique_false_track_count,187.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A1_Current_unknown_error,ON,track_id_switch_count,0.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,position_rmse_m,135.9996958876817,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,velocity_rmse_mps_ground_speed,7.663824609146053,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,angle_rmse_deg,0.08081234307383049,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,false_track_count,326.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,unique_false_track_count,326.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A2_Known_error_correction_upper_bound,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,position_rmse_m,173.03721254426947,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,velocity_rmse_mps_ground_speed,14.145678807046782,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,angle_rmse_deg,0.11282570423136525,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,false_track_count,220.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,unique_false_track_count,220.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p6d7__snr_p35__delay_m8ns,base,101,-8.0,6.7,35.0,A3_Blind_target_free_estimated_correction,ON,track_id_switch_count,1.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_101__v_p12__snr_p30__delay_p0ns,base,101,0.0,12.0,30.0,A0_Ideal,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_101__v_p12__snr_p30__delay_p0ns,base,101,0.0,12.0,30.0,A0_Ideal,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
