scene_id,working_point,seed,delay_error_ns,target_velocity_mps,target_snr_db,level,method,status,estimate_ns,truth_ns,error_ns,runtime_sec,fallback_reason,snr_db,bias_ns,rmse_ns,std_ns,ci95_low_ns,ci95_high_ns,outlier_rate,fallback_rate,fallback_count,finite_estimate_count,trials,mean_runtime_sec,random_seed_namespace,sampling_rate_hz,bandwidth_hz,pulse_samples
base__seed_101__v_p12__snr_p30__delay_m2ns,base,101,-2.0,12.0,30.0,level2,cross_correlation,ok,-0.514181326194249,-2.0,1.4858186738057508,1.3682859649998136,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m2ns,base,101,-2.0,12.0,30.0,level2,gcc_phat,ok,-0.1178600641606655,-2.0,1.8821399358393345,1.7789046799880452,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p4ns,base,101,4.0,12.0,30.0,level2,D1_ordinary_LS,ok,3.1646591819903485,4.0,-0.8353408180096515,0.0002991340006701648,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p4ns,base,101,4.0,12.0,30.0,level2,D2_weighted_LS,ok,3.183373693039725,4.0,-0.8166263069602748,0.00017551399650983512,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p4ns,base,101,4.0,12.0,30.0,level2,D3_Huber_weighted_LS,ok,3.1823213380139537,4.0,-0.8176786619860463,0.0012499659787863493,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p4ns,base,101,4.0,12.0,30.0,level2,cross_correlation,ok,1.0524996471292734,4.0,-2.9475003528707266,1.4830207450140733,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p4ns,base,101,4.0,12.0,30.0,level2,gcc_phat,ok,0.08480339096996876,4.0,-3.915196609030031,1.7552783570135944,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m4ns,base,101,-4.0,12.0,30.0,level2,D1_ordinary_LS,ok,-0.2537879738733125,-4.0,3.7462120261266874,0.0008249050006270409,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m4ns,base,101,-4.0,12.0,30.0,level2,D2_weighted_LS,ok,-0.2945186557531431,-4.0,3.705481344246857,0.00015686600818298757,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m4ns,base,101,-4.0,12.0,30.0,level2,D3_Huber_weighted_LS,ok,-0.38910501145759807,-4.0,3.6108949885424018,0.06801954002003185,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m4ns,base,101,-4.0,12.0,30.0,level2,cross_correlation,ok,-1.107789895955872,-4.0,2.892210104044128,1.297048285981873,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m4ns,base,101,-4.0,12.0,30.0,level2,gcc_phat,ok,-0.10892032825068193,-4.0,3.891079671749318,1.763313970004674,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p8ns,base,101,8.0,12.0,30.0,level2,D1_ordinary_LS,ok,5.922807242942102,8.0,-2.0771927570578983,0.0001865479862317443,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p8ns,base,101,8.0,12.0,30.0,level2,D2_weighted_LS,ok,5.913071873700761,8.0,-2.086928126299239,0.00013060501078143716,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p8ns,base,101,8.0,12.0,30.0,level2,D3_Huber_weighted_LS,ok,5.884241046931248,8.0,-2.1157589530687524,0.001532472000690177,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p8ns,base,101,8.0,12.0,30.0,level2,cross_correlation,ok,2.5725344363738634,8.0,-5.427465563626137,1.2497969619871583,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_p8ns,base,101,8.0,12.0,30.0,level2,gcc_phat,ok,0.3850000405683121,8.0,-7.614999959431688,1.6349196959927212,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m8ns,base,101,-8.0,12.0,30.0,level2,D1_ordinary_LS,ok,-2.0788005693215172,-8.0,5.921199430678483,0.00017125200247392058,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m8ns,base,101,-8.0,12.0,30.0,level2,D2_weighted_LS,ok,-2.1701257329777603,-8.0,5.829874267022239,0.00012592499842867255,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m8ns,base,101,-8.0,12.0,30.0,level2,D3_Huber_weighted_LS,ok,-2.2232137363653353,-8.0,5.776786263634665,0.0012429750058799982,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m8ns,base,101,-8.0,12.0,30.0,level2,cross_correlation,ok,-2.6174358664065633,-8.0,5.382564133593437,1.3222689889953472,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p30__delay_m8ns,base,101,-8.0,12.0,30.0,level2,gcc_phat,ok,-0.40874308204278376,-8.0,7.5912569179572165,1.828598652005894,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p0ns,base,101,0.0,12.0,35.0,level2,D1_ordinary_LS,ok,-0.029635960372710345,0.0,-0.029635960372710345,0.0025566980184521526,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p0ns,base,101,0.0,12.0,35.0,level2,D2_weighted_LS,ok,-0.007020225075362978,0.0,-0.007020225075362978,0.00014422298409044743,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p0ns,base,101,0.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,-0.028130307937299665,0.0,-0.028130307937299665,0.0029003199888393283,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p0ns,base,101,0.0,12.0,35.0,level2,cross_correlation,ok,-0.02662150568326747,0.0,-0.02662150568326747,1.2796809659921564,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p0ns,base,101,0.0,12.0,35.0,level2,gcc_phat,ok,-0.02412623344305109,0.0,-0.02412623344305109,1.1631337369908579,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p1ns,base,101,1.0,12.0,35.0,level2,D1_ordinary_LS,ok,0.8610374147365133,1.0,-0.1389625852634867,0.0001765600172802806,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p1ns,base,101,1.0,12.0,35.0,level2,D2_weighted_LS,ok,0.8812875822992559,1.0,-0.11871241770074414,0.00014464199193753302,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p1ns,base,101,1.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,0.8639455192566396,1.0,-0.13605448074336035,0.0012459759891498834,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p1ns,base,101,1.0,12.0,35.0,level2,cross_correlation,ok,0.20170346627866306,1.0,-0.7982965337213369,1.238121289992705,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p1ns,base,101,1.0,12.0,35.0,level2,gcc_phat,ok,0.07171552122068187,1.0,-0.9282844787793181,1.9313494750240352,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m1ns,base,101,-1.0,12.0,35.0,level2,D1_ordinary_LS,ok,0.0788048195392907,-1.0,1.0788048195392907,0.0018093200051225722,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m1ns,base,101,-1.0,12.0,35.0,level2,D2_weighted_LS,ok,0.09555661996197672,-1.0,1.0955566199619766,0.00016028599929995835,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m1ns,base,101,-1.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,0.08113085891771028,-1.0,1.0811308589177102,0.0022560270153917372,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m1ns,base,101,-1.0,12.0,35.0,level2,cross_correlation,ok,-0.2566272341463842,-1.0,0.7433727658536158,1.4518577870039735,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m1ns,base,101,-1.0,12.0,35.0,level2,gcc_phat,ok,-0.11137507845594549,-1.0,0.8886249215440545,2.036507843993604,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p2ns,base,101,2.0,12.0,35.0,level2,D1_ordinary_LS,ok,1.7105058733975447,2.0,-0.2894941266024553,0.000225240015424788,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p2ns,base,101,2.0,12.0,35.0,level2,D2_weighted_LS,ok,1.7279997384835428,2.0,-0.2720002615164572,0.00015909899957478046,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p2ns,base,101,2.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,1.7166844941142378,2.0,-0.28331550588576215,0.0013565359986387193,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p2ns,base,101,2.0,12.0,35.0,level2,cross_correlation,ok,0.4583676392380304,2.0,-1.5416323607619695,1.6588701459986623,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p2ns,base,101,2.0,12.0,35.0,level2,gcc_phat,ok,0.08890856969654572,2.0,-1.9110914303034543,1.2696559220203198,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m2ns,base,101,-2.0,12.0,35.0,level2,D1_ordinary_LS,ok,0.10979095974564741,-2.0,2.1097909597456472,0.0002883769921027124,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m2ns,base,101,-2.0,12.0,35.0,level2,D2_weighted_LS,ok,0.10931993513096394,-2.0,2.109319935130964,0.000173487002030015,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m2ns,base,101,-2.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,0.10230710433891471,-2.0,2.1023071043389145,0.0012588960235007107,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m2ns,base,101,-2.0,12.0,35.0,level2,cross_correlation,ok,-0.514181326194249,-2.0,1.4858186738057508,1.286484588024905,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m2ns,base,101,-2.0,12.0,35.0,level2,gcc_phat,ok,-0.1178600641606655,-2.0,1.8821399358393345,1.7648269700002857,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p4ns,base,101,4.0,12.0,35.0,level2,D1_ordinary_LS,ok,3.1646591819903485,4.0,-0.8353408180096515,0.0004068859852850437,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p4ns,base,101,4.0,12.0,35.0,level2,D2_weighted_LS,ok,3.183373693039725,4.0,-0.8166263069602748,0.00015818601241335273,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p4ns,base,101,4.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,3.1823213380139537,4.0,-0.8176786619860463,0.0013149409787729383,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p4ns,base,101,4.0,12.0,35.0,level2,cross_correlation,ok,1.0524996471292734,4.0,-2.9475003528707266,1.2699847260082606,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p4ns,base,101,4.0,12.0,35.0,level2,gcc_phat,ok,0.08480339096996876,4.0,-3.915196609030031,1.8149414860235993,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m4ns,base,101,-4.0,12.0,35.0,level2,D1_ordinary_LS,ok,-0.2537879738733125,-4.0,3.7462120261266874,0.00018849800108000636,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m4ns,base,101,-4.0,12.0,35.0,level2,D2_weighted_LS,ok,-0.2945186557531431,-4.0,3.705481344246857,0.00012864600284956396,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m4ns,base,101,-4.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,-0.38910501145759807,-4.0,3.6108949885424018,0.0012518840085249394,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m4ns,base,101,-4.0,12.0,35.0,level2,cross_correlation,ok,-1.107789895955872,-4.0,2.892210104044128,1.2905445380019955,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m4ns,base,101,-4.0,12.0,35.0,level2,gcc_phat,ok,-0.10892032825068193,-4.0,3.891079671749318,1.5491857700108085,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p8ns,base,101,8.0,12.0,35.0,level2,D1_ordinary_LS,ok,5.922807242942102,8.0,-2.0771927570578983,0.00032629500492475927,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p8ns,base,101,8.0,12.0,35.0,level2,D2_weighted_LS,ok,5.913071873700761,8.0,-2.086928126299239,0.00015888700727373362,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p8ns,base,101,8.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,5.884241046931248,8.0,-2.1157589530687524,0.0013846569927409291,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p8ns,base,101,8.0,12.0,35.0,level2,cross_correlation,ok,2.5725344363738634,8.0,-5.427465563626137,1.4022659129987005,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_p8ns,base,101,8.0,12.0,35.0,level2,gcc_phat,ok,0.3850000405683121,8.0,-7.614999959431688,1.3120660689892247,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m8ns,base,101,-8.0,12.0,35.0,level2,D1_ordinary_LS,ok,-2.0788005693215172,-8.0,5.921199430678483,0.0002788039855659008,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m8ns,base,101,-8.0,12.0,35.0,level2,D2_weighted_LS,ok,-2.1701257329777603,-8.0,5.829874267022239,0.00013996101915836334,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m8ns,base,101,-8.0,12.0,35.0,level2,D3_Huber_weighted_LS,ok,-2.2232137363653353,-8.0,5.776786263634665,0.0013424089993350208,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m8ns,base,101,-8.0,12.0,35.0,level2,cross_correlation,ok,-2.6174358664065633,-8.0,5.382564133593437,1.2296181459969375,,,,,,,,,,,,,,,,,
base__seed_101__v_p12__snr_p35__delay_m8ns,base,101,-8.0,12.0,35.0,level2,gcc_phat,ok,-0.40874308204278376,-8.0,7.5912569179572165,1.4851774900162127,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p0ns,base,202,0.0,6.7,30.0,level2,D1_ordinary_LS,ok,-0.31482992236677865,0.0,-0.31482992236677865,0.00016566301928833127,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p0ns,base,202,0.0,6.7,30.0,level2,D2_weighted_LS,ok,-0.3128536016348008,0.0,-0.3128536016348008,0.0001276689872611314,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p0ns,base,202,0.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,-0.28882619193165404,0.0,-0.28882619193165404,0.0012688010174315423,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p0ns,base,202,0.0,6.7,30.0,level2,cross_correlation,ok,0.005059994948727658,0.0,0.005059994948727658,1.2537293089844752,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p0ns,base,202,0.0,6.7,30.0,level2,gcc_phat,ok,0.011546073521762798,0.0,0.011546073521762798,1.887242585013155,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p1ns,base,202,1.0,6.7,30.0,level2,D1_ordinary_LS,ok,0.5999417374090628,1.0,-0.40005826259093724,0.0017497290100436658,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p1ns,base,202,1.0,6.7,30.0,level2,D2_weighted_LS,ok,0.6000435576257894,1.0,-0.3999564423742106,0.00019262099522165954,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p1ns,base,202,1.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,0.607210324741725,1.0,-0.392789675258275,0.0020786110253538936,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p1ns,base,202,1.0,6.7,30.0,level2,cross_correlation,ok,0.2368360054954067,1.0,-0.7631639945045933,1.4624841820041183,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p1ns,base,202,1.0,6.7,30.0,level2,gcc_phat,ok,0.09913925338576264,1.0,-0.9008607466142373,1.665273228980368,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m1ns,base,202,-1.0,6.7,30.0,level2,D1_ordinary_LS,ok,-0.2825149242657863,-1.0,0.7174850757342137,0.00017446299898438156,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m1ns,base,202,-1.0,6.7,30.0,level2,D2_weighted_LS,ok,-0.2948111260691812,-1.0,0.7051888739308187,0.00013109200517646968,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m1ns,base,202,-1.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,-0.29978653485588513,-1.0,0.7002134651441149,0.0012406579917296767,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m1ns,base,202,-1.0,6.7,30.0,level2,cross_correlation,ok,-0.22809580985134573,-1.0,0.7719041901486543,1.2172006010077894,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m1ns,base,202,-1.0,6.7,30.0,level2,gcc_phat,ok,-0.08262675372445977,-1.0,0.9173732462755402,1.7896489579870831,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p2ns,base,202,2.0,6.7,30.0,level2,D1_ordinary_LS,ok,1.472426760853814,2.0,-0.527573239146186,0.001642876013647765,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p2ns,base,202,2.0,6.7,30.0,level2,D2_weighted_LS,ok,1.4714035736415694,2.0,-0.5285964263584306,0.00014045098214410245,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p2ns,base,202,2.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,1.4705260492660148,2.0,-0.5294739507339852,0.002267954987473786,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p2ns,base,202,2.0,6.7,30.0,level2,cross_correlation,ok,0.4970320907299262,2.0,-1.5029679092700738,1.1963434590143152,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p2ns,base,202,2.0,6.7,30.0,level2,gcc_phat,ok,0.10998212579468207,2.0,-1.890017874205318,1.7545532569929492,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m2ns,base,202,-2.0,6.7,30.0,level2,D1_ordinary_LS,ok,-0.28054226640662333,-2.0,1.7194577335933767,0.0002910989860538393,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m2ns,base,202,-2.0,6.7,30.0,level2,D2_weighted_LS,ok,-0.31790602577235244,-2.0,1.6820939742276475,0.00016189200687222183,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m2ns,base,202,-2.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,-0.37244505725773003,-2.0,1.62755494274227,0.06664019299205393,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m2ns,base,202,-2.0,6.7,30.0,level2,cross_correlation,ok,-0.48979131435818074,-2.0,1.5102086856418193,1.1634355049754959,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m2ns,base,202,-2.0,6.7,30.0,level2,gcc_phat,ok,-0.09953707443422763,-2.0,1.9004629255657723,1.7613273249880876,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p4ns,base,202,4.0,6.7,30.0,level2,D1_ordinary_LS,ok,3.12607027561074,4.0,-0.8739297243892601,0.00025338499108329415,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p4ns,base,202,4.0,6.7,30.0,level2,D2_weighted_LS,ok,3.1221454696470397,4.0,-0.8778545303529603,0.00022761299624107778,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p4ns,base,202,4.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,3.1073309335028574,4.0,-0.8926690664971426,0.00238682801136747,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p4ns,base,202,4.0,6.7,30.0,level2,cross_correlation,ok,1.0981726590860947,4.0,-2.901827340913905,1.9504109509871341,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p4ns,base,202,4.0,6.7,30.0,level2,gcc_phat,ok,0.10367498647343694,4.0,-3.896325013526563,1.289202585001476,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m4ns,base,202,-4.0,6.7,30.0,level2,D1_ordinary_LS,ok,-0.9576655395044493,-4.0,3.0423344604955505,0.000178793998202309,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m4ns,base,202,-4.0,6.7,30.0,level2,D2_weighted_LS,ok,-0.9950394033818996,-4.0,3.0049605966181003,0.0001290669897571206,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m4ns,base,202,-4.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,-0.9086588783058666,-4.0,3.0913411216941333,0.0012333289778325707,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m4ns,base,202,-4.0,6.7,30.0,level2,cross_correlation,ok,-1.0941411988721346,-4.0,2.9058588011278657,1.2079816320037935,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m4ns,base,202,-4.0,6.7,30.0,level2,gcc_phat,ok,-0.09738436095104616,-4.0,3.9026156390489537,1.2696956240106374,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p8ns,base,202,8.0,6.7,30.0,level2,D1_ordinary_LS,ok,5.830300685569252,8.0,-2.1696993144307477,0.00017006299458444118,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p8ns,base,202,8.0,6.7,30.0,level2,D2_weighted_LS,ok,5.832181082151534,8.0,-2.167818917848466,0.00012955599231645465,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p8ns,base,202,8.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,5.783639411373351,8.0,-2.2163605886266486,0.0012248780112713575,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p8ns,base,202,8.0,6.7,30.0,level2,cross_correlation,ok,2.6325874598715044,8.0,-5.367412540128496,1.121470412996132,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_p8ns,base,202,8.0,6.7,30.0,level2,gcc_phat,ok,0.41470177669849684,8.0,-7.585298223301503,1.4132781570078805,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m8ns,base,202,-8.0,6.7,30.0,level2,D1_ordinary_LS,ok,-2.124996240596302,-8.0,5.875003759403699,0.0001720889995340258,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m8ns,base,202,-8.0,6.7,30.0,level2,D2_weighted_LS,ok,-2.2377440503422155,-8.0,5.762255949657785,0.0001321400050073862,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m8ns,base,202,-8.0,6.7,30.0,level2,D3_Huber_weighted_LS,ok,-2.16488072457905,-8.0,5.835119275420951,0.0015254760219249874,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m8ns,base,202,-8.0,6.7,30.0,level2,cross_correlation,ok,-2.6348528418341735,-8.0,5.3651471581658265,1.1473409269819967,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p30__delay_m8ns,base,202,-8.0,6.7,30.0,level2,gcc_phat,ok,-0.40522085498112925,-8.0,7.594779145018871,1.4509665190125816,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p0ns,base,202,0.0,6.7,35.0,level2,D1_ordinary_LS,ok,-0.31482992236677865,0.0,-0.31482992236677865,0.0001718820130918175,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p0ns,base,202,0.0,6.7,35.0,level2,D2_weighted_LS,ok,-0.3128536016348008,0.0,-0.3128536016348008,0.0001312329841312021,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p0ns,base,202,0.0,6.7,35.0,level2,D3_Huber_weighted_LS,ok,-0.28882619193165404,0.0,-0.28882619193165404,0.0012306929857004434,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p0ns,base,202,0.0,6.7,35.0,level2,cross_correlation,ok,0.005059994948727658,0.0,0.005059994948727658,1.133399919985095,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p0ns,base,202,0.0,6.7,35.0,level2,gcc_phat,ok,0.011546073521762798,0.0,0.011546073521762798,1.3283604089810979,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p1ns,base,202,1.0,6.7,35.0,level2,D1_ordinary_LS,ok,0.5999417374090628,1.0,-0.40005826259093724,0.00017907499568536878,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p1ns,base,202,1.0,6.7,35.0,level2,D2_weighted_LS,ok,0.6000435576257894,1.0,-0.3999564423742106,0.00016154401237145066,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p1ns,base,202,1.0,6.7,35.0,level2,D3_Huber_weighted_LS,ok,0.607210324741725,1.0,-0.392789675258275,0.0012852330110035837,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p1ns,base,202,1.0,6.7,35.0,level2,cross_correlation,ok,0.2368360054954067,1.0,-0.7631639945045933,1.1656846060068347,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_p1ns,base,202,1.0,6.7,35.0,level2,gcc_phat,ok,0.09913925338576264,1.0,-0.9008607466142373,1.4968278719752561,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_m1ns,base,202,-1.0,6.7,35.0,level2,D1_ordinary_LS,ok,-0.2825149242657863,-1.0,0.7174850757342137,0.0017510770121589303,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_m1ns,base,202,-1.0,6.7,35.0,level2,D2_weighted_LS,ok,-0.2948111260691812,-1.0,0.7051888739308187,0.00014052202459424734,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_m1ns,base,202,-1.0,6.7,35.0,level2,D3_Huber_weighted_LS,ok,-0.29978653485588513,-1.0,0.7002134651441149,0.0026621650031302124,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_m1ns,base,202,-1.0,6.7,35.0,level2,cross_correlation,ok,-0.22809580985134573,-1.0,0.7719041901486543,1.30461827700492,,,,,,,,,,,,,,,,,
base__seed_202__v_p6d7__snr_p35__delay_m1ns,base,202,-1.0,6.7,35.0,level2,gcc_phat,ok,-0.08262675372445977,-1.0,0.9173732462755402,1.8293541649763938,,,,,,,,,,,,,,,,,
