source,mechanism_label,phase_vs_frequency_slope_rad_per_hz,phase_vs_frequency_r2,wideband_residual_rad,pulse_phase_slope_rad_per_pulse,pulse_phase_curvature_rad_per_pulse2,channel_coherence,deterministic_phase_confidence,clutter_energy,diagnosis
/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m2_seed2026091011/estimator_raw/M2_001/temporal_phase_summary.json,M2,0.0,0.0,0.0,0.0001329293835227642,-0.01224861372852675,1.0,0.030910286631196437,1.0,phase_drift_like
/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m2_seed2026091011/estimator_raw/M2_002/temporal_phase_summary.json,M2,0.0,0.0,0.0,-0.0007397352407400962,-0.012248614027505636,1.0,0.4969183187580575,1.0,phase_drift_like
/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m2_seed2026091011/estimator_raw/M2_003/temporal_phase_summary.json,M2,0.0,0.0,0.0,-0.0033577291090145073,-0.012248612766516637,1.0,0.953163759685728,1.0,phase_drift_like
/home/shy/AIR/SAR+AI/project/PGRCC/outputs/mechanism_estimators/probe_m2_seed2026091011/estimator_raw/M2_004/temporal_phase_summary.json,M2,0.0,0.0,0.0,-0.008593716743875041,-0.012248608892872943,1.0,0.9925544263741524,1.0,phase_drift_like
