target_id,target_row,target_col,on_peak_power,off_peak_power,delta_peak_power_after,delta_peak_power_before,delta_peak_power_after_db,legacy_hit,causal_hit,on_detection_count_in_roi,off_detection_count_in_roi,off_roi_not_equal_or_stronger,target_increment_after_status,target_increment_before_status
MISMATCH_B01_S000_R00,124,1024,2587967.75,68.17170715332031,2587899.5782928467,2524711.8282928467,45.793546903423305,False,False,0,0,True,continuous_delta_not_linear_S_only_claim,continuous_delta_not_linear_S_only_claim
