case_id,error_deg,seed,texture,range_center_m,branch,calibration_mode,method,estimate_deg,uncertainty_deg,fit_rmse,phase_rmse,ridge_rmse,clutter_cancellation_db,model_mismatch,fallback_reason,status,causal_data_sources,input_role,target_truth_used,on_off_difference_used,known_error_used,servo_truth_used,source_ids
clutter_servo_high_texture_10000m_p0p050deg_seed_202,0.05,202,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_p0p050deg_seed_202']
clutter_servo_high_texture_10000m_p0p050deg_seed_202,0.05,202,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.061348894599465034,0.020036827858773767,,1.2812447010490202,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_016/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_016/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_m0p050deg_seed_101,-0.05,101,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_m0p050deg_seed_101']
clutter_servo_low_texture_7500m_m0p050deg_seed_101,-0.05,101,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.04210418613061595,0.026122357785663623,,2.2411684392553886,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_017/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_017/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_m0p050deg_seed_101,-0.05,101,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_m0p050deg_seed_101']
clutter_servo_low_texture_10000m_m0p050deg_seed_101,-0.05,101,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.00020009663686497873,0.017680238161792573,,1.2812647772066508,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_018/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_018/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_m0p050deg_seed_101,-0.05,101,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_m0p050deg_seed_101']
clutter_servo_high_texture_7500m_m0p050deg_seed_101,-0.05,101,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.18184636111383656,0.02716646518409059,,2.2411983794004984,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_019/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_019/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_m0p050deg_seed_101,-0.05,101,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_m0p050deg_seed_101']
clutter_servo_high_texture_10000m_m0p050deg_seed_101,-0.05,101,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.005241920618158672,0.029621030526307733,,1.2812343759910647,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_020/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_020/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_m0p050deg_seed_202,-0.05,202,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_m0p050deg_seed_202']
clutter_servo_low_texture_7500m_m0p050deg_seed_202,-0.05,202,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.07199415129435738,0.02296037487332683,,2.2411985306048074,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_021/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_021/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_m0p050deg_seed_202,-0.05,202,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_m0p050deg_seed_202']
clutter_servo_low_texture_10000m_m0p050deg_seed_202,-0.05,202,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.054878675001462526,0.020520495007175857,,1.2812365544228372,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_022/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_022/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_m0p050deg_seed_202,-0.05,202,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_m0p050deg_seed_202']
clutter_servo_high_texture_7500m_m0p050deg_seed_202,-0.05,202,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.033045335593274536,0.011161698504318732,,2.2411644403225908,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_023/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_023/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_m0p050deg_seed_202,-0.05,202,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_m0p050deg_seed_202']
clutter_servo_high_texture_10000m_m0p050deg_seed_202,-0.05,202,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.03001329768758479,0.019033224137051306,,1.281246608513416,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_024/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_024/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_p0p100deg_seed_101,0.1,101,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_p0p100deg_seed_101']
clutter_servo_low_texture_7500m_p0p100deg_seed_101,0.1,101,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.10479741607580022,0.022161864315576152,,2.241169536741502,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_025/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_025/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_p0p100deg_seed_101,0.1,101,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_p0p100deg_seed_101']
clutter_servo_low_texture_10000m_p0p100deg_seed_101,0.1,101,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.1494376818885775,0.015255539871217874,,1.2812671513538583,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_026/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_026/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_p0p100deg_seed_101,0.1,101,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_p0p100deg_seed_101']
clutter_servo_high_texture_7500m_p0p100deg_seed_101,0.1,101,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.02403346662570252,0.02588538128706762,,2.2411962957220686,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_027/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_027/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_p0p100deg_seed_101,0.1,101,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_p0p100deg_seed_101']
clutter_servo_high_texture_10000m_p0p100deg_seed_101,0.1,101,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.1517877096364957,0.027920002688976445,,1.281237975195254,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_028/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_028/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_p0p100deg_seed_202,0.1,202,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_p0p100deg_seed_202']
clutter_servo_low_texture_7500m_p0p100deg_seed_202,0.1,202,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.07736697718753344,0.021629282861808777,,2.241197370694987,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_029/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_029/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_p0p100deg_seed_202,0.1,202,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_p0p100deg_seed_202']
clutter_servo_low_texture_10000m_p0p100deg_seed_202,0.1,202,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.0972685236469923,0.020998046312296036,,1.2812358445514413,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_030/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_030/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_p0p100deg_seed_202,0.1,202,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_p0p100deg_seed_202']
clutter_servo_high_texture_7500m_p0p100deg_seed_202,0.1,202,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.10726127033643733,0.012170104459409872,,2.241162487785888,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_031/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_031/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_p0p100deg_seed_202,0.1,202,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_p0p100deg_seed_202']
clutter_servo_high_texture_10000m_p0p100deg_seed_202,0.1,202,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.10725684037456065,0.02047550482489343,,1.2812439388981312,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_032/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_032/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_m0p100deg_seed_101,-0.1,101,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_m0p100deg_seed_101']
clutter_servo_low_texture_7500m_m0p100deg_seed_101,-0.1,101,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.09157876619119715,0.02727638758049388,,2.241168340201509,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_033/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_033/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_m0p100deg_seed_101,-0.1,101,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_m0p100deg_seed_101']
clutter_servo_low_texture_10000m_m0p100deg_seed_101,-0.1,101,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.04935995941915541,0.01797891996526724,,1.2812641254156862,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_034/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_034/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_m0p100deg_seed_101,-0.1,101,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_m0p100deg_seed_101']
