case_id,error_deg,seed,texture,range_center_m,branch,calibration_mode,method,estimate_deg,uncertainty_deg,fit_rmse,phase_rmse,ridge_rmse,clutter_cancellation_db,model_mismatch,fallback_reason,status,causal_data_sources,input_role,target_truth_used,on_off_difference_used,known_error_used,servo_truth_used,source_ids
clutter_servo_high_texture_7500m_m0p200deg_seed_202,-0.2,202,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_m0p200deg_seed_202']
clutter_servo_high_texture_7500m_m0p200deg_seed_202,-0.2,202,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.1502932758938868,0.031685861152050084,,2.207932929975832,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_055/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_055/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_m0p200deg_seed_202,-0.2,202,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_m0p200deg_seed_202']
clutter_servo_high_texture_10000m_m0p200deg_seed_202,-0.2,202,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.1714244475854433,0.04228751132678385,,1.4483704271644946,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_056/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_056/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_p0p500deg_seed_101,0.5,101,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_p0p500deg_seed_101']
clutter_servo_low_texture_7500m_p0p500deg_seed_101,0.5,101,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.5215954536920419,0.03457665136896987,,2.2061110689264227,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_057/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_057/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_p0p500deg_seed_101,0.5,101,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_p0p500deg_seed_101']
clutter_servo_low_texture_10000m_p0p500deg_seed_101,0.5,101,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.578191094711348,0.023023812022474166,,1.4470162794238983,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_058/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_058/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_p0p500deg_seed_101,0.5,101,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_p0p500deg_seed_101']
clutter_servo_high_texture_7500m_p0p500deg_seed_101,0.5,101,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.34736459015473803,0.04916865452911129,,2.206124689500142,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_059/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_059/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_p0p500deg_seed_101,0.5,101,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_p0p500deg_seed_101']
clutter_servo_high_texture_10000m_p0p500deg_seed_101,0.5,101,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.46687191995033384,0.07298429659705616,,1.446992180793987,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_060/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_060/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_p0p500deg_seed_202,0.5,202,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_p0p500deg_seed_202']
clutter_servo_low_texture_7500m_p0p500deg_seed_202,0.5,202,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.49409785900218245,0.024911305403438555,,2.2061225422314736,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_061/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_061/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_p0p500deg_seed_202,0.5,202,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_p0p500deg_seed_202']
clutter_servo_low_texture_10000m_p0p500deg_seed_202,0.5,202,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.4761602614391292,0.025355932060389275,,1.4469957023276012,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_062/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_062/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_p0p500deg_seed_202,0.5,202,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_p0p500deg_seed_202']
clutter_servo_high_texture_7500m_p0p500deg_seed_202,0.5,202,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.5256898354302172,0.03870188886934445,,2.2060901513049407,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_063/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_063/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_p0p500deg_seed_202,0.5,202,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_p0p500deg_seed_202']
clutter_servo_high_texture_10000m_p0p500deg_seed_202,0.5,202,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,0.553036727023291,0.027590061072706784,,1.4469973260872944,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_064/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_064/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_m0p500deg_seed_101,-0.5,101,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_m0p500deg_seed_101']
clutter_servo_low_texture_7500m_m0p500deg_seed_101,-0.5,101,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.4764578699987331,0.03780225380092478,,2.207936927898096,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_065/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_065/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_m0p500deg_seed_101,-0.5,101,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_m0p500deg_seed_101']
clutter_servo_low_texture_10000m_m0p500deg_seed_101,-0.5,101,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.42798393011021446,0.030981153209993284,,1.4483897387613236,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_066/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_066/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_m0p500deg_seed_101,-0.5,101,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_m0p500deg_seed_101']
clutter_servo_high_texture_7500m_m0p500deg_seed_101,-0.5,101,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.716368034351485,0.04266627747692042,,2.2079536757974862,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_067/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_067/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_m0p500deg_seed_101,-0.5,101,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_m0p500deg_seed_101']
clutter_servo_high_texture_10000m_m0p500deg_seed_101,-0.5,101,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.559829250672195,0.07524854688625682,,1.4483415741636871,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_068/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_068/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_m0p500deg_seed_202,-0.5,202,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_7500m_m0p500deg_seed_202']
clutter_servo_low_texture_7500m_m0p500deg_seed_202,-0.5,202,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.5379277444127986,0.03674988798351034,,2.2079503884048233,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_069/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_069/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_m0p500deg_seed_202,-0.5,202,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_low_texture_10000m_m0p500deg_seed_202']
clutter_servo_low_texture_10000m_m0p500deg_seed_202,-0.5,202,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.5505779156599313,0.04407755726366411,,1.4483681825299901,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_070/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_070/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_m0p500deg_seed_202,-0.5,202,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,objective_non_unique_or_grid_boundary,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_7500m_m0p500deg_seed_202']
clutter_servo_high_texture_7500m_m0p500deg_seed_202,-0.5,202,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.4420612986949379,0.021273290669036993,,2.207939967417707,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_071/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_071/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_m0p500deg_seed_202,-0.5,202,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,,,,,,,True,primary_feature_family_disagreement,FALLBACK_MODEL_MISMATCH,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",OFF_C_PLUS_N_TARGET_FREE_ONLY,False,False,False,False,['off_c_plus_n:clutter_servo_high_texture_10000m_m0p500deg_seed_202']
clutter_servo_high_texture_10000m_m0p500deg_seed_202,-0.5,202,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,-0.47950832324486115,0.04002252983010135,,1.4483748925845432,,,,,VALID,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",PAIRED_ON_MINUS_OFF_TARGET_RESIDUAL,False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_072/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_072/off/data/stage2_statistical_newprotocol_period_0000.bin']"
