candidate_matrix_id,reference_matrix_id,interpretation,n_cases,n_seeds,same_scene_seed_controls,delta_residual_suppression_dB_mean,delta_residual_suppression_dB_std,delta_residual_suppression_dB_positive_fraction,delta_output_SCNR_dB_mean,delta_output_SCNR_dB_std,delta_output_SCNR_dB_positive_fraction,delta_SCNR_improvement_dB_mean,delta_SCNR_improvement_dB_std,delta_SCNR_improvement_dB_positive_fraction,delta_target_loss_dB_mean,delta_target_loss_dB_std,delta_target_loss_dB_positive_fraction,delta_background_Pfa_mean,delta_background_Pfa_std,delta_background_Pfa_positive_fraction,delta_target_detected_mean,delta_target_detected_std,delta_target_detected_positive_fraction,delta_target_signal_power_after_mean,delta_target_signal_power_after_std,delta_target_signal_power_after_positive_fraction,delta_background_power_after_roi_mean,delta_background_power_after_roi_std,delta_background_power_after_roi_positive_fraction
J4_native_4ch_JDL_STAP,J2_F1F2_pair_fused_JDL_STAP,pure spatial-DOF delta J4 - J2,9,3,True,-3.344095220493092,0.008932773960605024,0.0,-7.62466108526117,2.5717352472694635,0.0,-8.181903887506481,2.7597359803179797,0.0,-0.6082791696775082,7.07199627542266,0.3333333333333333,0.00019154908208162658,6.689790632854361e-05,1.0,0.0,0.0,0.0,-43540846.59335076,81461525.9936005,0.3333333333333333,2111676.7199655054,3651539.363045348,0.7777777777777778
