split,scene_id,source_scene_id,method,target_coherence_before,target_coherence_after,target_coherence_delta,target_theoretical_csi_attenuation_db,target_observed_pulse_coherence_before,L_target_only_mean_dB,plan_beta2_deg_per_pulse2
target_safe_failure_mechanism,mechanism_test_v3_010,test_v3_010,J5_Selective_Physics_Calibration,0.9872857861676947,0.9877071964676446,0.0004214102999499092,0.0,0.9999897441205204,-0.007914602953268799,nan
target_safe_failure_mechanism,mechanism_test_v3_010,test_v3_010,J6_Joint_Phase_Surface,0.9872857861676947,0.9999691654762253,0.012683379308530585,0.0,0.9999897441205204,-0.3480672261928871,8.431516351970509e-06
target_safe_failure_mechanism,mechanism_test_v3_018,test_v3_018,J5_Selective_Physics_Calibration,0.9822224779451156,0.9828371687238966,0.0006146907787809575,0.0,0.9999897436094626,0.0009793695628021156,nan
target_safe_failure_mechanism,mechanism_test_v3_018,test_v3_018,J6_Joint_Phase_Surface,0.9822224779451156,0.9999874071056917,0.017764929160576037,0.0,0.9999897436094626,0.02820504710507539,4.19159190831079e-05
target_safe_failure_mechanism,mechanism_test_v3_022,test_v3_022,J5_Selective_Physics_Calibration,0.9818983214041678,0.9825192382606637,0.0006209168564959011,0.0,0.999989744985164,0.0004897364841718525,nan
target_safe_failure_mechanism,mechanism_test_v3_022,test_v3_022,J6_Joint_Phase_Surface,0.9818983214041678,0.9999817485620923,0.018083427157924548,0.0,0.999989744985164,0.0035152212678546332,-9.694747123300371e-05
target_safe_failure_mechanism,mechanism_test_v3_050,test_v3_050,J5_Selective_Physics_Calibration,0.9870953877489105,0.9875353882860096,0.0004400005370991389,0.0,0.9999897450575101,0.005194827222242609,nan
target_safe_failure_mechanism,mechanism_test_v3_050,test_v3_050,J6_Joint_Phase_Surface,0.9870953877489105,0.9999870848457703,0.012891697096859778,0.0,0.9999897450575101,0.24536918836670032,9.789543966861759e-06
