split,scene_id,source_scene_id,family,snr_db,off_tau_ns,off_beta1_deg_per_pulse,off_beta2_deg_per_pulse2,target_only_tau_ns,target_only_beta1_deg_per_pulse,target_only_beta2_deg_per_pulse2,target_only_minus_off_tau_ns,target_only_minus_off_beta1_deg_per_pulse,target_only_minus_off_beta2_deg_per_pulse2,off_residual_p1_global,off_residual_joint_global,off_joint_minus_p1_residual_coherence_gain,j6_beta2_abs,nonlinear_surface_evidence,j6_target_coherence_minus_j5,j6_target_theoretical_attenuation_db,j5_target_only_transfer_db,j6_target_only_transfer_db,nearly_linear_phase,j6_overcorrection_suspected
target_safe_failure_mechanism,mechanism_test_v3_010,test_v3_010,M2,12.0,-0.1414794114368525,-0.2397673296630921,8.431516351970509e-06,-0.09974599521965133,-0.2481265669866536,-1.633016855008072e-08,0.04173341621720117,-0.008359237323561503,-8.447846520520589e-06,0.8615597713651844,0.9247856602881688,0.06322588892298442,8.431516351970509e-06,False,0.012261969008580675,0.0,-0.007914602953268799,-0.3480672261928871,True,True
target_safe_failure_mechanism,mechanism_test_v3_018,test_v3_018,M2,14.0,-0.2207916709203571,-0.30477297925452623,4.19159190831079e-05,-0.09975185852716341,-0.29836227463654524,-1.3829914273432591e-08,0.12103981239319368,0.006410704617980989,-4.192974899738133e-05,0.8516988107316189,0.9210084773452343,0.06930966661361537,4.19159190831079e-05,False,0.01715023838179508,0.0,0.0009793695628021156,0.02820504710507539,True,False
target_safe_failure_mechanism,mechanism_test_v3_022,test_v3_022,M2+M3,14.0,0.005713469481304249,-0.2846388607580981,-9.694747123300371e-05,0.09971485831961611,-0.29815866125544327,4.3658852900442074e-08,0.09400138883831187,-0.013519800497345191,9.699113008590416e-05,0.8441545378455635,0.9150891173592255,0.070934579513662,9.694747123300371e-05,False,0.017462510301428646,0.0,0.0004897364841718525,0.0035152212678546332,True,False
target_safe_failure_mechanism,mechanism_test_v3_050,test_v3_050,M2,22.0,-0.007562781352091084,-0.24687152583774916,9.789543966861759e-06,-0.09975043135235351,-0.24839128799104068,-7.94489924521135e-09,-0.09218765000026242,-0.0015197621532915262,-9.79748886610697e-06,0.8629004736916339,0.9253456018367723,0.06244512814513836,9.789543966861759e-06,False,0.012451696559760639,0.0,0.005194827222242609,0.24536918836670032,True,False
