split,scene_id,family,snr_db,method,target_id,target_row,target_col,on_hit,off_hit,paired_causal_hit,on_cfar_margin_db,off_cfar_margin_db,delta_cfar_margin_db,on_roi_cells,off_roi_cells,target_only_roi_cells,L_causal_dB,L_target_only_dB,peak_transfer_dB,integrated_roi_energy_candidate,integrated_roi_energy_current,range_centroid_shift_cells,doppler_centroid_shift_cells,peak_bin_shift_cells,roi_spreading_delta_cells,delta_definition,target_only_definition,delta_cell_count,delta_sum_real,delta_sum_imag,delta_energy,delta_peak_abs,delta_peak_real,delta_peak_imag,delta_peak_row,delta_peak_col,delta_centroid_row,delta_centroid_col,delta_spread_rms_cells,target_only_cell_count,target_only_sum_real,target_only_sum_imag,target_only_energy,target_only_peak_abs,target_only_peak_real,target_only_peak_imag,target_only_peak_row,target_only_peak_col,target_only_centroid_row,target_only_centroid_col,target_only_spread_rms_cells
target_safe_failure_mechanism,mechanism_test_v3_010,M2,12.0,J0_Current,MISMATCH_B01_S000_R00,63,880,True,False,True,nan,nan,nan,25,25,25,0.0,0.0,0.0,166780884.08529323,166780884.08529323,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-12099.39634269476,-4028.82712726295,166780884.08529323,11844.753071559748,-10949.52692604065,-4517.303999304771,63,880,62.992281447941124,879.972375174402,0.5827859488388984,25,1381.1900067329407,-1175.9166240692139,5608053.054987373,2184.4053841641407,1408.9404296875,-1669.285400390625,65,880,64.95342838724842,880.041743710361,0.5884690345960564
target_safe_failure_mechanism,mechanism_test_v3_010,M2,12.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,63,880,True,False,True,nan,nan,nan,25,25,25,-0.008669333036335701,-0.007914602953268799,-0.009601470629965832,166448290.20597386,166780884.08529323,4.6416401346505154e-05,0.00012523140490117157,"(0, 0)",0.0002837783963328677,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-12105.728595554829,-3999.4576435536146,166448290.20597386,11831.66699527863,-10946.020246744156,-4491.434586524963,63,880,62.992406679346026,879.9724215908034,0.5830697272352313,25,1376.2894797325134,-1173.3487854003906,5597842.219829943,2182.222384640484,1407.80078125,-1667.390625,65,880,64.9532159147395,880.0411980033788,0.5885387655227039
target_safe_failure_mechanism,mechanism_test_v3_010,M2,12.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,63,880,True,False,True,nan,nan,nan,25,25,25,-0.4315451855821335,-0.3480672261928871,-0.6258058136942369,151005147.9207891,166780884.08529323,0.0014592992340567434,-0.03402943456321594,"(0, 0)",0.04086879162596524,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-10519.9825720191,-2766.5445873737335,151005147.9207891,11021.373509770048,-10588.321479797363,-3059.1048171520233,63,880,62.95825201337791,879.9738344736361,0.6236547404648637,25,1101.0515842437744,-1054.7862253189087,5176132.5716848215,2082.117259195441,1354.93701171875,-1580.935791015625,65,880,64.93632074012758,880.0063083289863,0.5977831547231505
target_safe_failure_mechanism,mechanism_test_v3_018,M2,14.0,J0_Current,MISMATCH_B01_S000_R00,115,1064,True,False,True,nan,nan,nan,25,25,25,0.0,0.0,0.0,124510087.01182102,124510087.01182102,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,442.1781294941902,344.7057050112635,124510087.01182102,7485.895688862447,7446.972511291504,762.3874871730804,116,1064,115.56221458819486,1063.97409893678,0.8898403502146014,25,-395.9800720214844,-499.82820320129395,124915716.5471948,7503.281526706098,-7381.5078125,-1346.3194580078125,116,1064,115.56271310430094,1064.0006485751796,0.889514745046028
target_safe_failure_mechanism,mechanism_test_v3_018,M2,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,115,1064,True,False,True,nan,nan,nan,25,25,25,0.0011025565234581136,0.0009793695628021156,-0.012094339413355287,124541700.77659036,124510087.01182102,1.2908343251183396e-05,-0.001513182158021209,"(0, 0)",0.00031306176698775445,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,412.87694627046585,344.8177854344249,124541700.77659036,7475.479489267501,7436.410112380981,763.2812292575836,116,1064,115.56070140603684,1063.9741118451232,0.8901534119815891,25,-367.72442626953125,-495.35057640075684,124943889.23900189,7492.74168501102,-7373.20263671875,-1333.064453125,116,1064,115.56119846016136,1064.0006466474235,0.889830668854834
target_safe_failure_mechanism,mechanism_test_v3_018,M2,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,115,1064,True,False,True,nan,nan,nan,25,25,25,0.03222079793109292,0.02820504710507539,-0.7755115980039912,125437276.61376937,124510087.01182102,0.0006109454459419794,-0.08773931168781246,"(-1, 0)",0.007881176129511891,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-1249.084888637066,305.8095684349537,125437276.61376937,6846.493360147678,-6833.869909286499,-415.5639463365078,115,1064,115.47447527650705,1063.9747098822259,0.8977215263441133,25,1247.9671630859375,-377.95868158340454,125729615.7389356,6857.527318402414,6844.68505859375,419.4846496582031,115,1064,115.47492456446024,1064.0005686613317,0.8974954817595933
target_safe_failure_mechanism,mechanism_test_v3_022,M2+M3,14.0,J0_Current,MISMATCH_B01_S000_R00,108,556,True,False,True,nan,nan,nan,25,25,25,0.0,0.0,0.0,66071648.85818797,66071648.85818797,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,1062.61008477211,1389.3128292560577,66071648.85818797,6166.460803745645,4750.755352973938,3931.3563079833984,109,556,108.67685316720906,555.9747960607638,0.8510346202194775,25,1495.636734008789,953.9678033590317,66436699.976154625,6186.163509838235,5877.55517578125,1929.4984130859375,109,556,108.67645982420555,556.0036732217374,0.8508718048362339
target_safe_failure_mechanism,mechanism_test_v3_022,M2+M3,14.0,J5_Selective_Physics_Calibration,MISMATCH_B01_S000_R00,108,556,True,False,True,nan,nan,nan,25,25,25,0.0005126434970577353,0.0004897364841718525,-0.009946325224918671,66079448.45079262,66071648.85818797,1.6350281839550007e-06,-0.0016212779332391847,"(0, 0)",0.0007795662515527324,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,1043.5693599581718,1378.4546463489532,66079448.45079262,6159.403550703096,4740.841863632202,3932.2602310180664,109,556,108.67523188927582,555.974797695792,0.8518141864710302,25,1452.6712493896484,982.5719594955444,66444192.19901149,6179.072967098351,5824.30126953125,2063.60302734375,109,556,108.67483648252225,556.0036729805213,0.8516511103541715
target_safe_failure_mechanism,mechanism_test_v3_022,M2+M3,14.0,J6_Joint_Phase_Surface,MISMATCH_B01_S000_R00,108,556,True,False,True,nan,nan,nan,25,25,25,0.004217572230857119,0.0035152212678546332,-0.6574500239401166,66135844.30981227,66071648.85818797,0.00011518203200466814,-0.09834900749541475,"(0, 0)",0.034062432295611456,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,25,-0.5393049120903015,686.8350262641907,66135844.30981227,5716.937891850231,4327.145390510559,3736.200159072876,109,556,108.57850415971365,555.9749112427958,0.885097052515089,25,-126.97237396240234,664.8591690063477,66490496.248177886,5735.42668331072,3430.765625,4596.1904296875,109,556,108.57815105936993,556.0036650991573,0.8848302384683967
target_safe_failure_mechanism,mechanism_test_v3_050,M2,22.0,J0_Current,MISMATCH_B01_S000_R00,127,600,True,False,True,nan,nan,nan,15,15,15,0.0,0.0,0.0,525043350.17210597,525043350.17210597,0.0,0.0,"(0, 0)",0.0,Y_ON_fixedcal - Y_OFF_fixedcal,Y_TO_fixedcal with correction frozen from OFF,15,17775.848272144794,-24192.5150295794,525043350.17210597,20856.862238465255,12264.070390224457,-16870.129812717438,127,600,126.94220958273544,599.9764034091398,0.5925127638768851,15,-30089.188507080078,-934.2070083618164,527573016.311446,20921.30693182202,-20907.94921875,-747.4912719726562,127,600,126.941960573712,600.0039088022318,0.5921907385355681
