family,seed_count,all_status_pass,delta_cancellation_db_mean,delta_cancellation_db_std_population,delta_cancellation_db_min,delta_cancellation_db_max,delta_phase_rmse_rad_mean,delta_phase_rmse_rad_std_population,delta_phase_rmse_rad_min,delta_phase_rmse_rad_max,delta_coherence_mean,delta_coherence_std_population,delta_coherence_min,delta_coherence_max,current_cancellation_db_mean,current_cancellation_db_std_population,current_cancellation_db_min,current_cancellation_db_max,oracle_cancellation_db_mean,oracle_cancellation_db_std_population,oracle_cancellation_db_min,oracle_cancellation_db_max,current_phase_rmse_rad_mean,current_phase_rmse_rad_std_population,current_phase_rmse_rad_min,current_phase_rmse_rad_max,oracle_phase_rmse_rad_mean,oracle_phase_rmse_rad_std_population,oracle_phase_rmse_rad_min,oracle_phase_rmse_rad_max,current_coherence_mean,current_coherence_std_population,current_coherence_min,current_coherence_max,oracle_coherence_mean,oracle_coherence_std_population,oracle_coherence_min,oracle_coherence_max,oracle_bypass_fraction_mean,oracle_bypass_fraction_std_population,oracle_bypass_fraction_min,oracle_bypass_fraction_max
M1_fractional_channel_delay,3,True,6.748536190747366,0.1881461675973327,6.510842287729101,6.9709431583018,-0.13991937595655135,0.0032301758284106114,-0.14443981338386502,-0.137088817061092,0.019038576648771066,0.0016040360554668784,0.017527218814044065,0.021259262604484075,13.172032889759334,0.34480605594997465,12.6867662322749,13.4561876308099,19.9205690805067,0.3662457251973144,19.4505893584861,20.344087964495,0.24889338255597768,0.00707213681591637,0.241208050593399,0.258279011028867,0.10897400659942634,0.004505294618898073,0.102978553168702,0.113839197645002,0.9758546116131126,0.0019760850615769465,0.973068868264005,0.977440080667083,0.9948931882618837,0.00043428503564729823,0.994328130868489,0.995384134436035,,,,
M2_pulse_varying_differential_phase,3,True,3.716401520072665,0.20914814847759078,3.4214921308537996,3.8834970173724983,-0.03372662801131707,0.000756418047974917,-0.034352899445932,-0.032662432734059596,0.002109483200280667,2.8739294714070487e-05,0.0020737768956480274,0.0021441504968839897,21.13306145917387,0.2039907496968604,20.9192022401485,21.4076708670262,24.849462979246535,0.39091612921558133,24.3406943710023,25.2911678843987,0.09327315337205146,0.0021232045338164243,0.0904247580078701,0.0955201384663031,0.059546525360734404,0.00277272144455176,0.0560718585619381,0.0628577057322435,0.996250905156709,0.0001598833577105726,0.996056030993494,0.996447650231412,0.9983603883569897,0.00014672100023315894,0.998166553201804,0.99852142712706,,,,
M3_internal_clutter_motion,3,True,0.24632893284026322,0.02831991956023564,0.20734926329798498,0.27378530937231815,0.1879357868704913,0.005916157615955002,0.18102566799019126,0.19547607264468014,0.0,0.0,0.0,0.0,8.393709212665636,0.16491222133000544,8.25927858114082,8.62597108276007,8.6400381455059,0.17744009268196304,8.466627844438804,8.883823308610557,0.3958558649496913,0.008033501891690217,0.384584620508983,0.4027264023631,0.5837916518201826,0.003062601952668138,0.5800606931536632,0.5875621919535935,0.9275723809390217,0.0027138299040649337,0.92534842579105,0.931393200839012,0.9275723809390217,0.0027138299040649337,0.92534842579105,0.931393200839012,0.0,0.0,0.0,0.0
