seed,family,status,source_root,delta_cancellation_db,delta_phase_rmse_rad,delta_coherence,current_cancellation_db,oracle_cancellation_db,current_phase_rmse_rad,oracle_phase_rmse_rad,current_coherence,oracle_coherence,oracle_bypass_fraction
2026091011,M1_fractional_channel_delay,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch/mechanism_oracle,6.9709431583018,-0.138229497424697,0.018329248527785058,13.3731448061932,20.344087964495,0.241208050593399,0.102978553168702,0.97705488590825,0.995384134436035,
2026091011,M2_pulse_varying_differential_phase,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch/mechanism_oracle,3.8834970173724983,-0.034352899445932,0.0020737768956480274,21.4076708670262,25.2911678843987,0.0904247580078701,0.0560718585619381,0.996447650231412,0.99852142712706,
2026091011,M3_internal_clutter_motion,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch/mechanism_oracle,0.27378530937231815,0.1873056199766025,0.0,8.29587797409602,8.569663283468339,0.400256571976991,0.5875621919535935,0.925975516187003,0.925975516187003,0.0
2026091012,M1_fractional_channel_delay,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_oracle_seed2026091012,6.763823126211198,-0.14443981338386502,0.021259262604484075,12.6867662322749,19.4505893584861,0.258279011028867,0.113839197645002,0.973068868264005,0.994328130868489,
2026091012,M2_pulse_varying_differential_phase,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_oracle_seed2026091012,3.4214921308537996,-0.032662432734059596,0.002110522208309984,20.9192022401485,24.3406943710023,0.0955201384663031,0.0628577057322435,0.996056030993494,0.998166553201804,
2026091012,M3_internal_clutter_motion,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_oracle_seed2026091012,0.20734926329798498,0.18102566799019126,0.0,8.25927858114082,8.466627844438804,0.4027264023631,0.5837520703532912,0.92534842579105,0.92534842579105,0.0
2026091013,M1_fractional_channel_delay,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_oracle_seed2026091013,6.510842287729101,-0.137088817061092,0.017527218814044065,13.4561876308099,19.967029918539,0.247193086045667,0.110104268984575,0.977440080667083,0.994967299481127,
2026091013,M2_pulse_varying_differential_phase,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_oracle_seed2026091013,3.844215411991698,-0.0341645518539596,0.0021441504968839897,21.0723112703469,24.9165266823386,0.0938745636419812,0.0597100117880216,0.996249034245221,0.998393184742105,
2026091013,M3_internal_clutter_motion,pass,/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_oracle_seed2026091013,0.2578522258504865,0.19547607264468014,0.0,8.62597108276007,8.883823308610557,0.384584620508983,0.5800606931536632,0.931393200839012,0.931393200839012,0.0
