family,level,value,p38_k_rad_per_hz,p38_b_rad,csi_coherence,csi_cancellation_db
M2_pulse_varying_differential_phase,zero,0.0,0.000999101786874235,-0.00820755958557129,0.998521427142009,25.2911679320938
M2_pulse_varying_differential_phase,weak,0.05,0.000998765346594155,-0.00745977507904172,0.99851621837341,25.2746669632467
M2_pulse_varying_differential_phase,moderate,0.2,0.000996152986772358,-0.00524942204356194,0.998237478185001,24.5022291397914
M2_pulse_varying_differential_phase,strong,0.5,0.000984107260592282,-0.00147816189564764,0.996447650231412,21.4076708670262
