family,level,value,rho_median,gate_rows,gate_bypassed_rows,coherence_gate_pass_fraction,coherence_gate_bypass_fraction,csi_coherence
M2_pulse_varying_differential_phase,zero,0.0,0.9872804299038348,39,0,1.0,0.0,0.998521427142009
M2_pulse_varying_differential_phase,weak,0.05,0.9883500698642108,39,0,1.0,0.0,0.99851621837341
M2_pulse_varying_differential_phase,moderate,0.2,0.9869752766892922,39,0,1.0,0.0,0.998237478185001
M2_pulse_varying_differential_phase,strong,0.5,0.9735870227182543,39,0,1.0,0.0,0.996447650231412
