method,dimension,level,count,mean,median,p05,p10,p90,min,cvar5,fraction_lt_neg_0_1,fraction_lt_neg_0_5,fraction_lt_neg_1_0
J5_Selective_Physics_Calibration,rho,0.8,2,0.0024247878714001025,0.0024247878714001025,-0.00709729003128623,-0.006039281375432193,0.010888857118232398,-0.008155298687140267,-0.008155298687140267,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.81,3,-0.022085936347813195,0.0,-0.06467007005712891,-0.05748450671744791,0.004478259482696246,-0.07185563339680989,-0.07185563339680989,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.82,1,-0.039577631391039425,-0.039577631391039425,-0.039577631391039425,-0.039577631391039425,-0.039577631391039425,-0.039577631391039425,-0.039577631391039425,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.83,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.84,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.85,2,0.36863812696359055,0.36863812696359055,0.10560556351208135,0.13483140389558237,0.6024448500315988,0.07637972312858032,0.07637972312858032,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.86,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.87,1,0.2603726983225698,0.2603726983225698,0.2603726983225698,0.2603726983225698,0.2603726983225698,0.2603726983225698,0.2603726983225698,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.88,2,0.006984985542429989,0.006984985542429989,0.00462956055516397,0.0048912744426379716,0.009078696642222005,0.004367846667689967,0.004367846667689967,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.89,2,0.13481385709795468,0.13481385709795468,0.015453203337133027,0.028715498199446545,0.24091221599646281,0.0021909084748195085,0.0021909084748195085,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.91,1,0.10024326961028063,0.10024326961028063,0.10024326961028063,0.10024326961028063,0.10024326961028063,0.10024326961028063,0.10024326961028063,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.92,3,0.16827621177935,0.010781491954899636,-0.019552293698378076,-0.016181873070236108,0.4157321845587163,-0.022922714326520044,-0.022922714326520044,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.94,2,0.41796153459579966,0.41796153459579966,0.04179615345957997,0.08359230691915993,0.7523307622724394,0.0,0.0,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.96,2,0.034958564130780356,0.034958564130780356,0.0034958564130780356,0.006991712826156071,0.06292541543540464,0.0,0.0,0.0,0.0,0.0
J5_Selective_Physics_Calibration,rho,0.98,1,0.04941132840822959,0.04941132840822959,0.04941132840822959,0.04941132840822959,0.04941132840822959,0.04941132840822959,0.04941132840822959,0.0,0.0,0.0
J6_Joint_Phase_Surface,overall,all,48,-0.21230685583977807,0.0,-0.11388698332564201,0.0,0.46758934438828087,-16.2851011028398,-5.639702907897511,0.0625,0.020833333333333332,0.020833333333333332
J6_Joint_Phase_Surface,family,M1,8,0.015864585351897498,0.0,0.0,0.0,0.056081671132844235,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,family,M1+M2,8,-1.8247699447937296,0.2045390551319306,-10.58531571684587,-4.885530330851939,0.43936721822550806,-16.2851011028398,-16.2851011028398,0.125,0.125,0.125
J6_Joint_Phase_Surface,family,M1+M2+M3,8,0.175516648860379,0.07126207901564063,-0.11156019137860311,-0.05148931909781681,0.48312090950582987,-0.1716310636593894,-0.1716310636593894,0.125,0.0,0.0
J6_Joint_Phase_Surface,family,M1+M3,8,0.12721806483702885,0.0,-0.00432118504450083,-0.0019943930974619215,0.3660313751605193,-0.006647976991539739,-0.006647976991539739,0.0,0.0,0.0
J6_Joint_Phase_Surface,family,M2,8,0.20333438288855488,0.1499973425000496,0.0,0.0,0.4675893443882808,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,family,M2+M3,8,0.02899512781720115,0.0,-0.30054476217567117,-0.13871296715800205,0.2657890062487807,-0.46237655719334025,-0.46237655719334025,0.125,0.0,0.0
J6_Joint_Phase_Surface,branch,D0P0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,branch,D0P1,7,0.2655194408065783,0.3888358646885903,-0.2805477907882162,-0.0987190243830921,0.5036000220711996,-0.46237655719334025,-0.46237655719334025,0.14285714285714285,0.0,0.0
J6_Joint_Phase_Surface,branch,D1P0,9,-1.651915986917513,0.05324086566440034,-9.773719852500495,-3.262338602161191,0.39343165425793325,-16.2851011028398,-16.2851011028398,0.1111111111111111,0.1111111111111111,0.1111111111111111
J6_Joint_Phase_Surface,branch,D1P1,9,0.31309763514469124,0.2996812022236597,-0.048302378263825746,0.07502630713173791,0.6591684989402502,-0.1716310636593894,-0.1716310636593894,0.1111111111111111,0.0,0.0
J6_Joint_Phase_Surface,angle,-40,9,-1.7413626619966145,0.0,-9.956011284581216,-3.6269214663226315,0.33211049994669195,-16.2851011028398,-16.2851011028398,0.2222222222222222,0.1111111111111111,0.1111111111111111
J6_Joint_Phase_Surface,angle,-50,11,0.08410057913366188,0.0,-0.0858155318296947,0.0,0.3647813715619401,-0.1716310636593894,-0.1716310636593894,0.09090909090909091,0.0,0.0
J6_Joint_Phase_Surface,angle,-60,10,0.27644841654398505,0.13619373021717074,0.0,0.0,0.8457759906005554,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,angle,-70,9,0.18287901326909328,0.0008085586364305897,0.0,0.0,0.48259563050615384,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,angle,-80,9,0.016225913592023397,0.0,-0.003988786194923844,-0.0013295953983079474,0.03711559981888988,-0.006647976991539739,-0.006647976991539739,0.0,0.0,0.0
J6_Joint_Phase_Surface,range,0,12,0.14766053960727324,0.032103232794649994,-0.0029915896461928824,0.0,0.44899909853766695,-0.006647976991539739,-0.006647976991539739,0.0,0.0,0.0
J6_Joint_Phase_Surface,range,1000,17,-0.9152824202746676,0.0,-3.6269214663226315,-0.18495062287733607,0.23398298830605854,-16.2851011028398,-16.2851011028398,0.11764705882352941,0.058823529411764705,0.058823529411764705
J6_Joint_Phase_Surface,range,1500,4,0.03613197236504262,0.00040427931821529484,0.0,0.0,0.10084609916754712,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,range,500,15,0.23017451330750346,0.14171559939485068,-0.05148931909781681,0.0,0.694245246769094,-0.1716310636593894,-0.1716310636593894,0.06666666666666667,0.0,0.0
J6_Joint_Phase_Surface,snr,-0.226562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-0.632812,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-0.835938,1,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-1.03906,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-1.24219,1,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-1.64844,1,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-1.85156,1,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-2.05469,1,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-2.25781,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-2.66406,1,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-2.86719,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-3.07031,1,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,1.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-3.27344,1,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-3.47656,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-3.67969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-4.08594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-4.28906,1,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-4.49219,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-4.69531,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,-4.89844,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,0.382812,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,0.585938,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,0.789062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,0.992188,1,-16.2851011028398,-16.2851011028398,-16.2851011028398,-16.2851011028398,-16.2851011028398,-16.2851011028398,-16.2851011028398,1.0,1.0,1.0
J6_Joint_Phase_Surface,snr,1.19531,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,1.80469,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,2.00781,1,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,2.21094,1,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,2.41406,1,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,2.61719,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,3.02344,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,3.42969,1,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,3.63281,1,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,1.0,0.0,0.0
J6_Joint_Phase_Surface,snr,3.83594,1,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,4.44531,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,4.64844,1,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,5.25781,1,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,5.46094,1,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,6.07031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,6.27344,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,6.47656,1,0.06271021722588,0.06271021722588,0.06271021722588,0.06271021722588,0.06271021722588,0.06271021722588,0.06271021722588,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,6.67969,1,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,6.88281,1,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,7.08594,1,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,7.28906,1,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,7.49219,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,7.69531,1,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0,0.0,0.0
J6_Joint_Phase_Surface,snr,7.89844,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,radial_velocity,negative_fast,16,-0.929757828630617,0.0,-4.418057693604955,-0.23118827859667013,0.3253118872559151,-16.2851011028398,-16.2851011028398,0.125,0.0625,0.0625
J6_Joint_Phase_Surface,radial_velocity,negative_slow,10,0.11442749479937997,0.0,-0.09738867465885705,-0.023146285658324703,0.4800909086531946,-0.1716310636593894,-0.1716310636593894,0.1,0.0,0.0
J6_Joint_Phase_Surface,radial_velocity,positive_fast,13,0.14589986730138008,0.0008085586364305897,0.0,0.0,0.35766772399928204,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,radial_velocity,positive_slow,9,0.18271366165208688,0.01096559992489965,0.0,0.0,0.5409197913125621,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,clutter_ridge,false,37,-0.34141109785525947,0.0,-0.22978016236617957,-0.002659190796615895,0.37440316881260016,-16.2851011028398,-8.37373883001657,0.08108108108108109,0.02702702702702703,0.02702702702702703
J6_Joint_Phase_Surface,clutter_ridge,true,11,0.22195286730320463,0.01096559992489965,0.0,0.0,0.5506182489072096,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,clutter_ridge_distance,far,42,-0.25003275910614076,0.0,-0.1633819093259969,0.0,0.4715880813530626,-16.2851011028398,-5.639702907897511,0.07142857142857142,0.023809523809523808,0.023809523809523808
J6_Joint_Phase_Surface,clutter_ridge_distance,near,6,0.051774467024759886,0.0,0.0,0.0,0.15532340107427967,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.19,1,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.8776084295522999,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.26,1,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.31,1,0.06271021722588,0.06271021722588,0.06271021722588,0.06271021722588,0.06271021722588,0.06271021722588,0.06271021722588,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.34,1,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.05324086566440034,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.37,1,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.4,1,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.1437193308237399,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.42,1,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,-0.006647976991539739,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.45,1,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.2996812022236597,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.48,1,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.26178790982323985,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.49,1,-16.2851011028398,-16.2851011028398,-16.2851011028398,-16.2851011028398,-16.2851011028398,-16.2851011028398,-16.2851011028398,1.0,1.0,1.0
J6_Joint_Phase_Surface,texture,0.51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.55,1,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.6134008604405001,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.56,1,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.8422390529392505,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.58,1,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.14678406613547068,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.59,1,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.65,1,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,1.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.66,1,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.71,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.72,1,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.4655899759058899,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.73,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.76,1,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.79,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.8,1,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.3888358646885903,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.82,1,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.3647813715619401,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.87,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.92,1,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.01096559992489965,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.93,1,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.13669064982951973,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,0.94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,1,1,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.2999946850000992,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,1.01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,texture,1.03,1,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,1.0,0.0,0.0
J6_Joint_Phase_Surface,texture,1.04,1,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.2723874604343415,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.5,1,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,-0.1716310636593894,1.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.52,1,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.3292131337486497,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.57,1,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,-0.46237655719334025,1.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.59,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.63,1,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0008085586364305897,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.69,1,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.14171559939485068,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.71,1,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.5506182489072096,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.76,1,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.4722545375138596,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.77,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.78,2,0.42111952646962525,0.42111952646962525,0.042111952646962526,0.08422390529392505,0.7580151476453255,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.79,2,0.13089395491161993,0.13089395491161993,0.013089395491161993,0.026178790982323986,0.23560911884091587,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.8,2,0.199900732306745,0.199900732306745,0.029859113163084185,0.04875262640126872,0.35104883821222127,0.01096559992489965,0.01096559992489965,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.81,3,0.09346999355108654,0.13669064982951973,0.013669064982951973,0.027338129965903946,0.14231359462489584,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.82,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.83,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6_Joint_Phase_Surface,rho,0.84,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
