split,scene_id,joint_confidence,joint_rmse_rad,residual_coherence,tau_ns,beta1_deg_per_pulse,beta2_deg_per_pulse2,d3_j6_delay_disagreement_ns,p1_j6_phase_disagreement_deg_per_pulse,raw_coherence,support_fraction,delay_confidence,phase_confidence,phase_signal,delay_signal,delay_extrapolation_ratio
test,test_028,0.7885182733569404,0.4031770413089412,0.9046118506226988,0.09249367456762674,-0.007965713004682776,-0.00018065321474068044,0.02396214879282256,0.02208017542392369,0.8437118906036435,0.49991554054054055,0.000744126773823961,0.10882342677244716,0.009772245152089581,0.06853152577480418,9.374358908881089e-07
test,test_029,0.8116082236718599,0.3689311584112001,0.9196010539023056,0.026476445533092727,-0.02408180921987001,0.0001675993328459528,0.10491335956110717,0.02167330459439379,0.8660290828915943,0.49991554054054055,0.002555269816522543,0.0010990299715042395,0.025757802548329538,0.1313898050941999,2.6834235337593984e-07
test,test_030,0.8146326025780439,0.3645202458772455,0.9215617830224114,0.0029040771319233014,-0.04616716837939431,0.0003098847603005072,0.08608062418878269,0.0416376396350659,0.8684198081749537,0.49991554054054055,0.001798735445163624,0.009700742782589367,0.04926601598239938,0.08898470132070599,2.943321417489833e-08
test,test_031,0.8057772164681269,0.378012004101538,0.9159941773926719,0.031403863969715354,0.10422178612223011,-0.0009330026861213336,0.0041216760778660655,0.11830241585404655,0.8603384602590914,0.49991554054054055,0.00017558759311364636,0.04128000617643146,0.11355181298344345,0.03552554004758142,3.1828240509846647e-07
test,test_032,0.794083554979065,0.3997240742386781,0.9098492471324372,5.014866777212382,-0.49706301074384346,0.00029379055667489253,1.3638636440291778,0.037949586068100505,0.7776375893673374,0.49991554054054055,0.6354401287165217,0.9870957215743263,0.5000009163105924,6.37873042124156,5.082635247174712e-05
test,test_033,0.8470298330398435,0.31531763908899996,0.9415299952044404,6.198895061478275,-0.7713028931396596,0.0010929725089465086,0.6023153142501654,0.1549133370857131,0.7823632797494272,0.49991554054054055,0.6965367455189475,0.9542812731647036,0.7822326182291247,6.801210375728441,6.282663913660414e-05
test,test_034,0.8026477878296098,0.3843899647926943,0.9145473431863332,2.359460467237743,-0.6582922728499057,2.4200315871096667e-06,1.488640855781167,0.0028798616220322426,0.7731224122429011,0.49991554054054055,0.3610404762067615,0.9890195612719964,0.6583164731657768,3.84810132301891,2.3913450681463614e-05
test,test_035,0.8251693420887894,0.34846345459417954,0.9281152995020245,8.503975537636792,-0.7055683825003091,0.00047725604301601855,0.19710544571812783,0.059674582768663664,0.7416521412530606,0.49991554054054055,0.6998868131844662,0.9865546678071277,0.7103409429304692,8.70108098335492,8.618894125983236e-05
test,test_036,0.8124072462137311,0.3695725079987807,0.9207193679626073,2.9774357176394073,-0.25329187968380806,5.4172376833317625e-05,1.3960108828584303,0.011093028856600823,0.8380948259085221,0.49991554054054055,0.5305993857005917,0.9807646704737635,0.25383360345214123,4.373446600497838,3.0176713354453457e-05
test,test_037,0.8308812541059157,0.3402400284668947,0.9317964545038677,2.800276369776527,-0.1557078212674762,-0.0007194500077057089,0.9415435723952816,0.09277843419821516,0.8546977187906746,0.49991554054054055,0.3733287191900605,0.8559364618462502,0.16290232134453328,3.7418199421718086,2.8381179423410748e-05
test,test_038,0.8522274493442683,0.3050620440601096,0.943882461572112,1.0020410088197351,-0.44621269383345646,8.994538136727719e-05,1.5728377888725429,0.011466043980311369,0.8606040221902083,0.49991554054054055,0.39845400790549756,0.9833526287707182,0.44711214764712925,2.574878797692278,1.0155821035335154e-05
test,test_039,0.10126070044995743,1.5741774444905388,0.20295826580230564,61.006558988899634,0.4134237269147113,-0.005068779825698357,56.20349214245549,0.6746369862216588,0.8575367519349206,0.49991554054054055,0.6652275407417405,0.9091861757625372,0.46411152517169485,4.803066846444146,0.0006183097194820909
test,test_040,0.8221987447832423,0.3530439547521301,0.9262931421920112,1.061672077041974,-0.0423794768208654,9.503148498270464e-05,1.243522802503869,0.015188757907424168,0.8713175678396831,0.49991554054054055,0.3232358870062101,0.22922438053753813,0.04332979167069245,2.305194879545843,1.076018997002001e-05
test,test_041,0.8361425132376044,0.3327206353508922,0.9351864947511279,10.55934900578441,-0.062242021267564084,0.0005664377546105868,0.8959195359781287,0.07148106587239748,0.794532326499621,0.49991554054054055,0.9350245532679907,0.01744242369343052,0.06790639881366996,9.663429469806282,0.00010702042911267984
test,test_042,0.7959854514798059,0.39574240921071213,0.9107059104378752,3.920956260933627,-0.028154507561025142,0.0004867395837986631,1.1472823573635749,0.059257650675168735,0.8259354294382365,0.49991554054054055,0.6011996989139347,0.1326289896008085,0.03302190339901177,5.068238618297202,3.97394215635165e-05
test,test_043,0.8122556868104821,0.36990065533261896,0.920656588150807,9.310772079944071,-0.009728674107826076,6.423153383707718e-05,0.3290699364630374,0.006832282016554565,0.789199851624167,0.49991554054054055,0.9008729426564692,0.003917085165155099,0.010370989446196847,8.981702143481034,9.436593324267641e-05
test,test_044,0.8151416565847622,0.36474474045367605,0.922212206094333,1.8799717300747165,0.14147841486508717,-0.0010393671102449863,1.6333322329025783,0.1262667472340343,0.858933179507123,0.49991554054054055,0.5876786781016154,0.023462126853905363,0.15187208596753704,3.513303962977295,1.9053767534541046e-05
test,test_045,0.8096028791953686,0.3754763619000929,0.9194994676278184,11.816048976189027,0.04888974339942573,-0.0004204814338265637,1.2047288776880336,0.05038215900984748,0.7594963863553321,0.49991554054054055,0.9354559093963458,0.0006837213819828047,0.05309455773769137,10.611320098500993,0.00011975725313705097
test,test_046,0.7894202787351756,0.40635083120540877,0.9066975095120909,6.263880718855599,-0.04222884910132316,0.0002836491982474594,0.9521915248758592,0.043938161916049295,0.7997316936908944,0.49991554054054055,0.8476316068132739,0.000596861885187594,0.04506534108379775,7.216072243731459,6.348527755596892e-05
test,test_047,0.804945267559708,0.3821651253053869,0.9164256401688009,11.85885998068648,-0.02625930649474698,0.00025011889661953303,1.2098780645509137,0.03376088341093424,0.7565373989984292,0.49991554054054055,0.9218131524501855,0.008608326329559768,0.02876049546094231,10.648981916135567,0.00012019114845290352
test,test_048,0.794292795206576,0.395268597419994,0.9086125159244499,-0.05282709106403303,-0.37017271864497203,-5.6413249995742074e-05,0.006078743989718527,0.0069120160286647025,0.8244718985072614,0.49991554054054055,0.00017962115646774635,0.9818077299238243,0.37073685114492944,0.0467483470743145,5.354097067300645e-07
test,test_049,0.8229829102870138,0.3509230305063507,0.9264719275981179,0.17539219437948525,-0.4949922248886336,-0.0004330047095247213,0.07923721417808637,0.0572741846494873,0.8231323981288445,0.49991554054054055,0.0011155554284568714,0.9194972297735228,0.4993222719838808,0.09615498020139888,1.7776235916839724e-06
test,test_050,0.8169100620133023,0.3609853062607381,0.9229633417784633,-0.01271035559057818,-0.1440300387214015,9.214153044117525e-06,0.042090249049652556,0.002422554023446044,0.8669224545580035,0.49991554054054055,0.00020216653669447027,0.9032696576387513,0.14412218025184267,0.02937989345907438,1.2882117152613022e-07
test,test_051,0.8073725636267658,0.37540405181049685,0.9169424358730611,0.20807878259754212,-0.6032019540812932,-0.00023618335803862503,0.08639045954999824,0.033484584550457996,0.7898186980343622,0.49991554054054055,0.0010465663790893975,0.9699222895707671,0.6055637876616794,0.12168832304754387,2.108906580380495e-06
test,test_052,0.8057780890219405,0.3775817098845039,0.9158525694914406,0.052008855088894836,-0.15821729846523233,-6.748159809619052e-05,0.42399493283985357,0.0076723021363794275,0.8551589671514228,0.49991554054054055,0.023010328795878165,0.868926969282467,0.15889211444619425,0.3719860777509587,5.271167745496099e-07
test,test_053,0.8059974259752826,0.3769988086991245,0.9159087136564062,-0.0960057743188011,-0.2212652060246264,-0.0009486066454828791,0.08707170934291332,0.11953752714895227,0.8392035541161127,0.49991554054054055,0.0034250497096717236,0.9684479870040871,0.2307512724794552,0.18307748366171442,9.730314964743356e-07
test,test_054,0.8138210992406121,0.3645099311154047,0.9206403417585829,-0.054449451899570345,-0.010222509872500863,-0.0006411638656683282,0.28517238471107287,0.08139001436055245,0.8653758974392483,0.49991554054054055,0.023350338225027745,0.3458553485089091,0.016634148529184142,0.3396218366106432,5.51852553036186e-07
test,test_055,0.8223849134743083,0.3512013442156749,0.9258910726658847,-0.08983093923307778,0.13837334242614938,-0.0012469012297019987,0.08145213585253805,0.15568333646141563,0.8741427673729452,0.49991554054054055,1.3606144181110835e-05,0.03286165060209978,0.15084235472316937,0.008378803380539725,9.10448708443356e-07
test,test_056,0.8059313974284807,0.38073489670319993,0.9170730187541035,4.921971005346307,-0.4480832108457133,-0.00010652005120582103,1.1767263969170738,0.014239975328522725,0.7895422846178405,0.49991554054054055,0.7870570807713846,0.9782721714060569,0.4491484113577715,6.09869740226338,4.988484127040176e-05
test,test_057,0.8039910816992502,0.38363118846225525,0.9158258763783246,11.28753189264197,0.1335658377253858,-0.0019635767850059113,0.6069638241228716,0.27294315410120107,0.7579347349707636,0.49991554054054055,0.8863318889665182,0.49174000420321184,0.1532016055754449,10.680568068519099,0.00011440066107407404
test,test_058,0.7734614750924718,0.4283048604680081,0.8955558986942189,8.8796106355417,-0.5682649952072333,0.00036951311196334726,0.31246981857441547,0.0485010516803297,0.7192609667132951,0.49991554054054055,0.760314960763367,0.9782389098380475,0.5719601263268668,8.567140816967285,8.999605373859833e-05
test,test_059,0.8432066637189565,0.32209183464328184,0.9395322187518355,5.593709946797592,-0.5150291147722985,0.00010737619906693123,0.884251931149973,0.006037794716766132,0.8065291700128336,0.49991554054054055,0.7266400976627576,0.992444786112475,0.5161028767629678,6.477961877947565,5.6693006217543164e-05
test,test_060,0.8159116174019957,0.36539254646878677,0.9232986976096786,4.424845843149952,-0.6171459441554824,0.0006409768137503151,1.306021283063945,0.07741502866539851,0.7884412445082409,0.49991554054054055,0.6506666740187694,0.9907676713235616,0.6235557122929856,5.730867126213897,4.484641057246573e-05
test,test_061,0.8135942993751053,0.36601079485867355,0.9208814598204119,0.6242147702228704,-0.174077452560507,-0.0002679834556278351,0.8211954740868375,0.033648906727505645,0.8580732914160801,0.49991554054054055,0.23241606674006576,0.9171149544287356,0.17675728711678534,1.4454102443097079,6.32650104955612e-06
test,test_062,0.8252085846843578,0.3508857634767358,0.9289650720784162,4.290308674580694,-0.43568331435115726,0.00012000483987443977,1.4982717460603734,0.017911154887898406,0.8174049979072762,0.49991554054054055,0.7401046900766755,0.9882627319631634,0.43688336274990164,5.788580420641067,4.348285818831785e-05
test,test_063,0.7908576715659678,0.4015564735038686,0.906759067301389,0.34989484924204806,-0.2722445707839432,-0.00015978605107795437,1.2115774355486533,0.024884897044398835,0.8291112725239465,0.49991554054054055,0.2053553227755276,0.8127142655499537,0.27384243129472274,1.5614722847907014,3.546231580155893e-06
