split,scene_id,joint_confidence,joint_rmse_rad,residual_coherence,tau_ns,beta1_deg_per_pulse,beta2_deg_per_pulse2,d3_j6_delay_disagreement_ns,p1_j6_phase_disagreement_deg_per_pulse,raw_coherence,support_fraction,delay_confidence,phase_confidence,phase_signal,delay_signal,delay_extrapolation_ratio
calibration,calibration_010,0.8213493606243549,0.3539645443043677,0.9256418059400281,-0.017890629527460424,-0.0415604870994635,0.0002530252949421898,0.06002660763804603,0.03226298584990192,0.8745689597476303,0.49991554054054055,0.0002386243290531942,0.049984622407589274,0.0440907400488854,0.04213597811058561,1.8132394791345027e-07
calibration,calibration_011,0.8275850466503781,0.3440588379087782,0.9293668188045411,-0.11641285055763571,-0.05200819187703113,0.00020455977860771855,0.04099662514048695,0.023923587885831345,0.8798074358987781,0.49991554054054055,0.00312919978392745,0.3472060914632974,0.054053789663108316,0.15740947569812266,1.1798599718679295e-06
calibration,calibration_012,0.7853976277575004,0.40958079743516296,0.9031437443989486,0.08943105205563796,0.04838286391080158,-0.0003589870120809545,0.12208199615638522,0.04451734387013835,0.8421738724133345,0.49991554054054055,0.006954076547140753,0.003295437645217114,0.05197273403161112,0.21151304821202319,9.063957978611957e-07
calibration,calibration_013,0.8044192430384253,0.3806426797878281,0.9153217582047521,-0.05322081542429385,0.08044676738136053,-0.00046794057287158694,0.05594837439984767,0.06019740864686929,0.859780658846747,0.49991554054054055,0.0013776739803859073,0.1557519468233547,0.08512617311007639,0.10916918982414152,5.394001563273025e-07
calibration,calibration_014,0.8168370790603623,0.36088761217309245,0.9228484605646556,-0.012332903997943522,-0.00646056409333022,2.1245693632756186e-05,0.10226600341345195,0.0034818135614785523,0.8702818194080784,0.49991554054054055,0.0016130866704578972,0.005785671216737787,0.006673021029657782,0.11459890741139547,1.2499564862780598e-07
calibration,calibration_015,0.8138223489585275,0.3651173638137735,0.9208431719993985,-0.06625949523410259,0.2032271619238162,-0.0015531485787072881,0.2241444208119292,0.20001985331652558,0.8665719004844638,0.49991554054054055,0.0023735923576636564,0.0015824138452857905,0.2187586477108891,0.1578849255778266,6.715489381834722e-07
calibration,calibration_016,0.8166133780943174,0.36028094954899326,0.9223944895198335,0.014382390640822104,0.14145778045745538,-0.001463017846656595,0.031816610365060304,0.18284710079596023,0.8689768386938213,0.49991554054054055,0.00035146954159903654,0.08303204423143451,0.15608795892402133,0.04619900100588241,1.4576747271103485e-07
calibration,calibration_017,0.8228483430953447,0.35158883659734513,0.9265414957293823,0.10784157150743282,-0.052775857584037494,0.0002378638432458638,0.36466925663281713,0.03133032758983968,0.8759948979715012,0.49991554054054055,0.03389876711494211,0.07485105952472226,0.055154496016496135,0.47251082814024997,1.0929889004131705e-06
calibration,calibration_018,0.8013750088301379,0.3838408236828184,0.9129153005026348,-0.3016692265142729,-0.014059506410631504,0.00045606164589786537,0.20823164499373542,0.05381406061625656,0.8551520291411528,0.49991554054054055,0.0010883865855662034,0.14110989404269125,0.018620122869610158,0.09343758152053751,3.0574583768338473e-06
calibration,calibration_019,0.7913014805278734,0.3997574305639662,0.9066726173492146,0.09309313845342454,-0.17530569918579444,0.001459708349786002,0.06811521558196248,0.18250715588385585,0.846588691327848,0.49991554054054055,7.198502616445612e-05,0.003831227365610812,0.18990278268365446,0.024977922871462048,9.435115383793028e-07
calibration,calibration_020,0.8195755156100847,0.3566762892269809,0.9245420982298748,0.005227747891578148,0.0012328306211536097,-0.00014763015296974014,0.015449784880177252,0.019963085727577976,0.8729522060067039,0.49991554054054055,1.4917764856514637e-05,0.1592552693834257,0.002709132150851011,0.010222036988599104,5.298393133356231e-08
calibration,calibration_021,0.805212839443801,0.3784073145484926,0.9154835563257934,0.23632344449770115,-0.04419129225712921,0.0005339882645432143,0.007956829051646713,0.06267683229190268,0.8592141015110232,0.49991554054054055,0.008312052724262609,0.07051069811673905,0.04953117490256135,0.22836661544605444,2.3951700455848094e-06
calibration,calibration_022,0.8191558440585087,0.35709306950956543,0.9242069909266721,0.17372531036104377,0.09423676183379429,-0.0010503474957293563,0.13254400459943755,0.12872653661502637,0.8709380979441668,0.49991554054054055,0.00016887556495448486,0.19757578805309473,0.10474023679108785,0.04118130576160623,1.7607294969024708e-06
calibration,calibration_023,0.8247620778754973,0.34833851379907904,0.9276157324543524,0.13504611763747992,-0.003817790241496597,5.7609133500710436e-05,0.09911288754193953,0.007876480654146659,0.8775690051160981,0.49991554054054055,0.00016728557419742884,0.008214693652982441,0.004393881576503701,0.03593323009554039,1.3687106517312155e-06
calibration,calibration_024,0.8391273423603809,0.3245662511335348,0.9358081599402523,-0.057635276237468294,-0.14635854758786504,0.0012662436798954236,0.2618074128560441,0.16594747612764826,0.8893172207187198,0.49991554054054055,0.00719667029189186,0.03288212324100592,0.15902098438681928,0.20417213661857578,5.841413132175841e-07
calibration,calibration_025,0.8076952586049847,0.3754510555293642,0.9173245117140583,-0.046495980852802814,0.05691720091661252,-0.0004455974580185028,0.02619872896716715,0.05544333605626292,0.8622081931862932,0.49991554054054055,0.0006380827119782939,0.00044761858667397014,0.06137317549679755,0.07269470981996996,4.7124304918381237e-07
calibration,calibration_026,0.8149726798121684,0.3634025022181984,0.9215755741234151,0.050560109756994896,0.11723756476625086,-0.0008031029876166876,0.17503940591315675,0.10287361362066309,0.8684736170166028,0.49991554054054055,0.006199992197396975,0.08832385320930214,0.12526859464241774,0.22559951567015166,5.124335448344078e-07
calibration,calibration_027,0.8062716520832721,0.37586711857766325,0.9158454325697956,0.005629463512865673,-0.14410964784675562,0.0009691474526536781,0.18218757200954672,0.121810166608755,0.8600909405813522,0.49991554054054055,0.0032835623281814996,0.02758196610236452,0.1538011223732924,0.17655810849668105,5.705537344120615e-08
calibration,calibration_028,0.8232078198794341,0.35087421453588774,0.926708908759586,-0.06814168734824809,-0.10731660723464358,0.0006805775034649338,0.08555480185533461,0.08680462614832382,0.8758456087880608,0.49991554054054055,4.994140289626969e-05,0.10201782103683099,0.11412238226929292,0.017413114507086516,6.906252096106226e-07
calibration,calibration_029,0.8089679337680126,0.37226080160180275,0.9177115107714162,0.01751918256223178,0.11451923053892,-0.00045429626249970825,0.11068852287576876,0.05046892311599335,0.8619994882119597,0.49991554054054055,0.0009735235531341813,0.2161455780326339,0.11906219316391708,0.09316934031353698,1.7755928272532212e-07
calibration,calibration_030,0.8225262511286368,0.35191062815313107,0.9262856498944552,-0.04177814030666423,-0.06804197248211954,0.00054805290696034,0.09537990543707617,0.06974147330604076,0.8753281216519235,0.49991554054054055,0.0005091581940712686,0.0010554987141956351,0.07352250155172295,0.05360176513041195,4.23427097702678e-07
calibration,calibration_031,0.811399243504553,0.36917076803398546,0.9194437238440661,0.05705555004454311,-0.011560919753848887,0.00013490968350880634,0.010896012286106496,0.016539557597180277,0.8654918421914487,0.49991554054054055,0.00034834645490411376,0.010973679391599211,0.012910016588936951,0.04615953775843661,5.7826570991091e-07
calibration,calibration_032,0.8347312618614088,0.330443722147507,0.9328518922119506,-0.06694153185653859,-0.05769632662896852,0.0005359556461606824,0.043074889363386715,0.06568291299424175,0.8847528700279688,0.49991554054054055,0.0032052001925232387,0.006312729348298407,0.06305588309057535,0.1100164212199253,6.784614715189723e-07
calibration,calibration_033,0.7975157120045828,0.38972787150653604,0.9104624319728759,0.14796322741037302,0.05195379613294593,-0.00014530793663696862,0.11459636095658757,0.015381252702026373,0.851922006141106,0.49991554054054055,0.007536411051884739,0.28302503419198766,0.053406875499315616,0.2625595883669606,1.4996273048348619e-06
calibration,calibration_034,0.8501997412043493,0.3064708949194959,0.9421046037557999,-0.10291303542081262,-0.062359653421267494,0.00023527694521370855,0.037378591084432325,0.025478436724692903,0.8981955003186022,0.49991554054054055,0.0008887402552752999,0.11874108098064617,0.06471242287340458,0.0655344443363803,1.0430375211568848e-06
calibration,calibration_035,0.8228912317711867,0.3514206492407064,0.9265339356879216,0.014088909200410402,0.027182024648406328,-0.00015007814290884372,0.0967076560992476,0.019717254978255872,0.8756325344269074,0.49991554054054055,0.0011530517099400672,0.019884814641966897,0.028682806077494766,0.08261874689883719,1.4279299865280815e-07
calibration,calibration_036,0.8071182319643713,0.37505885938791356,0.9165392135935069,0.165242188669267,0.2235127882192558,-0.0017203698773206094,0.08197363210161046,0.21815777206776893,0.8600414965071677,0.49991554054054055,0.0008768619642173237,0.003621374012002354,0.2407164869924619,0.08326855656765653,1.674751912188517e-06
calibration,calibration_037,0.8008475820831469,0.3858991677352346,0.9129959095350384,0.015866016572730263,-0.008415985616540072,0.0001888481688203957,0.22465933889265138,0.024374575348850777,0.8559339685983254,0.49991554054054055,0.008005440830792243,0.08460719139241724,0.010304467304744028,0.20879332231992112,1.6080422202091483e-07
calibration,calibration_038,0.8059066301127776,0.3776653248775881,0.9160263811354488,-0.0815166903704528,-0.044675047981859714,0.00027642318445836257,0.012056779605133808,0.03661668215971329,0.8604512112929176,0.49991554054054055,0.0012798540051333074,0.011589358538427685,0.04743927982644334,0.0935734699755866,8.261826726735081e-07
calibration,calibration_039,0.8151622671352434,0.36347926952109116,0.9218154322287195,0.016791939348006234,0.05418008436481611,-0.00043789155377277496,0.06335141499450583,0.05567817024285229,0.8689134306535827,0.49991554054054055,0.0007567342674706934,0.0007405262013456815,0.05855899990254386,0.08014335434251207,1.7018857447303617e-07
calibration,calibration_040,0.8170238304722756,0.360630127664085,0.9229739846153047,0.005546330405841764,0.05550259515132355,-0.00046966185361519764,0.15169361431220751,0.056932002657287414,0.8706989560125871,0.49991554054054055,0.004067532885123737,0.0010425932382331915,0.06019921368747553,0.15723994471804928,5.6212808167315186e-08
calibration,calibration_041,0.7596670743532306,0.44698280897922554,0.8856809102569998,0.8199427852835821,-0.21109372715842228,0.0012046142036798617,0.466849708131802,0.15706939470663475,0.8169453369455794,0.49991554054054055,0.011779886076626944,0.06944326320467797,0.2231398691952209,0.3530930771517801,8.310230931928197e-06
calibration,calibration_042,0.8083566180293729,0.3747429139862821,0.9178406677934313,-0.08112282589629276,0.09029385116500079,-0.0006565870461018928,0.5847800547176916,0.0811526558174252,0.862981276735105,0.49991554054054055,0.031093204116027895,0.020048566083100794,0.09685972162601972,0.5036572288213989,8.221908030029672e-07
calibration,calibration_043,0.8037785621223582,0.3799877539295765,0.9143758494154097,-0.006999224051403815,0.09009800047196909,-0.0007690017176331306,0.2476418326611904,0.10066839629289678,0.85733183560652,0.49991554054054055,0.0065345234392159,0.023532162542720947,0.09778801764830039,0.24064260860978656,7.09380816020657e-08
calibration,calibration_044,0.8169714574343994,0.36062307588325787,0.9229124796773659,-0.04961816009727035,-0.05052628268488861,0.000541016405064487,0.0920366668920469,0.0697085326924448,0.8706023761312432,0.49991554054054055,0.0029958714926661134,0.1191589449118049,0.05593644673553348,0.14165482698931725,5.02886757742605e-07
calibration,calibration_045,0.8532111752867043,0.30188262439601454,0.9439139675125305,-0.060177450351354654,-0.06558175985686483,0.0004843598006565663,0.040290266424457426,0.06085706418542782,0.9022580742842959,0.49991554054054055,0.0022856382017106824,0.007539512643201851,0.0704253578634305,0.10046771677581208,6.099065913988648e-07
calibration,calibration_046,0.7995432579093639,0.3871990524127427,0.911939101296891,0.09639018127320466,0.20170078301335917,-0.0013615238036365066,0.14447096090973302,0.18126632740093201,0.8536836287025557,0.49991554054054055,0.00018297389067922776,0.13703429028857217,0.21531602104972425,0.048080779636528355,9.769275129041013e-07
calibration,calibration_047,0.8157504787315177,0.3622093638702476,0.9220591203179783,-0.18696557384817325,0.0297250033842613,-0.0002677248372014825,0.0533866149920276,0.032269139138131106,0.869666705595248,0.49991554054054055,0.0029095041343982775,0.00102470056678039,0.032402251756276125,0.13357895885614565,1.8949213565693237e-06
validation,validation_000,0.8272472151552531,0.34439300241736087,0.9290984191082153,-0.05048103821040866,-0.06826266744533596,0.00068647859945225,0.01679892507998109,0.08864393788677255,0.8795737145236194,0.49991554054054055,0.0005682140083582699,0.07002467496365017,0.07512745343985847,0.06727996329038975,5.116321440244122e-07
validation,validation_001,0.8118389458187039,0.3683780556447803,0.919679014372725,0.15049245577261428,-0.04069468996915518,0.0003437382135717353,0.17691505809060876,0.043215052960166075,0.8653619059768998,0.49991554054054055,0.012142857066206325,0.0031619431034866086,0.04413207210487253,0.32740751386322303,1.5252613760737934e-06
validation,validation_002,0.7924943437663126,0.3978447592698572,0.9074064033149102,-0.2526292559138013,0.047152409063664434,-0.0003175902688378627,0.12633961723621862,0.04014110132059453,0.8485427302774543,0.49991554054054055,0.0014672075464302603,0.005404174876148193,0.05032831175204306,0.1262896386775827,2.5604316477750133e-06
validation,validation_003,0.7663330468749483,0.4383236090788366,0.8905906998616772,0.2107182484615034,0.1234466301191284,-0.00046663264760123026,0.11471356574420268,0.060154918935216906,0.8241316523965956,0.49991554054054055,0.0008704606440116391,0.35694535870487165,0.12811295659514071,0.09600468271730071,2.1356579235963185e-06
validation,validation_004,0.827005342234576,0.3445902989822192,0.9288922847575429,-0.043041792038245624,-0.010430599175046113,-2.3783373616845618e-05,0.005922009339052181,0.00024898688424284006,0.8796662807553556,0.49991554054054055,0.00023513137740815981,0.02829065223963312,0.01066843291121457,0.03711978269919344,4.36234378766003e-07
validation,validation_005,0.8369838506170558,0.3295630286616007,0.9350763210181275,-0.03555049974994641,-0.058976490168616766,0.00044500915305913596,0.0254365289794609,0.05475705260175644,0.8888360637387119,0.49991554054054055,1.6924101777560097e-05,0.00645353761130707,0.06342658169920813,0.010113970770485507,3.6030911908729475e-07
validation,validation_006,0.8023165493959954,0.38369569234149675,0.9139397928395062,0.1014133032423708,0.03241612032179293,-0.0002020614520364166,0.09036837812143335,0.025403984190535883,0.8573183385937313,0.49991554054054055,1.6158378143948937e-05,0.023813622012997082,0.0344367348421571,0.01104492512093745,1.0278375328618663e-06
validation,validation_007,0.8210207544165934,0.35365645874166174,0.9251692256394783,0.05287110784663378,0.006105864027663797,0.00012701243505701407,0.24644117298248808,0.016640072100611483,0.8730406238983957,0.49991554054054055,0.021420075352111323,0.15081097923529319,0.007375988378233938,0.29931228082912187,5.35855822769937e-07
validation,validation_008,0.8756116621523534,0.26615080389162554,0.9566582490632289,1.2051298107498287,0.009066306288853371,-0.0001550319387263209,1.1983540002921622,0.024506450666518777,0.917495881158453,0.49991554054054055,0.6259966772086372,0.17967031473497475,0.01061662567611658,2.403483811041991,1.2214153487329346e-05
validation,validation_009,0.8190933110680773,0.35793238973677527,0.9244150811328617,1.5295974448089615,-0.040874582245727445,0.00030344369747331573,1.3931920620876053,0.039046242738590864,0.8649670993954284,0.49991554054054055,0.5210845454004428,0.0011320486563621834,0.0439090192204606,2.922789506896567,1.5502676805496235e-05
validation,validation_010,0.8172368706006201,0.36293948367077505,0.9239819408610994,10.300013537022265,0.015234750121031381,-0.00026754846793983314,0.6930814349562784,0.03399705812928555,0.7831222878363364,0.49991554054054055,0.8585221124278388,0.0905360956876764,0.017910234800429713,9.606932102065986,0.00010439202909144189
validation,validation_011,0.8302200211959432,0.3394986487005192,0.9308085720540993,1.013324682049612,0.15241020314734172,-0.0011677791577961207,0.6213738259939359,0.14915621805531223,0.8781081053298493,0.49991554054054055,0.2807007105090683,0.0022034135434094715,0.16408799472530292,1.6346985080435479,1.0270182588340663e-05
validation,validation_012,0.8164241950519505,0.3630690525782749,0.9231061605719056,2.888364502076655,-0.20118879429664024,0.0019064802132155172,1.2485641359198434,0.23824839320845803,0.8501403607190906,0.49991554054054055,0.659619363809119,0.12327387692088054,0.2202535964287954,4.1369286379964985,2.927396454807421e-05
validation,validation_013,0.7743674821975235,0.4262741380258169,0.8959343735573796,7.85266880893386,-0.09561253362084303,0.0005402133623508432,0.07106632180301542,0.05880829396054882,0.7728471026984906,0.49991554054054055,0.8193037494303852,0.1174518538313617,0.10101466724435146,7.923735130736875,7.958785955000535e-05
validation,validation_014,0.8233723020991215,0.35238272417846833,0.927395370340536,2.653487509475037,-0.014751745363031272,0.00011796991121313081,1.3860783875563398,0.015450727532886871,0.8609910276080008,0.49991554054054055,0.5736360601091824,0.00030013725441924155,0.01593144447516258,4.039565897031377,2.6893454487922674e-05
validation,validation_015,0.8336959259215204,0.3367721086800766,0.9337969949471743,6.019693996165456,0.21059851903632346,-0.0016583259737284926,0.9155816405418227,0.19011914333488905,0.839048725199959,0.49991554054054055,0.8479234026540536,0.02721150546549611,0.22718177877360837,6.935275636707279,6.101041212329855e-05
test,test_000,0.823834935954784,0.3496891395152513,0.9270212131324626,-0.09997014810148279,-0.029651615768765658,0.00037825429338587355,0.16355201956271614,0.04588503728783766,0.8761390819833164,0.49991554054054055,0.010046073868798744,0.1162490569112159,0.033434158702624395,0.26352216766419895,1.0132109604880013e-06
test,test_001,0.8194789899193007,0.35616578184660264,0.9242637818348077,0.12576857531163937,0.020261171307912877,-0.00013202211630329957,0.18629174028989606,0.018087870945694206,0.8721113499181374,0.49991554054054055,0.0006140778556837923,0.0011572447011151121,0.021581392470945874,0.06052316497825669,1.2746815065368856e-06
test,test_002,0.7766790123195974,0.42165065254023965,0.8970812901007039,0.038876388989813465,-0.08319924641696613,0.000769613940752613,0.5187563341813801,0.0929686305943537,0.8332387519858226,0.49991554054054055,0.016385288850777835,0.009138696842462823,0.09089538582449226,0.4798799451915666,3.940174559778392e-07
test,test_003,0.8079274467245605,0.37484877745730383,0.9173884699480922,0.16396998740514948,-0.09470245508777711,0.0008071051707676557,0.2804460282347017,0.10310701379884477,0.8621703578971481,0.49991554054054055,0.0018090583059288123,0.03285662200667838,0.10277350679545366,0.11647604082955222,1.6618579804575962e-06
test,test_004,0.8218987604056972,0.35322716327250714,0.9260160178611606,0.03524473887708926,0.02378080135522548,-0.00017678492082186083,0.01788006635326302,0.021841700343596934,0.8751403781702337,0.49991554054054055,4.6987627717931524e-05,0.0022777458486227253,0.02554865056344409,0.01736467252382624,3.5721019132185067e-07
test,test_005,0.8233236224909871,0.3494188052480051,0.9263561599077064,-0.12653829736648453,-0.10049726997553902,0.0007885790978265485,0.05484706064174469,0.09690414182190395,0.874473190203775,0.49991554054054055,0.003979233428184403,0.0026123316749221415,0.10838306095380451,0.18138535800822922,1.2824827435792352e-06
test,test_006,0.7920871373414061,0.3983897449392858,0.9071203314299792,-0.08807794057359011,-0.1473998232109589,0.001276856172577174,0.007854582559044532,0.16418289309390377,0.8472904924658549,0.49991554054054055,0.0009006796276038731,0.014749385180255259,0.16016838493673063,0.09593252313263465,8.926818301377377e-07
test,test_007,0.8855485746600806,0.24804153165294954,0.9614597355677008,-0.08898739976656976,-0.05342044072403673,0.0005963709936742408,0.05195099753473011,0.07265259597633597,0.9295432037320271,0.49991554054054055,0.0006006955589793472,0.10464875812658025,0.05938415066077914,0.03703640223183965,9.018993219584774e-07
test,test_008,0.7832480820741619,0.4146380386561922,0.9023422711574527,9.80143866473775,-0.0090360115294797,0.0002781574195442249,0.4916595582976946,0.036691972654106904,0.7609551935778699,0.49991554054054055,0.8764806688544359,0.09985308558490158,0.011817585724921949,9.309779106440056,9.933890538585559e-05
test,test_009,0.8000963122275475,0.3899394388928914,0.9134787346141735,12.43909122910532,-0.018676629377623877,6.694072663441569e-05,1.3236732674483562,0.012700595795331638,0.7435434943397767,0.49991554054054055,0.9082140349836175,0.006851492954863536,0.019346036643968032,11.115417961656965,0.00012607187056525664
test,test_010,0.8050000767562533,0.3828465616016245,0.9167144213167084,11.16156993657133,-0.007146720062308184,2.5372918880341954e-05,1.0862870080039038,0.01595974349027056,0.7648410918426467,0.49991554054054055,0.8919735486863437,0.012922999189979412,0.007400449251111604,10.075282928567427,0.00011312401962741215
test,test_011,0.8035448049673021,0.38364228756958935,0.9153212063632281,7.390969054201688,-0.04798374642819329,0.0003080620615494649,0.42857104128001744,0.0443861620467655,0.8013202120452918,0.49991554054054055,0.8224090297013842,0.005530479870013427,0.051064367043687935,7.819540095481705,7.490847014393602e-05
test,test_012,0.7564020487671645,0.4533399028993067,0.8839597091295938,0.5140001217181286,0.11326832222454297,-0.0007885745662580929,0.21326427452569585,0.1030971573448151,0.8154406110946185,0.49991554054054055,0.04402269223463029,0.010192435520943621,0.1211540678871239,0.7272643962438244,5.209460693089141e-06
test,test_013,0.7981254071505196,0.3916752378984776,0.9118037150643271,2.3944577171901456,0.005831343610948536,-0.0001654876150778707,1.450889502742795,0.022408058951950388,0.8413574408419376,0.49991554054054055,0.5292826819448625,0.12226838035863086,0.007486219761727243,3.8453472199329406,2.4268152539089316e-05
test,test_014,0.8143854864417646,0.36564123730944,0.9216542646930852,1.3968759312726744,0.061846623849536805,-0.00019121064859771515,1.0693744129970375,0.02400890592817842,0.8622937876782332,0.49991554054054055,0.378487150276276,0.3256759367089972,0.06375873033551396,2.466250344269712,1.4157526330466297e-05
test,test_015,0.8211044177399816,0.3540398875135456,0.9253907721478057,1.0863956607986227,0.06898839785498741,-0.0005756712565020578,0.8713442423258526,0.07491760464610614,0.8703725136765224,0.49991554054054055,0.3335974842460847,0.008046932883899016,0.07474511042000799,1.9577399031244753,1.1010766832418475e-05
test,test_016,0.8213479512574955,0.35295257068074115,0.9253043107018016,-0.3845890583772111,-0.062260278590572316,-0.0002690847704623464,0.36073912922589807,0.03869478032158592,0.8720053426034816,0.49991554054054055,9.070247903697481e-05,0.3946625767063491,0.06495112629519578,0.023849929151313034,3.89786207814741e-06
test,test_017,0.8303823679662017,0.3383563179358641,0.9306112059454886,0.5133593150329654,-0.7135957001202796,0.0007449304972051671,0.11641916854609563,0.0968426532233958,0.8122453266815716,0.49991554054054055,0.007966460242531337,0.9701328169651633,0.7210450050923313,0.39694014648686976,5.202966030739515e-06
test,test_018,0.7814034256782334,0.4144169726889821,0.9001441596860296,0.08717222351494074,-0.19587606977028652,-0.0004638941271506306,0.19267768834967036,0.06339286758284587,0.8259261592252892,0.49991554054054055,0.0008962211420063815,0.8710389388893733,0.2005150110417928,0.10550546483472963,8.835022653541292e-07
test,test_019,0.8414518209082621,0.3205488741451502,0.9370641030730674,0.12373933746069343,-0.13386923628867653,-3.388018202339549e-05,0.007948062760781305,0.005854877046690549,0.8883198309720449,0.49991554054054055,0.0026111784419818873,0.7858089915997571,0.1342080381089105,0.13168740022147474,1.2541149066962173e-06
test,test_020,0.8022292698273595,0.3834108067232902,0.9137459821394869,0.01563622697002679,-0.16056448927775704,0.0010043885414431656,0.021511048801815764,0.12766780852338255,0.8573546283377134,0.49991554054054055,0.00020519418091569097,0.15409664581520643,0.1706083746921887,0.037147275771842556,1.5847527334486613e-07
test,test_021,0.788133209209657,0.40440213537097636,0.9045747760789481,0.028389678748772032,-0.3727020069705173,-0.0007421893952699801,0.3562621348421995,0.0974986825221596,0.8069660553657386,0.49991554054054055,0.011700536484650415,0.9667930116630361,0.38012390092321713,0.3846518135909715,2.8773323056187874e-07
test,test_022,0.8826737066429299,0.25347341800943607,0.9601408411897081,0.06927680582918844,-0.3781418219362051,5.452767268273215e-05,0.465970101176339,0.005087580111826306,0.905354308408369,0.49991554054054055,0.02412577955149109,0.9424881845568581,0.3786870986630324,0.3966932953471506,7.021297888093423e-07
test,test_023,0.8237718973302072,0.34967764264999135,0.9269464617460393,0.21638304468693767,-0.5065055859432633,-0.0007073110941635106,0.2745133317613441,0.088566643181472,0.8117226266366677,0.49991554054054055,0.0002388429489792454,0.9791996484988991,0.5135786968848984,0.05813028707440644,2.193071398854098e-06
test,test_024,0.7861841454861188,0.4072326138584495,0.903271807640456,-0.2726146419507792,-0.5528716951426308,0.004470740857296874,0.37608153626632196,0.5674748387304213,0.8379529327227001,0.49991554054054055,0.0011591251246758638,0.005411663856770499,0.5975791037155995,0.10346689431554273,2.7629862359876275e-06
test,test_025,0.8382539228069797,0.3260752648520203,0.9353351452444194,-0.0023231428653183246,0.01393735205206624,0.00020433484132876374,0.06499639835843349,0.02696686467903127,0.8883069612086577,0.49991554054054055,0.0008609340092308182,0.2220813347705608,0.015980700465353877,0.06267325549311516,2.3545366878226267e-08
test,test_026,0.7701924277394009,0.4317427052729247,0.8929021602614792,0.07223051006821828,0.016744947351611958,0.0003282295633797181,0.0511480124661913,0.03990800286150996,0.8272760951410193,0.49991554054054055,7.358944586655092e-05,0.14142853104899433,0.02002724298540914,0.021082497602026976,7.320659804211312e-07
test,test_027,0.8369038480249479,0.32757911514016674,0.9343277652334118,0.35639783212301485,0.0012049455667106444,-1.6691923298607623e-05,0.42374958260540757,0.0017103034072458436,0.8876855916852481,0.49991554054054055,0.1506349451285588,3.0166569549017197e-05,0.0013718647996967205,0.7801474147284224,3.6121401904359615e-06
