case_id,factor,factor_level,seed,method,comparison_protocol,threshold_scale,target_detected,background_Pfa
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,2.0,0.0,0.0
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,3.0,0.0,0.0
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,5.0,0.0,0.0
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR global,scientific_controlled,0.5,1.0,0.011394325595509028
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR global,scientific_controlled,0.75,1.0,0.0066359429525109995
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR global,scientific_controlled,1.0,1.0,0.004464421180397512
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR global,scientific_controlled,1.5,1.0,0.002550826885146412
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR global,scientific_controlled,2.0,0.0,0.0015779092702169625
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR global,scientific_controlled,3.0,0.0,0.0007017144591109088
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR global,scientific_controlled,5.0,0.0,0.00016120467303899256
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR local,scientific_controlled,0.5,1.0,0.011371567288727052
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR local,scientific_controlled,0.75,1.0,0.006725079654073737
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR local,scientific_controlled,1.0,1.0,0.004712866029434077
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR local,scientific_controlled,1.5,1.0,0.002822030040964952
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR local,scientific_controlled,2.0,1.0,0.0018491124260355029
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR local,scientific_controlled,3.0,0.0,0.0008761948111060537
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,DL-SMI/MVDR local,scientific_controlled,5.0,0.0,0.00028447883477469274
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR global,scientific_controlled,0.5,1.0,0.011401911697769686
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR global,scientific_controlled,0.75,1.0,0.006626460324685177
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR global,scientific_controlled,1.0,1.0,0.004490972538309816
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR global,scientific_controlled,1.5,1.0,0.0025925504475800333
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR global,scientific_controlled,2.0,0.0,0.0016044606281292672
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR global,scientific_controlled,3.0,0.0,0.000730162342588378
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR global,scientific_controlled,5.0,0.0,0.00018016992869063876
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR local,scientific_controlled,0.5,1.0,0.011381049916552876
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR local,scientific_controlled,0.75,1.0,0.0067004248217265965
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR local,scientific_controlled,1.0,1.0,0.004644591109088151
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR local,scientific_controlled,1.5,1.0,0.002768927325140343
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR local,scientific_controlled,2.0,0.0,0.0017884236079502352
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR local,scientific_controlled,3.0,0.0,0.0008363677742375967
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,-18.0,20261122,Shrinkage-SMI/MVDR local,scientific_controlled,5.0,0.0,0.0002579274768623881
