method,comparison_protocol,threshold_scale,n_cases,n_seeds,background_Pfa_mean,background_Pfa_std,background_Pfa_ci95_low,background_Pfa_ci95_high,Pd_mean,Pd_std,Pd_ci95_low,Pd_ci95_high,Pd_successes,Pd_trials
DL-SMI/MVDR local,scientific_controlled,1.5,48,8,0.0028353057199211047,3.4551910936912126e-05,0.0028255311075459843,0.002845080332296225,0.7291666666666666,0.4490928602896293,0.5900276538379887,0.8343419643836709,35,48
DL-SMI/MVDR local,scientific_controlled,2.0,48,8,0.0018723448642087694,4.7979520925311794e-05,0.0018587716288573238,0.001885918099560215,0.6041666666666666,0.4942039949782704,0.4631015459693511,0.7297937350404942,29,48
DL-SMI/MVDR local,scientific_controlled,3.0,48,8,0.0009117546654528902,3.2338106755872745e-05,0.0009026063303850827,0.0009209030005206978,0.14583333333333334,0.35667395763741655,0.07248157413793963,0.27167447042858606,7,48
DL-SMI/MVDR local,scientific_controlled,5.0,48,8,0.0002813969807313002,1.518039872888041e-05,0.0002771025000715907,0.00028569146139100973,0.10416666666666667,0.3087092781885836,0.045321050901178245,0.2216768812614093,5,48
MNEC physical,scientific_controlled,0.5,48,8,0.011139479972690033,0.00034922412359211726,0.011040685713629029,0.011238274231751038,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
MNEC physical,scientific_controlled,0.75,48,8,0.0063360548475193445,0.0001730820151043158,0.006287090562741045,0.006385019132297644,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
MNEC physical,scientific_controlled,1.0,48,8,0.004470584888484296,5.5413718618924295e-05,0.004454908545119295,0.004486261231849298,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
MNEC physical,scientific_controlled,1.5,48,8,0.0026482608860567435,3.761775793787381e-05,0.0026376189564993537,0.0026589028156141334,0.7083333333333334,0.4593396431851038,0.5682047226383246,0.8175858393813663,34,48
MNEC physical,scientific_controlled,2.0,48,8,0.0017194374905173723,5.076207799389281e-05,0.001705077079695178,0.0017337979013395666,0.5208333333333334,0.5048523413086471,0.3832899563598438,0.6552890998421255,25,48
MNEC physical,scientific_controlled,3.0,48,8,0.0008107646791078744,2.3976598012350165e-05,0.0008039817850423993,0.0008175475731733495,0.14583333333333334,0.35667395763741655,0.07248157413793963,0.27167447042858606,7,48
MNEC physical,scientific_controlled,5.0,48,8,0.00022853133060233652,1.3278560901037284e-05,0.00022477487308124444,0.0002322877881234286,0.0625,0.24462302739504083,0.021482843131227225,0.1683569766274222,3,48
Phase-only CSI [production replay],production_replay,0.5,48,8,0.009370693306529105,0.0004916559281799816,0.009231605597931337,0.009509781015126874,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Phase-only CSI [production replay],production_replay,0.75,48,8,0.001715051775147929,0.0003637618116918668,0.0016121448559719771,0.0018179586943238807,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Phase-only CSI [production replay],production_replay,1.0,48,8,0.0002427947832903454,7.381638206740464e-05,0.00022191239206862436,0.00026367717451206645,0.9791666666666666,0.14433756729740646,0.8910053086246883,0.9963129840206002,47,48
Phase-only CSI [production replay],production_replay,1.5,48,8,5.689576695493855e-06,8.074759010781387e-06,3.4052561698647283e-06,7.973897221122982e-06,0.9583333333333334,0.20194093652345887,0.8602408885222853,0.9884983479210344,46,48
Phase-only CSI [production replay],production_replay,2.0,48,8,4.741313912911546e-07,1.267708551022591e-06,1.1550116347259889e-07,8.327616191097104e-07,0.8958333333333334,0.3087092781885836,0.7783231187385907,0.9546789490988218,43,48
Phase-only CSI [production replay],production_replay,3.0,48,8,0.0,0.0,0.0,0.0,0.7916666666666666,0.4104140790860576,0.6574082647864651,0.8826985220411018,38,48
Phase-only CSI [production replay],production_replay,5.0,48,8,0.0,0.0,0.0,0.0,0.6666666666666666,0.47639306734033093,0.5253984633247204,0.783233986291032,32,48
Phase-only CSI [scientific controlled],scientific_controlled,0.5,48,8,0.009371681080260963,0.0004917047246817874,0.009232579567306864,0.009510782593215061,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Phase-only CSI [scientific controlled],scientific_controlled,0.75,48,8,0.0017151703079957518,0.0003639221837733265,0.00161221802012992,0.0018181225958615835,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Phase-only CSI [scientific controlled],scientific_controlled,1.0,48,8,0.0002429923380367167,7.408351612452085e-05,0.00022203437554296754,0.00026395030053046585,0.9791666666666666,0.14433756729740646,0.8910053086246883,0.9963129840206002,47,48
Phase-only CSI [scientific controlled],scientific_controlled,1.5,48,8,5.689576695493855e-06,8.074759010781387e-06,3.4052561698647283e-06,7.973897221122982e-06,0.9583333333333334,0.20194093652345887,0.8602408885222853,0.9884983479210344,46,48
Phase-only CSI [scientific controlled],scientific_controlled,2.0,48,8,4.741313912911546e-07,1.267708551022591e-06,1.1550116347259889e-07,8.327616191097104e-07,0.8958333333333334,0.3087092781885836,0.7783231187385907,0.9546789490988218,43,48
Phase-only CSI [scientific controlled],scientific_controlled,3.0,48,8,0.0,0.0,0.0,0.0,0.7916666666666666,0.4104140790860576,0.6574082647864651,0.8826985220411018,38,48
Phase-only CSI [scientific controlled],scientific_controlled,5.0,48,8,0.0,0.0,0.0,0.0,0.6666666666666666,0.47639306734033093,0.5253984633247204,0.783233986291032,32,48
Row complex LS / Wiener [scientific controlled],scientific_controlled,0.5,48,8,0.00942265020482476,0.000514748492796354,0.009277029692056345,0.009568270717593176,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Row complex LS / Wiener [scientific controlled],scientific_controlled,0.75,48,8,0.0018201904111667425,0.0003299129955288185,0.0017268592013619632,0.0019135216209715219,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Row complex LS / Wiener [scientific controlled],scientific_controlled,1.0,48,8,0.00032975838264299805,8.976562062043515e-05,0.0003043640087173725,0.00035515275656862363,0.9791666666666666,0.14433756729740646,0.8910053086246883,0.9963129840206002,47,48
Row complex LS / Wiener [scientific controlled],scientific_controlled,1.5,48,8,9.956759217114247e-06,1.0130343258463664e-05,7.090921239029763e-06,1.282259719519873e-05,0.9583333333333334,0.20194093652345887,0.8602408885222853,0.9884983479210344,46,48
Row complex LS / Wiener [scientific controlled],scientific_controlled,2.0,48,8,7.111970869367319e-07,1.3338937910227031e-06,3.3384329077092524e-07,1.0885508831025387e-06,0.9166666666666666,0.279310193865464,0.8044643483893369,0.9671167756500444,44,48
Row complex LS / Wiener [scientific controlled],scientific_controlled,3.0,48,8,2.370656956455773e-07,6.338542755112954e-07,5.775058173629947e-08,4.163808095548551e-07,0.8125,0.39444277960558327,0.6805986065115378,0.8980872365179983,39,48
Row complex LS / Wiener [scientific controlled],scientific_controlled,5.0,48,8,0.0,0.0,0.0,0.0,0.6666666666666666,0.47639306734033093,0.5253984633247204,0.783233986291032,32,48
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,0.5,48,8,0.009477649446214535,0.0005327668674589386,0.009326931599516369,0.009628367292912702,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,0.75,48,8,0.0018396297982096797,0.00032766631557718163,0.0017469341661504642,0.0019323254302688953,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,1.0,48,8,0.0003349738279472008,8.998275307965593e-05,0.00030951802802326166,0.0003604296278711399,0.9791666666666666,0.14433756729740646,0.8910053086246883,0.9963129840206002,47,48
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,1.5,48,8,9.482627825823092e-06,9.534940618984892e-06,6.785227130951535e-06,1.2180028520694648e-05,0.9583333333333334,0.20194093652345887,0.8602408885222853,0.9884983479210344,46,48
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,2.0,48,8,7.111970869367319e-07,1.3338937910227031e-06,3.3384329077092524e-07,1.0885508831025387e-06,0.9166666666666666,0.279310193865464,0.8044643483893369,0.9671167756500444,44,48
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,3.0,48,8,2.370656956455773e-07,6.338542755112954e-07,5.775058173629947e-08,4.163808095548551e-07,0.8125,0.39444277960558327,0.6805986065115378,0.8980872365179983,39,48
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,5.0,48,8,0.0,0.0,0.0,0.0,0.6666666666666666,0.47639306734033093,0.5253984633247204,0.783233986291032,32,48
SA-MNEC physical [approximate academic reference],scientific_controlled,0.5,48,8,0.011107950235169172,0.00033613030720275615,0.011012860170065796,0.011203040300272549,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
SA-MNEC physical [approximate academic reference],scientific_controlled,0.75,48,8,0.006332261796389016,0.0001679495127599594,0.006284749478218933,0.006379774114559099,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
SA-MNEC physical [approximate academic reference],scientific_controlled,1.0,48,8,0.004470110757093006,5.221622778369058e-05,0.004455338972481484,0.0044848825417045275,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
SA-MNEC physical [approximate academic reference],scientific_controlled,1.5,48,8,0.002658928842360795,3.807951956599859e-05,0.0026481562820856756,0.002669701402635914,0.7083333333333334,0.4593396431851038,0.5682047226383246,0.8175858393813663,34,48
SA-MNEC physical [approximate academic reference],scientific_controlled,2.0,48,8,0.0017220452131694736,5.1087239031144894e-05,0.0017075928154495232,0.001736497610889424,0.5208333333333334,0.5048523413086471,0.3832899563598438,0.6552890998421255,25,48
SA-MNEC physical [approximate academic reference],scientific_controlled,3.0,48,8,0.0008140835988469123,2.404830567324228e-05,0.0008072804189399154,0.0008208867787539093,0.14583333333333334,0.35667395763741655,0.07248157413793963,0.27167447042858606,7,48
SA-MNEC physical [approximate academic reference],scientific_controlled,5.0,48,8,0.00023019079047185555,1.0754195552080113e-05,0.0002271484669048679,0.0002332331140388432,0.0625,0.24462302739504083,0.021482843131227225,0.1683569766274222,3,48
Shrinkage-SMI/MVDR global,scientific_controlled,0.5,48,8,0.01120182825064482,0.0003117399648065816,0.011113638126417488,0.011290018374872151,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Shrinkage-SMI/MVDR global,scientific_controlled,0.75,48,8,0.0063054733727810645,0.0001845183281704901,0.006253273795823803,0.006357672949738326,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Shrinkage-SMI/MVDR global,scientific_controlled,1.0,48,8,0.0044134520558337135,5.304882628987533e-05,0.004398444732074243,0.004428459379593184,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Shrinkage-SMI/MVDR global,scientific_controlled,1.5,48,8,0.0025716886663632228,3.765512064740402e-05,0.0025610361670285607,0.002582341165697885,0.7083333333333334,0.4593396431851038,0.5682047226383246,0.8175858393813663,34,48
Shrinkage-SMI/MVDR global,scientific_controlled,2.0,48,8,0.0016336197086936732,5.647404288275444e-05,0.001617643403376067,0.0016495960140112795,0.5208333333333334,0.5048523413086471,0.3832899563598438,0.6552890998421255,25,48
Shrinkage-SMI/MVDR global,scientific_controlled,3.0,48,8,0.0007446233500227583,2.3017851272102563e-05,0.0007381116819907418,0.0007511350180547748,0.14583333333333334,0.35667395763741655,0.07248157413793963,0.27167447042858606,7,48
Shrinkage-SMI/MVDR global,scientific_controlled,5.0,48,8,0.0001993722500379305,1.5043669810201195e-05,0.00019511644950167347,0.00020362805057418755,0.0625,0.24462302739504083,0.021482843131227225,0.1683569766274222,3,48
Shrinkage-SMI/MVDR local,scientific_controlled,0.5,48,8,0.011181203535123654,0.0003384784374785845,0.011085449192339822,0.011276957877907487,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Shrinkage-SMI/MVDR local,scientific_controlled,0.75,48,8,0.006391291154604764,0.00017036957249697484,0.006343094210166191,0.006439488099043337,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Shrinkage-SMI/MVDR local,scientific_controlled,1.0,48,8,0.004542415794264907,5.8569448222375815e-05,0.004525846706249957,0.004558984882279856,1.0,0.0,0.9258973488472576,0.9999999999999999,48,48
Shrinkage-SMI/MVDR local,scientific_controlled,1.5,48,8,0.0027561257775754813,3.9099833425779845e-05,0.0027450645741483658,0.002767186981002597,0.7291666666666666,0.4490928602896293,0.5900276538379887,0.8343419643836709,35,48
Shrinkage-SMI/MVDR local,scientific_controlled,2.0,48,8,0.001796957972993476,4.950792020807664e-05,0.001782952358935952,0.0018109635870510001,0.5625,0.5013280235873938,0.4227477150100165,0.6929894535958907,27,48
Shrinkage-SMI/MVDR local,scientific_controlled,3.0,48,8,0.0008596002124108632,2.3272035471852554e-05,0.000853016636575282,0.0008661837882464443,0.14583333333333334,0.35667395763741655,0.07248157413793963,0.27167447042858606,7,48
Shrinkage-SMI/MVDR local,scientific_controlled,5.0,48,8,0.00025413442573205886,1.4469976270817973e-05,0.00025004092105202294,0.0002582279304120948,0.0625,0.24462302739504083,0.021482843131227225,0.1683569766274222,3,48
